Time,CPU,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_INSTRS,BRANCH_MISSES,L1_ICACHE_MISS,L1_DCACHE_MISS,ITLB_MISSES,L2_CACHE_MISS,DTLB_MISSES,LoadType,Rep
2025-05-16 15:52:41,2,93873903,49159342,549021,9196074,710011,196475,1433192,31652,21677,28503,hdd-fsync,2
2025-05-16 15:52:41,3,11322129,2589619,34615,590177,70125,12705,117167,1816,2303,2437,hdd-fsync,2
2025-05-16 15:52:41,4,75017830,64370161,1123365,12193172,620403,110373,1504255,65445,30563,58365,hdd-fsync,2
2025-05-16 15:52:41,5,40278773,24417500,748789,5095102,317186,61755,796261,33798,121819,67298,hdd-fsync,2
2025-05-16 15:52:41,6,151263092,40244388,354179,8661101,976035,195685,1046106,4713,32154,12135,hdd-fsync,2
2025-05-16 15:52:41,7,15743692,3261384,78381,737172,89809,14872,186997,2079,2235,4085,hdd-fsync,2
2025-05-16 15:52:41,8,35224185,20737052,531430,3985962,381279,31987,370911,14128,10065,33223,hdd-fsync,2
2025-05-16 15:52:41,9,11960039,3591057,94464,781601,77027,28681,235343,2353,1637,4406,hdd-fsync,2
2025-05-16 15:52:41,10,75815080,25045561,327039,5153721,574137,66325,408507,13448,13499,22157,hdd-fsync,2
2025-05-16 15:52:41,11,10081059,2146241,15392,503019,56603,18970,152334,43,649,507,hdd-fsync,2
2025-05-16 15:52:41,12,71214477,41912694,898078,8721628,620104,206853,2096727,28499,19444,68638,hdd-fsync,2
2025-05-16 15:52:41,13,14929477,5452992,154374,1240221,118129,24628,369441,6988,2766,8500,hdd-fsync,2
2025-05-16 15:52:41,14,56335103,24901529,349974,4466893,451504,118001,983774,1912,11816,4916,hdd-fsync,2
2025-05-16 15:52:41,15,12945728,3497903,99695,778692,88497,31642,307329,10404,1174,10106,hdd-fsync,2
2025-05-16 15:52:41,0,31873015,21171781,619658,4911165,213891,34345,420780,27724,8582,43563,hdd-fsync,2
2025-05-16 15:52:41,1,66951865,78427324,1327373,14711940,675986,157749,1799635,55302,23601,hdd-fsync,2
2025-05-16 15:52:43,0,80372208,77590482,1085591,11947004,448532,66218,1256888,63843,160961,149998,ctx,2
2025-05-16 15:52:43,1,95073318,119965390,1086911,9946945,526570,44267,1421393,50052,101914,188314,ctx,2
2025-05-16 15:52:43,2,71702057,63305870,926626,12376435,432263,43375,1100164,48189,192204,115439,ctx,2
2025-05-16 15:52:43,3,20666141,12440883,66354,1433440,113572,7933,107243,9186,3890,6696,ctx,2
2025-05-16 15:52:43,4,109345948,136503946,1616238,14515868,518003,53738,1459411,60240,190490,195693,ctx,2
2025-05-16 15:52:43,5,28543882,15640092,98087,2235662,200359,7442,84221,10957,4417,7705,ctx,2
2025-05-16 15:52:43,6,73903093,38822543,600433,6365687,467124,31747,292766,27065,20884,45839,ctx,2
2025-05-16 15:52:43,7,22516668,11126995,100660,1398726,127487,9046,95101,12622,6261,9868,ctx,2
2025-05-16 15:52:43,8,32652519,17694107,347261,2445703,205078,19544,304349,18167,8917,35572,ctx,2
2025-05-16 15:52:43,9,76553331,20175259,80442,3955631,445568,28657,134038,7227,9916,9785,ctx,2
2025-05-16 15:52:43,10,61800358,20409389,99753,3435733,363715,25152,175071,14745,10391,16698,ctx,2
2025-05-16 15:52:43,11,19891443,9638842,58354,1769316,118176,8479,87228,11343,4129,5963,ctx,2
2025-05-16 15:52:43,12,206119806,58042335,353552,10615959,1124733,79092,420263,23595,46487,52033,ctx,2
2025-05-16 15:52:43,13,30955543,20769601,223313,3568327,171629,15278,186360,29156,9577,40496,ctx,2
2025-05-16 15:52:43,14,103607919,28921203,134883,5283104,576541,42934,227058,10863,14572,15368,ctx,2
2025-05-16 15:52:43,15,18975046,11303165,63602,1889591,98064,8512,139788,7578,4251,9356,ctx,2
2025-05-16 15:52:43,0,31080119,13687276,639777,2918691,256194,24901,243498,23934,30899,70424,ctx,2
2025-05-16 15:52:43,1,39901939,28248288,798320,3641388,268539,26373,354720,30253,9705,73578,ctx,2
2025-05-16 15:52:43,2,38157935,25320008,826701,5857854,336825,18678,177761,23808,19281,72031,ctx,2
2025-05-16 15:52:43,3,9950840,2015671,24421,472936,55859,4961,42023,373,1800,1511,ctx,2
2025-05-16 15:52:43,4,53494674,38421120,1130938,7541781,529509,37359,376288,34968,25097,76173,ctx,2
2025-05-16 15:52:43,5,13405986,2237003,34580,524808,59392,6425,60167,2494,3848,6838,ctx,2
2025-05-16 15:52:43,6,25644662,11749443,379529,2529734,278745,16547,162582,10382,5862,18878,ctx,2
2025-05-16 15:52:45,7,13345367,3076225,112763,697323,82146,11004,82377,5987,3233,17829,ctx,2
2025-05-16 15:52:45,8,24857241,9976132,256370,2189969,216045,17713,181406,10552,16990,26963,ctx,2
2025-05-16 15:52:45,9,10266984,2271534,20112,522520,61156,6017,50266,1086,1830,1835,ctx,2
2025-05-16 15:52:45,10,25259103,13217059,334143,2870349,278575,16653,173235,12990,6303,21979,ctx,2
2025-05-16 15:52:45,11,14367015,4892065,76770,1083518,118983,9529,91227,2702,2521,4983,ctx,2
2025-05-16 15:52:45,12,159826848,33791805,114132,7432923,894541,57301,105495,3262,19424,8797,ctx,2
2025-05-16 15:52:45,13,22487339,21504036,148180,4941970,96469,13284,167264,7576,5159,19316,ctx,2
2025-05-16 15:52:45,14,174702493,36470943,75760,7978244,955127,70530,86353,1919,21800,5519,ctx,2
2025-05-16 15:52:45,15,15507451,6158695,90755,1331003,145207,5394,51378,537,1799,2709,ctx,2
2025-05-16 15:52:45,0,36635095,24578954,481060,5154956,313745,22591,311156,13307,20584,93896,ctx,2
2025-05-16 15:52:45,1,48524437,39038331,718421,7745131,306565,23835,726351,27186,118528,116327,ctx,2
2025-05-16 15:52:45,2,139946570,70176122,855033,15223336,927630,58301,577281,32905,51229,205212,ctx,2
2025-05-16 15:52:45,3,19648506,6688394,136734,1491788,177674,14623,146363,5028,4277,19355,ctx,2
2025-05-16 15:52:45,4,63928178,38772696,1129987,6930552,419934,42161,748326,68908,36325,159771,ctx,2
2025-05-16 15:52:45,5,24813067,13840767,138319,2785901,120275,7365,231308,3783,34959,119171,ctx,2
2025-05-16 15:52:45,6,47295595,25451746,552825,5209869,344615,24377,439922,21340,34360,164814,ctx,2
2025-05-16 15:52:45,7,23916424,13893781,188644,2836022,179821,8982,137742,3238,7274,59154,ctx,2
2025-05-16 15:52:45,8,85664333,40250091,313223,8325762,548604,41335,435137,15487,19726,46429,ctx,2
2025-05-16 15:52:45,9,30572206,26643900,146067,5289550,152666,8743,310561,1292,21587,112905,ctx,2
2025-05-16 15:52:45,10,96052928,27253693,255440,5869586,615039,42169,221927,10991,15289,41975,ctx,2
2025-05-16 15:52:45,11,30823462,21792321,212050,4322926,230007,15957,276021,8403,22058,108924,ctx,2
2025-05-16 15:52:45,12,38153106,14002702,284170,2975796,305707,27897,323550,17624,8410,35106,ctx,2
2025-05-16 15:52:45,13,33792696,31759139,268026,6346980,211605,22538,727843,8916,40695,36922,ctx,2
2025-05-16 15:52:45,14,34775807,22316787,238568,3035939,176714,11843,349614,9622,72498,67113,ctx,2
2025-05-16 15:52:45,15,16490546,6144187,157723,1221386,120678,15015,150603,5989,3700,14115,ctx,2
2025-05-16 15:52:46,0,28097893,24520100,533843,4511651,202751,34370,387380,31075,27845,89734,ctx,2
2025-05-16 15:52:46,1,23918192,36275189,249492,8596067,116774,7527,75922,9450,5106,13648,ctx,2
2025-05-16 15:52:46,2,18011881,9419926,316849,2211286,117350,18547,239250,15516,8127,46160,ctx,2
2025-05-16 15:52:46,3,13283965,3332386,146896,751264,95091,7703,68762,3958,2088,7529,ctx,2
2025-05-16 15:52:46,4,27506602,12170656,520910,2473811,248327,34137,316196,41661,17218,58394,ctx,2
2025-05-16 15:52:46,5,14002350,5131774,58199,1157799,122023,16258,78629,2932,2412,3894,ctx,2
2025-05-16 15:52:46,6,24135876,11936430,405131,2509226,185816,12855,103851,20481,6790,30302,ctx,2
2025-05-16 15:52:46,7,11209158,2418620,43717,558016,63863,5881,50539,385,1380,2404,ctx,2
2025-05-16 15:52:46,8,30172253,18477130,614509,3851891,226976,13352,101564,21453,10381,39233,ctx,2
2025-05-16 15:52:46,9,11257472,2625063,51678,600167,73589,6298,43806,341,1392,1616,ctx,2
2025-05-16 15:52:46,10,184722999,37827932,29718,8319032,1006330,63489,81667,269,21881,1187,ctx,2
2025-05-16 15:52:46,11,11720951,2819786,12729,649687,70925,5180,54267,1580,1416,2003,ctx,2
2025-05-16 15:52:46,12,19409273,6140035,76150,1357425,140382,12893,100345,6760,2483,11795,ctx,2
2025-05-16 15:52:46,13,13686756,21555122,23831,4991071,62930,9634,99396,2834,1866,1894,ctx,2
2025-05-16 15:52:46,14,185967983,39647273,159627,8649421,1034660,66760,110198,7397,18710,12324,ctx,2
2025-05-16 15:52:46,15,11118996,2677761,26709,604382,65989,4812,41384,1190,1490,3141,ctx,2
2025-05-16 15:52:46,0,42781744,25456055,783712,5354858,379522,31803,514130,35040,104147,62057,ctx,2
2025-05-16 15:52:46,1,14211454,5491946,62610,1121384,133334,5061,89554,1230,1391,4674,ctx,2
2025-05-16 15:52:46,2,30469226,22106612,410439,4790994,205037,21230,256775,16472,18814,43657,ctx,2
2025-05-16 15:52:46,3,14045326,4275934,124565,934843,105883,7289,68686,3816,1739,7689,ctx,2
2025-05-16 15:52:46,4,31337182,12703807,657600,2520971,245069,43374,641051,60995,163238,101185,ctx,2
2025-05-16 15:52:46,5,10945667,2941986,40854,675928,75018,5319,62933,3158,3549,5853,ctx,2
2025-05-16 15:52:46,6,79053400,28680952,343163,4859797,434304,38371,325536,18671,21038,39163,ctx,2
2025-05-16 15:52:48,7,18798543,7593563,188017,1698380,152205,12716,184547,5135,4187,18114,ctx,2
2025-05-16 15:52:48,8,168857190,42974209,343834,9105656,1006882,69325,287070,9702,21453,26559,ctx,2
2025-05-16 15:52:48,9,12152505,3901481,69908,862072,101651,6343,67842,1106,1964,2700,ctx,2
2025-05-16 15:52:48,10,16070490,20241995,84987,1762680,97402,17882,276583,7736,3374,15346,ctx,2
2025-05-16 15:52:48,11,10563710,2808645,39933,637067,73681,6020,54890,1153,1604,3080,ctx,2
2025-05-16 15:52:48,12,55873636,39247487,453185,6908058,357100,31226,337205,31062,10608,49910,ctx,2
2025-05-16 15:52:48,13,11566261,3557385,110663,790989,92650,12059,162685,6523,2471,2781,ctx,2
2025-05-16 15:52:48,14,15374972,7103699,163499,1593841,123730,16655,195432,9424,8603,18295,ctx,2
2025-05-16 15:52:48,15,11059819,3148283,57874,704823,82303,4882,51948,1863,1481,4403,ctx,2
2025-05-16 15:52:48,0,59667056,54729242,1517252,8698410,445835,44080,591581,76514,30201,132414,ctx,2
2025-05-16 15:52:48,1,11175544,2539794,66819,576161,72561,6302,59363,2892,23670,6993,ctx,2
2025-05-16 15:52:48,2,30664777,27813785,375280,5607479,227422,15780,260821,16479,56903,31329,ctx,2
2025-05-16 15:52:48,3,14139623,4637236,118240,1012498,119906,11927,156851,9986,4988,14764,ctx,2
2025-05-16 15:52:48,4,53550499,27591639,1273418,5969136,438950,32625,424528,57212,62678,97296,ctx,2
2025-05-16 15:52:48,5,17068564,5305364,72929,1208448,122211,17346,191100,4950,61886,7644,ctx,2
2025-05-16 15:52:48,6,118913474,29671529,250020,5746461,662632,56642,346602,23992,26478,30057,ctx,2
2025-05-16 15:52:48,7,15386749,4245900,74471,883888,100624,15345,139898,3192,2436,5859,ctx,2
2025-05-16 15:52:48,8,23516004,8295989,365688,1842541,186703,22284,214291,13818,9212,34852,ctx,2
2025-05-16 15:52:48,9,9908150,2086484,25431,485305,57681,5372,40323,303,1362,1627,ctx,2
2025-05-16 15:52:48,10,205802429,42772880,75265,9405307,1136002,154313,188597,2725,33673,5400,ctx,2
2025-05-16 15:52:48,11,14017385,5468716,99356,1177172,135522,5340,51982,752,1601,2492,ctx,2
2025-05-16 15:52:48,12,66226515,52968774,595147,12367331,455884,34655,478651,26441,23906,55155,ctx,2
2025-05-16 15:52:48,13,11124878,3013824,58248,676412,81844,10883,104141,1537,1906,806,ctx,2
2025-05-16 15:52:48,14,13928033,5895554,97370,1314631,116922,6755,44235,3901,3095,7949,ctx,2
2025-05-16 15:52:48,15,12206791,4203766,77105,935523,107120,5863,51467,392,1813,2279,ctx,2
2025-05-16 15:52:49,0,44993366,31388001,1176804,6495298,347355,39345,423840,67141,27347,108236,ctx,2
2025-05-16 15:52:49,1,16359168,23620764,78326,5525075,74513,16180,150141,2943,301,2325,ctx,2
2025-05-16 15:52:49,2,27290676,29112375,475582,6572544,193598,20713,203311,19439,25268,61028,ctx,2
2025-05-16 15:52:49,3,12041645,2911459,59247,662164,80697,8715,118043,6502,2940,9493,ctx,2
2025-05-16 15:52:49,4,38591159,23090604,881035,4667061,322926,33548,291519,49224,21941,73847,ctx,2
2025-05-16 15:52:49,5,16075727,6196704,53477,1388863,144843,5564,43990,2466,1911,11112,ctx,2
2025-05-16 15:52:49,6,44809263,10169364,106031,2254127,264353,24076,147952,12319,10617,24789,ctx,2
2025-05-16 15:52:49,7,13043155,3378439,37498,763101,85763,12784,162260,2401,2817,7316,ctx,2
2025-05-16 15:52:49,8,16790510,5130888,93988,1134353,114233,27284,227721,11188,6204,12188,ctx,2
2025-05-16 15:52:49,9,9756158,2205438,14368,505977,58532,5326,64214,223,2140,6030,ctx,2
2025-05-16 15:52:49,10,223311116,45162897,44210,9922422,1200052,152902,277513,8254,32822,10666,ctx,2
2025-05-16 15:52:49,11,10438825,2534122,25700,552703,64774,3141,31308,138,1101,1774,ctx,2
2025-05-16 15:52:49,12,104903328,23725885,189788,5237762,594221,46250,191542,11326,14273,15396,ctx,2
2025-05-16 15:52:49,13,11019969,3011983,41973,673138,76086,8604,84841,252,1828,280,ctx,2
2025-05-16 15:52:49,14,11006934,3754696,30434,856375,67514,9260,64890,5573,2812,17121,ctx,2
2025-05-16 15:52:49,15,9939116,2288509,8817,525258,57927,5264,30590,105,1753,3504,ctx,2
2025-05-16 15:52:49,0,47941121,45693929,479520,8119360,281525,33601,795794,83901,88545,164126,ctx,2
2025-05-16 15:52:49,1,24242940,17298412,120569,3440869,109770,20368,674155,1875,4292,50051,ctx,2
2025-05-16 15:52:49,2,36952733,30710844,403182,5376026,189626,23815,471369,17619,50274,156863,ctx,2
2025-05-16 15:52:49,3,22614645,14828618,224402,2910605,149113,12025,229198,10070,11184,36535,ctx,2
2025-05-16 15:52:49,4,42376137,27233510,769363,5700825,302710,22840,447044,42939,116798,89498,ctx,2
2025-05-16 15:52:49,5,33113678,29522890,259670,5871122,215283,12560,369947,10738,49871,139375,ctx,2
2025-05-16 15:52:49,6,31538563,24459253,494592,5117070,204330,15510,219368,36894,9090,61746,ctx,2
2025-05-16 15:52:51,7,31170275,25438932,179005,5085588,193628,15886,615110,2421,45035,115369,ctx,2
2025-05-16 15:52:51,8,100018155,30614218,244428,6612424,653879,91400,410025,15515,19764,28058,ctx,2
2025-05-16 15:52:51,9,102727870,26193335,277678,5682060,689210,40142,186605,13061,15572,56828,ctx,2
2025-05-16 15:52:51,10,54614625,17205579,180227,3651451,368915,40550,313949,6857,14634,31215,ctx,2
2025-05-16 15:52:51,11,21837004,14369990,145145,2896795,140825,10337,247279,2622,31956,104484,ctx,2
2025-05-16 15:52:51,12,78508683,31015289,358284,6440136,527472,36153,380546,26099,15328,50211,ctx,2
2025-05-16 15:52:51,13,30649210,22867013,375093,4488949,185524,27052,588617,16434,44941,31282,ctx,2
2025-05-16 15:52:51,14,18396917,19598099,92268,3555252,118962,7693,99604,3439,8240,12309,ctx,2
2025-05-16 15:52:51,15,27937337,26187861,129121,5253011,162649,6930,292998,1052,31969,108185,ctx,2
2025-05-16 15:52:51,0,61180469,53889236,1135550,7842642,454356,34204,689987,46618,137539,96990,ctx,2
2025-05-16 15:52:51,1,15751544,16528492,88364,4438715,79909,22843,253946,4050,456,4004,ctx,2
2025-05-16 15:52:51,2,31664154,16130766,582775,3463924,227092,17685,206241,15840,13351,48653,ctx,2
2025-05-16 15:52:51,3,19902234,6230558,297051,1361489,146540,15733,143982,26246,10421,31420,ctx,2
2025-05-16 15:52:51,4,41907683,23194426,803455,5080862,319094,73963,827769,51609,23856,86382,ctx,2
2025-05-16 15:52:51,5,38083440,58516127,342959,14014369,214446,66278,767147,54164,28937,75050,ctx,2
2025-05-16 15:52:51,6,31975605,13047375,335125,2789114,253644,26987,286400,23347,9359,26947,ctx,2
2025-05-16 15:52:51,7,12706060,2916354,51569,668542,79495,11473,110980,1979,2583,4392,ctx,2
2025-05-16 15:52:51,8,16074962,7372362,199689,1629764,113193,22743,186828,12619,6542,19230,ctx,2
2025-05-16 15:52:51,9,14904964,4938035,129016,1081209,132520,7716,55802,4606,2639,8081,ctx,2
2025-05-16 15:52:51,10,182737043,38120310,63186,8380870,997556,126661,190817,2600,29455,4101,ctx,2
2025-05-16 15:52:51,11,11014176,2800629,27016,627569,70581,3631,34080,432,1294,1243,ctx,2
2025-05-16 15:52:51,12,31768603,16012149,494897,3441991,346063,25646,274301,23578,8250,49238,ctx,2
2025-05-16 15:52:51,13,9319072,1998546,19122,468302,54446,11227,97135,1378,1983,808,ctx,2
2025-05-16 15:52:51,14,198585277,47922173,256369,10317760,1185475,74113,168254,4541,27911,7747,ctx,2
2025-05-16 15:52:51,15,10071960,2264272,14936,523464,58577,8806,79898,556,1458,502,ctx,2
2025-05-16 15:52:52,0,51072297,32074728,984400,6592981,393001,54876,735849,45122,18004,93184,ctx,2
2025-05-16 15:52:52,1,34804901,40449098,198841,8927828,204031,34474,1176780,9248,8947,90705,ctx,2
2025-05-16 15:52:52,2,57260389,54626655,559547,10934041,439829,40814,789876,24854,104946,164518,ctx,2
2025-05-16 15:52:52,3,24333002,7803365,324798,1610773,169227,13967,144579,22194,8526,30072,ctx,2
2025-05-16 15:52:52,4,250996314,465646388,1436094,93001732,1849158,245272,7582375,159496,679738,335960,ctx,2
2025-05-16 15:52:52,5,24770031,10053227,207376,2334778,169886,15536,184746,7640,10214,27392,ctx,2
2025-05-16 15:52:52,6,31575205,17154164,484466,3570947,238277,33781,588946,46888,21115,102193,ctx,2
2025-05-16 15:52:52,7,30296615,25535889,178185,5128329,179130,15005,608581,2244,41573,122824,ctx,2
2025-05-16 15:52:52,8,32058873,25170543,162815,5095160,186590,43131,1293585,1033,21831,96945,ctx,2
2025-05-16 15:52:52,9,15419189,4201349,168486,920960,98845,9366,82919,13069,3467,23717,ctx,2
2025-05-16 15:52:52,10,173390442,44492957,206874,9440140,1012747,125017,394632,19298,32192,62920,ctx,2
2025-05-16 15:52:52,11,12323245,5373776,27417,1180973,68396,4514,88243,3792,2585,16225,ctx,2
2025-05-16 15:52:52,12,38324593,25764712,217336,5176026,298443,16875,301547,6477,15662,62487,ctx,2
2025-05-16 15:52:52,13,31734669,20061868,170013,3963781,154972,20004,566983,20491,22981,38484,ctx,2
2025-05-16 15:52:52,14,201403772,58475853,77057,12111195,1084910,67340,169098,4720,22729,26662,ctx,2
2025-05-16 15:52:52,15,34730996,24282631,189296,4862340,287626,17934,498143,4081,37031,27007,ctx,2
2025-05-16 15:52:52,0,151773206,276053798,632944,54588175,1412368,30107,1057929,35182,218314,60351,ctx,2
2025-05-16 15:52:52,1,22372868,8437098,452435,1673648,158208,76254,719402,32152,5783,43498,ctx,2
2025-05-16 15:52:52,2,26901198,23308117,191283,4724832,190303,13670,230415,15471,32489,31929,ctx,2
2025-05-16 15:52:52,3,43874196,62050247,198418,12065709,563153,12359,323661,15039,23581,23392,ctx,2
2025-05-16 15:52:52,4,97603017,161107688,953808,31771259,560866,72119,2442939,77701,290715,116975,ctx,2
2025-05-16 15:52:52,5,132699455,244980921,595553,47531561,700240,43247,3628253,82436,374449,118250,ctx,2
2025-05-16 15:52:52,6,39399335,29470733,545161,6629504,332902,42518,671539,24973,42075,37715,ctx,2
2025-05-16 15:52:54,7,12793754,2644710,48278,607895,71555,11153,101293,1803,2519,3390,ctx,2
2025-05-16 15:52:54,8,23189308,10906863,353097,2437920,189650,48759,576359,8391,2602,23843,ctx,2
2025-05-16 15:52:54,9,25344101,10818142,467382,2264402,266087,15870,168995,19790,4433,23079,ctx,2
2025-05-16 15:52:54,10,134765371,47679244,121568,9995465,779855,95326,383835,11090,61269,14959,ctx,2
2025-05-16 15:52:54,11,11476910,2821170,36960,639326,69248,5599,99049,5192,13491,8707,ctx,2
2025-05-16 15:52:54,12,48622422,68015702,267739,13208618,337589,15877,460867,16873,136262,36739,ctx,2
2025-05-16 15:52:54,13,36676634,60771043,338467,10615714,194517,46435,895568,33239,13215,14242,ctx,2
2025-05-16 15:52:54,14,143514243,30811283,236909,6742076,791240,52028,88081,3818,15201,11003,ctx,2
2025-05-16 15:52:54,15,20285461,16507444,105851,3346490,187498,12934,170024,2805,5769,1725,ctx,2
2025-05-16 15:52:54,0,28979173,26910178,383676,4064262,151959,26495,338472,19883,20385,51478,ctx,2
2025-05-16 15:52:54,1,38983837,18503677,1060141,3657014,304352,106098,1063701,53155,22411,42223,ctx,2
2025-05-16 15:52:54,2,24002257,9083944,332109,1921627,203333,45498,581152,23580,8813,34173,ctx,2
2025-05-16 15:52:54,3,14256653,4186228,174165,919634,101971,18659,215740,8901,3014,12047,ctx,2
2025-05-16 15:52:54,4,42158367,36051387,703559,6267249,250007,48371,1035718,38293,80773,85103,ctx,2
2025-05-16 15:52:54,5,46781099,50234563,846298,10729673,285933,84116,894565,70679,45569,114778,ctx,2
2025-05-16 15:52:54,6,13224304,3839122,76248,856046,95322,26495,273118,18054,4648,23442,ctx,2
2025-05-16 15:52:54,7,13834632,4962000,84559,1060617,107842,17349,177229,3126,8146,4828,ctx,2
2025-05-16 15:52:54,8,23373287,15886460,197428,3775523,210713,50776,717524,3550,1813,11394,ctx,2
2025-05-16 15:52:54,9,18269967,6384164,257143,1360556,143731,8699,94522,13606,3387,18156,ctx,2
2025-05-16 15:52:54,10,86597820,18331319,26900,4042531,484823,56096,118466,2384,10432,2378,ctx,2
2025-05-16 15:52:54,11,10029411,2362873,19108,542263,59314,3672,43075,2337,1980,4560,ctx,2
2025-05-16 15:52:54,12,61743614,16807705,241461,3549462,387714,25881,123656,9232,11119,16297,ctx,2
2025-05-16 15:52:54,13,186279717,38897868,71752,8543066,1047833,138356,245725,3883,28323,1212,ctx,2
2025-05-16 15:52:54,14,26792668,9000445,129700,2201803,195207,13191,192681,4760,33794,11074,ctx,2
2025-05-16 15:52:54,15,10337090,2484106,16217,566422,62188,9368,107166,1260,1927,880,ctx,2
2025-05-16 15:52:55,0,26528738,14912633,524113,3228805,185056,21763,194367,23915,27522,64587,ctx,2
2025-05-16 15:52:55,1,22514772,24632316,322836,5315621,129256,58897,574824,30492,11797,27772,ctx,2
2025-05-16 15:52:55,2,23360296,9841752,346866,2059060,178677,35924,285821,23212,11172,36198,ctx,2
2025-05-16 15:52:55,3,11678571,2755453,90338,627598,74600,14366,178511,4244,2740,6677,ctx,2
2025-05-16 15:52:55,4,30817447,22449515,384462,4543679,191262,36598,414429,21428,15047,45594,ctx,2
2025-05-16 15:52:55,5,30780650,16368002,523527,3596650,244635,53113,547740,36919,16052,50132,ctx,2
2025-05-16 15:52:55,6,18214379,5511735,213897,1222122,141818,25907,242292,19593,5127,21624,ctx,2
2025-05-16 15:52:55,7,12993098,2882776,59709,663363,77969,11607,111174,516,1783,3040,ctx,2
2025-05-16 15:52:55,8,24043924,11042170,437603,2331724,184898,65146,633147,6782,3797,18508,ctx,2
2025-05-16 15:52:55,9,12548658,3085143,35154,706181,80431,5555,51000,1810,1693,2490,ctx,2
2025-05-16 15:52:55,10,179008741,39099856,121790,8632333,961210,135654,212781,7725,27506,12284,ctx,2
2025-05-16 15:52:55,11,13651113,4171930,71873,916380,105100,4693,44319,2933,1906,4370,ctx,2
2025-05-16 15:52:55,12,32453735,7203470,71432,1596765,189061,28462,113879,2198,4996,5436,ctx,2
2025-05-16 15:52:55,13,88949224,20487446,149195,4450786,494712,94684,306920,13846,13608,2724,ctx,2
2025-05-16 15:52:55,14,73254777,15492166,66630,3422520,411932,27023,75698,3611,11609,5574,ctx,2
2025-05-16 15:52:55,15,9693529,2057900,6774,484460,51918,9606,78412,1968,1815,768,ctx,2
2025-05-16 15:52:55,0,36311429,16317703,454641,3414497,325668,29337,320335,25738,112587,61688,ctx,2
2025-05-16 15:52:55,1,45617551,36150712,556326,4752971,195430,79912,2739723,30352,55266,137958,ctx,2
2025-05-16 15:52:55,2,33445368,23305763,261397,4650069,212108,29902,681754,12330,58712,152171,ctx,2
2025-05-16 15:52:55,3,17032615,4094330,113138,910914,88346,12040,191260,4562,3553,32960,ctx,2
2025-05-16 15:52:55,4,44382841,33548863,543546,6746024,302793,50741,1042846,27392,54461,176468,ctx,2
2025-05-16 15:52:55,5,43931035,28270449,867619,5848076,303972,56553,904409,52228,25557,115650,ctx,2
2025-05-16 15:52:55,6,169156656,47373211,287453,10134140,962651,122039,816194,15366,44493,96901,ctx,2
2025-05-16 15:52:57,7,32985260,20127096,159213,4058400,157158,13337,685207,1276,38660,162123,ctx,2
2025-05-16 15:52:57,8,54874001,27549046,497828,5715668,341531,127774,1255923,21243,16523,64902,ctx,2
2025-05-16 15:52:57,9,30507160,17722735,155075,3551241,139853,7504,291911,2237,37819,128508,ctx,2
2025-05-16 15:52:57,10,59272241,23515491,177711,5050736,349241,55442,431699,13825,11640,28871,ctx,2
2025-05-16 15:52:57,11,28552862,30876068,221663,7603004,174982,12848,390968,13102,31486,95804,ctx,2
2025-05-16 15:52:57,12,34997645,12368400,284779,2767620,249497,42051,623909,23798,10413,28229,ctx,2
2025-05-16 15:52:57,13,19490970,12218625,148551,2707938,158458,33514,609235,14469,3442,6867,ctx,2
2025-05-16 15:52:57,14,65704312,18938694,189648,4106375,464561,23421,119745,2767,12447,21425,ctx,2
2025-05-16 15:52:57,15,28662134,27213333,147082,5188653,151900,15357,525318,3445,40267,37473,ctx,2
2025-05-16 15:52:57,0,36413147,12541177,372940,2870036,246687,21951,175616,13117,57544,46129,ctx,2
2025-05-16 15:52:57,1,61778849,48449986,1200504,6067313,412564,149585,2713497,78501,55041,83121,ctx,2
2025-05-16 15:52:57,2,18613531,6795314,264427,1463175,155780,30254,311869,16385,48335,30682,ctx,2
2025-05-16 15:52:57,3,11716417,2640296,56347,605632,68485,12741,168983,5518,3227,11009,ctx,2
2025-05-16 15:52:57,4,37173502,20590257,804369,4641884,264796,64608,697899,49620,22864,85717,ctx,2
2025-05-16 15:52:57,5,29886905,21650384,458025,4602174,208978,78768,931005,55626,31471,72785,ctx,2
2025-05-16 15:52:57,6,201559293,56610764,155730,13402928,1101773,142956,525583,12530,29505,18427,ctx,2
2025-05-16 15:52:57,7,13293455,2989443,44805,683225,80118,10568,113644,707,2179,2936,ctx,2
2025-05-16 15:52:57,8,28135448,15831191,409808,3380244,277294,82143,1129753,13918,12889,34925,ctx,2
2025-05-16 15:52:57,9,10833381,2398766,26509,548437,63425,5703,62800,2026,3234,4580,ctx,2
2025-05-16 15:52:57,10,25609785,12022486,223477,2796790,173404,26628,224944,11028,6495,18919,ctx,2
2025-05-16 15:52:57,11,9962982,2637938,38425,601778,70866,3302,41375,2519,2236,4473,ctx,2
2025-05-16 15:52:57,12,54487926,17243007,266004,3548997,259900,44793,318815,16602,17374,24407,ctx,2
2025-05-16 15:52:57,13,14514831,5280022,135392,1026807,110452,24285,239275,8573,2535,2767,ctx,2
2025-05-16 15:52:57,14,17672532,4836254,42198,1047148,113967,9099,86231,2534,1796,4357,ctx,2
2025-05-16 15:52:57,15,143736226,29187617,18912,6428674,776467,103386,134948,281,21320,336,ctx,2
