#           time             counts unit events
     1.000935116            107,570      context-switches                                                      
     1.000935116         90,583,315      branch-misses                                                           (23.03%)
     2.006928757             78,703      context-switches                                                      
     2.006928757         89,680,928      branch-misses                                                           (24.15%)
     3.016925164            136,011      context-switches                                                      
     3.016925164        114,149,859      branch-misses                                                           (28.30%)
     4.032957767             14,938      context-switches                                                      
     4.032957767         87,130,615      branch-misses                                                           (29.12%)
     5.039925458             18,428      context-switches                                                      
     5.039925458        101,512,086      branch-misses                                                           (28.16%)
     6.047927910            106,705      context-switches                                                      
     6.047927910        114,333,192      branch-misses                                                           (27.22%)
     7.051926603            125,325      context-switches                                                      
     7.051926603         96,232,040      branch-misses                                                           (29.26%)
     8.057934935            100,897      context-switches                                                      
     8.057934935         94,015,337      branch-misses                                                           (29.22%)
     9.061927676             32,625      context-switches                                                      
     9.061927676         58,511,550      branch-misses                                                           (29.07%)
    10.074929926             83,937      context-switches                                                      
    10.074929926         66,382,020      branch-misses                                                           (27.19%)
    11.076940211             79,932      context-switches                                                      
    11.076940211         73,503,352      branch-misses                                                           (28.31%)
    12.090920047             14,679      context-switches                                                      
    12.090920047         54,127,998      branch-misses                                                           (29.12%)
    13.101923035             66,994      context-switches                                                      
    13.101923035         69,211,968      branch-misses                                                           (27.85%)
    14.113927120             28,085      context-switches                                                      
    14.113927120         55,883,044      branch-misses                                                           (24.95%)
    15.129933830             71,032      context-switches                                                      
    15.129933830         61,150,838      branch-misses                                                           (23.77%)
    16.137923289             78,982      context-switches                                                      
    16.137923289         67,989,568      branch-misses                                                           (21.94%)
    17.147921338             61,827      context-switches                                                      
    17.147921338         68,058,507      branch-misses                                                           (22.34%)
    18.155920213             66,563      context-switches                                                      
    18.155920213         72,663,655      branch-misses                                                           (25.33%)
    19.164931638             80,974      context-switches                                                      
    19.164931638         77,807,878      branch-misses                                                           (27.02%)
    20.174923346             23,277      context-switches                                                      
    20.174923346         63,502,199      branch-misses                                                           (25.51%)
    21.184928423              6,740      context-switches                                                      
    21.184928423         45,825,094      branch-misses                                                           (22.62%)
    22.191936330             10,831      context-switches                                                      
    22.191936330         55,395,604      branch-misses                                                           (26.30%)
    23.197924061             71,922      context-switches                                                      
    23.197924061         78,283,289      branch-misses                                                           (26.48%)
    24.205929601             79,248      context-switches                                                      
    24.205929601         80,139,919      branch-misses                                                           (23.17%)
    25.210927706             70,793      context-switches                                                      
    25.210927706         90,592,836      branch-misses                                                           (23.68%)
    26.218925272             84,908      context-switches                                                      
    26.218925272         64,958,828      branch-misses                                                           (22.29%)
#           time             counts unit events
    27.229926910             77,384      context-switches                                                      
    27.229926910         67,448,285      branch-misses                                                           (24.23%)
    28.244930614             65,892      context-switches                                                      
    28.244930614         76,273,522      branch-misses                                                           (25.05%)
    29.258932790              8,556      context-switches                                                      
    29.258932790         47,568,888      branch-misses                                                           (24.24%)
    30.261924434              7,115      context-switches                                                      
    30.261924434         48,955,288      branch-misses                                                           (21.37%)
    31.273923903             80,939      context-switches                                                      
    31.273923903         64,940,798      branch-misses                                                           (23.43%)
    32.281929536             82,524      context-switches                                                      
    32.281929536         84,522,633      branch-misses                                                           (25.04%)
    33.290932426             64,695      context-switches                                                      
    33.290932426        112,874,494      branch-misses                                                           (24.58%)
    34.308931685             48,635      context-switches                                                      
    34.308931685        120,328,322      branch-misses                                                           (23.77%)
    35.328928289             75,504      context-switches                                                      
    35.328928289         82,192,566      branch-misses                                                           (24.74%)
    36.348935398             76,234      context-switches                                                      
    36.348935398         82,355,642      branch-misses                                                           (20.61%)
    37.360935951             75,617      context-switches                                                      
    37.360935951         83,247,425      branch-misses                                                           (21.65%)
    38.369934168             81,736      context-switches                                                      
    38.369934168         68,377,130      branch-misses                                                           (26.46%)
