procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  0  21504 2757628 1034520 4899580    0    0     0     0 60383 88671  8  5 88  0  0
 0  0  21504 2769128 1034520 4899680    0    0     0    48 59510 87976  2  3 94  1  0
 0  0  21504 2766748 1034520 4899692    0    0     0     0 53854 76378  1  2 97  0  0
 2  0  21504 2771764 1034520 4899696    0    0     0    60 64723 98391  1  3 96  0  0
 0  0  21504 2764572 1034520 4899708    0    0     0    12 32021 32166  1  2 97  0  0
 0  0  21504 2764020 1034520 4899712    0    0     0     0 54560 76165  3  2 95  0  0
 0  0  21504 2769356 1034520 4898804    0    0     0    92 63932 97085  2  3 94  1  0
 0  0  21504 2768700 1034520 4898812    0    0     0     0 33328 35018  1  1 98  0  0
 0  0  21504 2761288 1034520 4898816    0    0     0    56 54174 77636  1  2 97  0  0
 0  0  21504 2774256 1034520 4898820    0    0     0     8 63209 95505  1  2 96  0  0
 1  0  21504 2772516 1034520 4898520    0    0     0     0 28613 25702  1  1 98  0  0
 0  0  21504 2764640 1034520 4898836    0    0     0    56 47841 64214  1  2 96  1  0
 1  0  21504 2774524 1034520 4898840    0    0     0     0 62760 94469  1  2 97  0  0
 0  0  21504 2758356 1034520 4898844    0    0     0     0 33949 36278  1  1 98  0  0
 0  0  21504 2755708 1034520 4898852    0    0     0   108 54309 77194  1  2 97  0  0
 0  0  21504 2753840 1034520 4898860    0    0     0     0 61935 92791  1  2 97  0  0
 0  0  21504 2757380 1034520 4898864    0    0     0     0 33937 33467  2  1 96  0  0
 0  0  21504 2757780 1034520 4898872    0    0     0    40 53979 77072  1  2 97  0  0
 2  0  21504 2744176 1034520 4898476    0    0     0     0 61224 91312  2  3 95  0  0
 0  0  21504 2757276 1034520 4898724    0    0     0   108 73386 116243  2  3 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  21504 2757332 1034524 4898828    0    0    32    32 61286 91738  1  2 97  0  0
 1  0  21504 2771684 1034524 4898832    0    0     0     0 33587 35659  1  1 98  0  0
 0  0  21504 2769380 1034524 4898840    0    0     0     0 52994 75009  1  2 97  0  0
 1  0  21504 2774032 1034524 4898848    0    0     0     0 60573 90179  1  2 97  0  0
 1  0  21504 2782468 1034524 4898852    0    0     0   308 35945 38289  2  1 96  0  0
 0  0  21504 2783500 1034524 4898860    0    0     0    92 55058 79268  1  2 97  0  0
 1  0  21504 2778536 1034524 4898864    0    0     0     0 60080 89412  1  2 97  0  0
 0  0  21504 2772468 1034524 4898868    0    0     0     0 36097 40706  1  1 98  0  0
 0  0  21504 2772296 1034524 4898876    0    0     0     0 54043 77182  1  2 97  0  0
 3  0  21504 2778940 1034524 4898880    0    0     0    60 59606 88343  1  2 97  0  0
 0  0  21504 2774784 1034524 4898892    0    0     0    84 36135 40468  1  1 98  0  0
 0  0  21504 2776952 1034524 4898896    0    0     0   164 57124 83541  1  2 96  1  0
 0  0  21504 2773136 1034524 4898900    0    0     0     0 55414 79825  1  2 97  0  0
 0  0  21504 2766588 1034524 4898776    0    0     0     4 42286 52794  1  2 97  0  0
 0  0  21504 2788592 1034524 4898912    0    0     0    12 54887 76340  3  2 95  0  0
 0  0  21504 2787700 1034524 4897812    0    0     0    52 66260 101587  2  3 94  0  0
 0  0  21504 2782164 1034524 4897908    0    0     0    80 38177 44746  1  2 97  0  0
 0  0  21504 2780108 1034524 4897508    0    0     0     0 56856 82837  1  2 97  0  0
 0  0  21504 2783532 1034524 4897836    0    0     0     0 55196 79621  1  2 97  0  0
 2  0  21504 2773320 1034524 4897840    0    0     0     0 36229 41091  1  1 98  0  0
 2  0  21504 2770100 1034532 4897436    0    0   564     8 58631 83869  3  3 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  21504 2762424 1034532 4898032    0    0     0   316 56277 81341  4  4 91  1  0
 0  0  21504 2757140 1034532 4898036    0    0     0   452 36446 41206  1  1 98  0  0
 3  0  21504 2768008 1034532 4898236    0    0     4     0 59175 86989  1  3 96  0  0
 0  0  21504 2759936 1034532 4898564    0    0     0     4 51562 71241  2  2 96  0  0
 1  0  21504 2762800 1034532 4898572    0    0     0   412 54484 77417  1  3 96  0  0
 0  0  21504 2772056 1034532 4898192    0    0     0   152 37597 43076  1  1 97  1  0
 2  0  21504 2745288 1034532 4898520    0    0     0   136 29843 27648  1  1 98  0  0
 0  0  21504 2768504 1034532 4897884    0    0     0     0 56209 81212  1  2 96  0  0
 1  0  21504 2777044 1034532 4898212    0    0     0     0 54007 76700  1  2 97  0  0
 2  0  21504 2750856 1034532 4901608    0    0     0     8 71976 109238  4  4 92  0  0
 4  0  21504 2889324 1034668 4903320    0    0   144   388 81341 132356  2  4 93  1  0
 0  0  21504 2899448 1034668 4901148    0    0     0    56 70888 109757  4  4 92  0  0
 1  0  21504 2908692 1034668 4901152    0    0     0     4 75203 119089  2  3 95  0  0
 2  0  21504 2909156 1034668 4901160    0    0     0    28 45434 61984  2  3 95  0  0
 1  0  21504 2919256 1034668 4901164    0    0     0    12 74002 115656  3  3 93  0  0
 0  0  21504 2933552 1034668 4901172    0    0     0   440 36857 42437  1  2 95  2  0
 0  0  21504 2930824 1034668 4901268    0    0    92     0 66408 102312  1  3 96  0  0
 1  0  21504 2927252 1034668 4901272    0    0     0    52 40576 49426  1  2 97  0  0
 0  1  21504 2927832 1034668 4901280    0    0     0   180 56745 81921  2  3 96  0  0
 1  0  21504 2903452 1034772 4903704    0    0  2816   292 70848 112059  7  6 87  0  0
 0  0  21504 2897328 1034772 4903712    0    0     0   148 34511 35554  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  21504 2891708 1034772 4903720    0    0     0   536 19317 6880  1  1 99  0  0
 0  0  21504 2895524 1034772 4903724    0    0     0   384 18284 4663  0  0 99  0  0
 0  0  21504 2894720 1034772 4903732    0    0     0     4 19181 6187  1  1 98  0  0
 0  0  21504 2888420 1034776 4903736    0    0     0   112 19314 6718  1  1 98  0  0
 0  0  21504 2892080 1034776 4903740    0    0     0     0 18320 4795  0  0 99  0  0
 0  0  21504 2896708 1034780 4903960    0    0   216   452 20842 8281  2  1 97  0  0
 0  0  21504 2754840 1034780 4903968    0    0     0    52 19501 7213  4  2 94  0  0
 0  0  21504 2759752 1034780 4903972    0    0     0   844 18387 4969  0  0 99  0  0
 1  0  21504 2617224 1034780 4903976    0    0   316   384 19904 8189  4  3 92  1  0
 0  0  21504 2543076 1034780 4904312    0    0     0     0 19242 6713  4  2 95  0  0
 0  0  21504 2549500 1034780 4904320    0    0     0   168 18355 4887  0  0 99  0  0
 0  0  21504 2556056 1034780 4904324    0    0     0    60 19811 7570  1  1 99  0  0
 1  0  21504 2559044 1034780 4904332    0    0     0     0 19214 6546  1  1 99  0  0
 0  0  21504 2564872 1034780 4904336    0    0     0   364 18313 4830  0  0 99  0  0
 0  0  21504 2575016 1034780 4904340    0    0     0     0 18839 5817  0  1 99  0  0
 3  0  21504 2549096 1034780 4902772    0    0     0     0 61406 91130  5  5 91  0  0
 2  0  21504 2584108 1034780 4903892    0    0     0   236 69878 105353 12  6 82  0  0
 0  0  21504 2590312 1034780 4905000    0    0   432    60 71878 113690  6  7 87  0  0
 0  0  21504 2594404 1034780 4904420    0    0     0     0 48742 66523  4  5 91  0  0
 0  0  21504 2602932 1034780 4904420    0    0     0    44 40547 49707  1  2 97  0  0
 0  0  21504 2594900 1034780 4904428    0    0     0     0 52037 72959  1  2 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  1  21504 2598996 1034780 4904432    0    0     0   128 68427 106099  1  3 96  0  0
 1  0  21504 2607076 1034780 4904520    0    0    36   228 43005 54772  1  2 97  0  0
 2  0  21504 2606348 1034780 4902032    0    0     0    52 83118 133071  7  7 87  0  0
 3  0  21504 2750984 1034780 4905008    0    0     0   308 74724 121979  6  6 88  1  0
 2  0  21504 2702416 1034780 4905088    0    0     0   196 39533 47256  7  5 87  0  0
 2  0  21504 2723036 1034780 4905092    0    0     0    20 58687 87929  6  4 90  0  0
 1  0  21504 2734348 1034784 4905228    0    0     4   812 54324 77535  2  2 96  0  0
 2  0  21504 2736656 1034784 4905236    0    0     0   244 37619 46716  3  3 94  0  0
 3  0  21504 2739224 1034784 4905244    0    0     0   384 51173 70991  2  3 95  0  0
 1  0  21504 2748048 1034784 4905252    0    0     0   120 56195 81360  1  3 96  1  0
 1  0  21504 2751892 1034784 4905260    0    0     0   168 38697 45723  1  2 97  0  0
 2  0  21504 3140216 1034784 4905452    0    0     0   360 57773 81882  4  3 92  1  0
 0  0  21504 3025544 1034784 4900920    0    0     0   152 52820 77019  5  4 90  0  0
 2  0  21504 3005608 1034784 4901296    0    0     0   236 35619 43241  4  4 93  0  0
 4  0  21504 2923684 1034796 4900980    0    0     4   492 61722 92026  7  5 88  0  0
 4  0  21504 2928820 1034796 4901308    0    0     0     0 56886 82524  3  3 94  0  0
 0  0  21504 2920532 1034796 4900992    0    0     0   512 42111 52566  1  2 97  0  0
10  0  21504 2924444 1034796 4901644    0    0    16     0 59062 85527  4  3 94  0  0
 1  0  21504 2768532 1034796 4901476    0    0     0    64 55119 78419  5  4 91  0  0
 1  0  21504 2762320 1034796 4902132    0    0     0   724 50364 68836  1  2 96  0  0
 1  0  21504 2770652 1034796 4905272    0    0     0     0 66871 101981  2  3 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 3  0  21504 2762840 1034796 4906572    0    0     0     8 35520 38785  3  2 95  0  0
 2  0  21504 2734476 1034796 4908352    0    0     0     0 83153 136306  5  5 90  0  0
 1  0  21504 2854444 1034796 4907916    0    0     0   304 57747 86920  2  3 95  0  0
 3  0  21504 2815176 1034796 4908252    0    0     0   156 75256 117521  7  5 87  0  0
 0  0  21504 2840600 1034796 4907848    0    0     0   232 79470 130313  3  5 92  0  0
 1  0  21504 2854352 1034796 4908176    0    0     0     0 56876 82792  1  2 97  0  0
 1  0  21504 2876776 1034796 4910928    0    0     0     8 41062 50650  1  2 97  0  0
 3  0  21504 2872988 1034796 4910612    0    0     0   156 87716 142769  6  5 89  0  0
 0  0  21504 2879880 1034796 4908108    0    0     0     0 64822 98495  1  3 96  0  0
 1  0  21504 2878816 1034796 4908112    0    0     0   408 42232 53042  1  2 97  0  0
 1  1  21504 2882916 1034868 4916360    0    0    20 21532 54524 80212  5  4 89  2  0
 5  1  21504 2841992 1035648 4957308    0    0     0 57264 75800 120851  4  5 85  6  0
 0  1  21504 2796252 1036732 5002480    0    0     0 62344 75642 121230  2  4 88  6  0
 2  1  21504 2763808 1038168 5047012    0    0     0 61448 72072 113758  1  4 89  6  0
 0  1  21504 2712748 1038600 5093172    0    0     0 62592 38675 46026  1  2 91  6  0
 0  1  21504 2664424 1039048 5134896    0    0     0 58032 64005 95044  3  3 88  6  0
 2  1  21504 2645240 1039192 5179904    0    0     4 61464 72141 114110  1  3 90  6  0
 1  1  21504 2583880 1039232 5225024    0    0     0 63088 41788 52337  1  2 91  6  0
 0  1  21504 2515152 1042188 5271552    0    0     0 63016 62088 93758  2  3 90  6  0
 1  1  21504 2475680 1042608 5315444    0    0     0 62640 65775 101076  2  3 89  6  0
10  1  21504 2633228 1042936 5362496    0    0     0 61688 63798 103767 13  9 73  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  1  21504 2628708 1043508 5409712    0    0     8 62632 87659 145258  8  8 79  5  0
 1  1  21504 3057752 1043904 4937352    0    0     0 58260 81343 130979  3  5 86  5  0
 0  1  21504 3031108 1044140 4981864    0    0     0 61624 43759 56755  2  3 90  6  0
 1  1  21504 3030096 1044376 5027940    0    0     0 63468 60793 90832  2  4 89  6  0
 3  1  21504 3004124 1045076 5074140    0    0     0 64572 85643 140869  2  4 88  6  0
 0  1  21504 2951408 1046360 5117004    0    0     0 59504 56863 82270  4  4 86  6  0
 0  1  21504 2900052 1046716 5164076    0    0     0 63508 72638 114943  2  4 88  6  0
 2  1  21504 2728332 1046876 5209064    0    0     0 63048 68640 106899  4  6 84  6  0
 2  1  21504 2675232 1046876 5253076    0    0     0 61596 41507 51131  2  3 89  6  0
 1  1  21504 2482100 1047204 5300324    0    0     0 62828 59418 88453  6  5 84  6  0
 0  1  21504 2440788 1047208 5346816    0    0     0 63568 68747 107009  4  4 86  6  0
 0  1  21504 2377104 1048752 5392752    0    0     0 61536 39818 48761  1  2 91  6  0
 0  1  21504 2686976 1048952 4920928    0    0     0 59044 61623 91275  3  4 87  5  0
 1  1  21504 2674160 1049976 4966968    0    0     0 63388 67404 104516  1  3 90  6  0
 0  1  21504 2650028 1050196 5011668    0    0     0 62748 40716 50456  1  2 91  6  0
 0  1  21504 2630068 1050200 5058208    0    0     4 63296 66893 102915  1  3 90  6  0
 4  1  21504 2496652 1052332 5103264    0    0     0 62172 40277 49071  3  3 89  6  0
 1  1  21504 2470928 1052380 5149236    0    0     4 63240 56410 80758  6  4 84  6  0
 3  1  21504 2437692 1053652 5194560    0    0     4 62004 67207 103662  1  3 90  6  0
 1  1  21504 2386616 1055820 5239448    0    0     0 62528 39226 47255  1  2 91  6  0
 8  1  21504 2348308 1055960 5285816    0    0     4 63912 63046 95834  2  4 88  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  1  21504 2312076 1055960 5331844    0    0     0 61356 58917 86691  1  3 90  6  0
 0  1  21504 2256964 1056156 5378600    0    0     0 63408 44075 57504  1  2 91  6  0
 1  1  21504 2651304 1056540 4908084    0    0     4 59988 63200 95315  1  4 89  5  0
 1  1  21504 2624348 1057520 4953136    0    0     0 61980 60894 90748  1  3 90  6  0
 0  1  21504 2596536 1057736 4998840    0    0     0 62860 45253 58578  3  2 89  6  0
 2  1  21504 2562104 1058428 5045160    0    0     4 63976 63910 97290  3  4 87  6  0
 1  2  21504 2541888 1059824 5089652    0    0     0 62156 58652 87058  4  3 87  6  0
 2  1  21504 2497900 1060272 5135048    0    0     4 62524 44724 56691  2  3 90  5  0
 1  1  21504 2469272 1060844 5182016    0    0     0 63700 62826 95293  1  3 90  6  0
 2  1  21504 2417252 1061288 5226584    0    0     0 62412 59150 87668  1  3 90  6  0
 4  1  21504 2358376 1061816 5272264    0    0     0 62504 44044 57222  1  2 91  6  0
 1  1  21504 2172564 1062524 5318416    0    0     0 62848 65020 98618  5  4 86  5  0
 0  1  21504 2103412 1064440 5365676    0    0     0 62852 56989 82819  3  3 88  6  0
 0  1  21504 2048060 1067116 5412360    0    0     0 62128 44143 57041  1  3 91  6  0
 1  1  21504 2396836 1067796 4939036    0    0     0 59012 64224 95955  3  5 87  5  0
 0  1  21504 2454036 1068328 4986204    0    0     0 63832 60983 91175  5  5 85  6  0
 1  1  21504 2419052 1069104 5031800    0    0     0 62172 43497 55955  1  3 91  6  0
 2  1  21504 2381756 1069108 5077232    0    0     4 63228 64273 97399  3  3 88  6  0
 2  1  21504 2347484 1070992 5123108    0    0     0 63116 60969 90586  2  3 89  6  0
 1  1  21504 2310228 1071264 5164564    0    0     0 61952 44018 56844  1  2 91  6  0
 2  1  21504 2279228 1071272 5209452    0    0     0 63584 68246 105172  2  4 89  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 9  1  21504 2219908 1071756 5254732    0    0     0 62668 66687 101448  3  4 87  6  0
 0  1  21504 2171084 1072864 5299752    0    0     0 61652 63945 95980  2  3 89  6  0
 1  1  21504 2125616 1074028 5346200    0    0     0 63136 72738 114973  1  4 89  6  0
 1  1  21504 2074548 1075896 5397812    0    0     0 62488 52300 73333  2  3 89  6  0
 4  1  21504 2444756 1076784 4925828    0    0     0 58312 69000 105678  3  4 87  5  0
 1  1  21504 2442020 1078232 4966808    0    0     0 62324 55780 80760  1  3 90  6  0
 4  1  21504 2388688 1078960 5012956    0    0     0 62876 44206 57257  1  3 91  6  0
 1  0  21504 2635008 1078964 4897152    0    0     0 40272 50564 70400  4  4 88  4  0
 0  0  21504 2650260 1078964 4897668    0    0     0    56 69874 109200  2  4 94  0  0
 0  0  21504 2652504 1078964 4897676    0    0     0     0 35770 40314  1  2 97  0  0
 0  0  21504 2667048 1078964 4897680    0    0     0     0 58465 84852  3  2 95  0  0
 0  0  21504 2680008 1078964 4898004    0    0     0   156 36319 41330  1  1 98  0  0
 0  0  21504 2673116 1078964 4897692    0    0     0   108 53615 76451  1  2 97  0  0
 0  0  21504 2675580 1078964 4897700    0    0     0     0 55348 79843  1  2 97  0  0
 0  0  21504 2706484 1078964 4894536    0    0     0     0 37242 41695  2  2 96  0  0
 0  0  21504 2708404 1078964 4895344    0    0     0     0 54679 78440  1  2 97  0  0
 1  0  21504 2712320 1078964 4895348    0    0     0    12 58144 85251  1  2 97  0  0
 1  0  21504 2713060 1079068 4895096    0    0   104  3948 37822 42805  6  4 90  0  0
 0  0  21504 2706924 1079068 4895364    0    0     0     0 51309 71758  1  2 97  0  0
 3  0  21504 2711616 1079068 4895368    0    0     0     4 55364 80126  1  2 97  0  0
 1  0  21504 2706260 1079068 4895376    0    0     0     0 37447 42624  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  0  21504 2711384 1079068 4895384    0    0     0    40 54191 77441  1  2 97  0  0
 2  0  21504 2745124 1079068 4895396    0    0    16   308 58197 85628  2  3 96  0  0
 2  0  21504 2852460 1079084 4895500    0    0    28   660 38669 44843  6  4 90  0  0
 1  0  21504 2868356 1079084 4895832    0    0     0     0 55014 76641  8  4 88  0  0
 1  0  21504 2871960 1079084 4895512    0    0     0     0 57188 83556  1  2 96  0  0
 1  0  21504 2872756 1079084 4895520    0    0     0   112 37292 43215  1  1 98  0  0
 0  0  21504 2867640 1079084 4895528    0    0     0     4 55888 79842  3  2 95  0  0
 4  0  21504 2840700 1079088 4895808    0    0     4   412 57359 83806  4  4 92  0  0
 0  0  21504 2832324 1079088 4895816    0    0     0     0 35798 40141  1  2 97  0  0
 0  0  21504 2834368 1079088 4895820    0    0     0     0 54256 75808  3  2 95  0  0
 1  0  21504 2845480 1079088 4895824    0    0     0     8 53416 76116  1  2 97  0  0
 0  0  21504 2840380 1079088 4895764    0    0     0     8 38641 45880  1  2 98  0  0
 0  0  21504 2841048 1079088 4895900    0    0     0   124 58703 85987  1  2 97  0  0
 1  0  21504 2721988 1079088 4895788    0    0     0     4 38315 43540  3  2 95  0  0
 0  0  21504 2704348 1079088 4895772    0    0     0     0 53768 76345  4  3 93  0  0
 0  0  21504 2702644 1079088 4895804    0    0     0   352 59085 87335  1  2 97  0  0
 0  0  21504 2691956 1079088 4895872    0    0     0     0 37577 42179  2  2 96  0  0
 0  0  21504 2689520 1079088 4895816    0    0     0   108 51821 72935  1  2 97  0  0
 1  0  21504 2690560 1079088 4895820    0    0     0     0 59091 87530  1  2 97  0  0
 0  0  21504 2696716 1079088 4896056    0    0     0     0 36994 41665  2  2 96  0  0
 0  0  21504 2697348 1079088 4896112    0    0     0     8 51728 72271  1  2 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  21504 2704588 1079088 4895836    0    0     0    48 58714 86829  1  2 97  0  0
 1  0  21504 2858644 1079096 4895844    0    0     0   340 37963 44361  6  3 91  0  0
 0  0  21504 2864060 1079096 4895852    0    0     0   108 54302 77836  2  2 96  0  0
 2  0  21504 2867124 1079096 4895856    0    0     0     0 58916 87070  1  2 97  0  0
 1  0  21504 2866684 1079096 4895968    0    0     0   172 33066 33002  3  1 96  0  0
 0  0  21504 2863388 1079096 4895868    0    0     0    16 56154 81338  1  2 96  0  0
 0  0  21504 2867384 1079096 4895872    0    0     0    56 54110 77400  1  2 97  0  0
 0  0  21504 2869712 1079096 4895880    0    0     0    12 38018 43617  2  2 96  0  0
 1  0  21504 2870924 1079096 4895888    0    0     0     0 57429 84091  1  2 96  0  0
 1  0  21504 2874080 1079096 4895900    0    0     0    76 51509 72375  1  2 97  1  0
 0  0  21504 2867796 1079096 4895904    0    0     0     8 37437 42681  2  2 96  0  0
 4  0  21504 2866232 1079096 4895912    0    0     0    56 53636 76225  1  2 97  0  0
 3  0  21504 2724324 1079096 4896048    0    0     0     0 53383 76004  4  4 92  0  0
 3  0  21504 2724532 1079096 4895728    0    0     0   332 41866 51897  3  2 96  0  0
 0  0  21504 2721484 1079096 4896064    0    0     0   224 58169 84264  1  2 96  0  0
 0  0  21504 2726380 1079096 4896068    0    0     0    16 54974 78878  1  2 97  0  0
 9  0  21504 2691848 1079096 4896396    0    0     0   288 38078 44250  2  2 96  0  0
 0  0  21504 2864252 1079096 4895960    0    0     0     0 55085 78376  1  2 97  0  0
 1  0  21504 2862836 1079096 4895964    0    0     0     0 38422 45371  1  2 98  0  0
 9  0  21504 2832484 1079096 4895976    0    0     0    88 56142 80983  2  2 95  1  0
 1  0  21504 2865956 1079096 4895980    0    0     0    16 54107 76588  2  2 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  0  21504 2859640 1079096 4898084    0    0     0     0 38581 45317  1  2 98  0  0
11  0  21504 2837316 1079096 4897764    0    0     0   132 54579 77832  2  2 96  0  0
 1  0  21504 2854936 1079096 4895920    0    0     0     0 51247 70684  2  2 96  0  0
 1  0  21504 2873380 1079096 4896252    0    0     0    60 38956 46373  1  1 97  1  0
 4  0  21504 2864700 1079096 4897920    0    0    80   104 47803 75069 13  3 84  0  0
 5  0  21504 2867704 1079096 4897928    0    0     0    20 69595 108308 27  4 69  0  0
 5  0  21504 2867780 1079096 4898256    0    0     0    52 35279 38992 26  2 72  0  0
 4  0  21504 2870616 1079096 4898320    0    0     0     0 58799 86770 27  2 71  0  0
 4  0  21504 2881456 1079096 4898328    0    0     0    52 37946 42739 28  2 70  0  0
 4  0  21504 2880240 1079096 4898400    0    0     0   192 54455 77554 27  2 71  0  0
 4  0  21504 2875116 1079096 4898336    0    0     0     0 59503 87931 27  3 71  0  0
 4  0  21504 2866268 1079096 4898344    0    0     0    52 37430 42301 28  2 70  0  0
 4  0  21504 2865280 1079096 4898356    0    0     0     0 54876 78609 27  2 71  0  0
 4  0  21504 2866512 1079100 4898356    0    0     0   104 59312 87769 27  2 71  0  0
 5  0  21504 2875008 1079100 4899572    0    0     0    16 57746 82400 31  4 65  0  0
 4  0  21504 2859424 1079100 4902360    0    0     0     0 40736 49920 27  2 71  0  0
 4  0  21504 2860412 1079100 4902600    0    0     0    52 21486 11293 26  1 73  0  0
 4  0  21504 2869832 1079100 4903576    0    0     0     0 20153 7450 28  1 71  0  0
 4  0  21504 2867948 1079100 4903764    0    0     0    56 19238 6838 26  1 74  0  0
 4  0  21504 2873224 1079100 4904028    0    0     0     8 18424 4986 26  0 74  0  0
 4  0  21504 2865368 1079100 4904360    0    0     0     0 19832 6802 27  1 72  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 5  0  21504 2705244 1079100 4904040    0    0     0   264 18854 5964 29  2 69  0  0
 5  0  21504 2708292 1079100 4904044    0    0     0   316 18578 5377 28  2 70  0  0
 4  0  21504 2701272 1079100 4904052    0    0     0    84 19561 6346 29  1 70  0  0
 4  0  21504 2698912 1079100 4904056    0    0     0    80 19338 6890 26  1 74  0  0
 4  0  21504 2698492 1079100 4904060    0    0     0     8 18423 5041 26  0 74  0  0
 4  0  21504 2702900 1079100 4904068    0    0     0     0 20133 7391 28  1 72  0  0
 4  0  21504 2700460 1079100 4904076    0    0     0     0 18940 6158 26  0 74  0  0
 4  0  21504 2701484 1079100 4904080    0    0     0    96 18499 5067 26  0 74  0  0
 4  0  21504 2703632 1079100 4904084    0    0     0     0 19692 6455 27  1 72  0  0
 4  0  21504 2707212 1079100 4904152    0    0     0     8 18358 4923 26  0 74  0  0
 4  0  21504 2706644 1079100 4904160    0    0     0     0 19104 6376 26  1 74  0  0
 5  0  21504 2552484 1079100 4904164    0    0     0   264 19624 6891 30  2 68  0  0
 4  0  21504 2553192 1079100 4904172    0    0     0   176 18388 4691 27  1 72  0  0
 4  0  21504 2550836 1079100 4904180    0    0     0     0 19272 6702 26  1 74  0  0
 4  0  21504 2572388 1079100 4904192    0    0     0    12 19991 6294 28  1 72  0  0
 4  0  21504 2572256 1079100 4904200    0    0     0     0 18334 4607 26  0 74  0  0
 4  0  21504 2563308 1079100 4904204    0    0     0     0 19047 6187 26  0 74  0  0
 4  0  21504 2561004 1079100 4904216    0    0     0    44 19741 6441 28  1 71  1  0
 4  0  21504 2562812 1079100 4904220    0    0     0    64 18370 4678 26  0 74  0  0
 4  0  21504 2556856 1079100 4904224    0    0     0     8 18844 5703 26  1 74  0  0
 4  0  21504 2555888 1079100 4904232    0    0     0     0 19425 6166 28  1 72  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  21504 2557160 1079100 4904236    0    0     0     0 18347 4548 26  0 74  0  0
 4  0  21504 2552240 1079104 4904240    0    0     0   276 19121 6258 26  1 73  0  0
 4  0  21504 2566092 1079104 4904248    0    0     0     0 19874 6456 28  1 72  0  0
 4  0  21504 2566768 1079104 4904252    0    0     0    60 18386 4595 26  0 74  0  0
 4  0  21504 2564504 1079104 4904260    0    0     0     0 19239 6338 26  1 74  0  0
13  0  21504 2559772 1079104 4904264    0    0     0     0 20091 6434 28  1 72  0  0
 5  0  21504 2556024 1079104 4904268    0    0     0    72 18403 4847 26  0 73  1  0
 4  0  21504 2556340 1079104 4904276    0    0     0     0 19057 6074 27  1 73  0  0
16  0  21504 2690804 1079104 4904632    0    0     0     8 18939 6108 27  1 73  0  0
 4  0  21504 2552232 1079104 4904428    0    0     0   208 19287 6118 31  2 67  0  0
 4  0  21504 2552180 1079104 4904432    0    0     0   332 18950 5827 26  1 74  0  0
 4  0  21504 2570156 1079104 4904440    0    0     0   220 19554 6318 28  1 71  0  0
 4  0  21504 2569768 1079104 4904448    0    0     0     0 18449 4826 26  0 74  0  0
 4  0  21504 2562232 1079104 4904776    0    0     0    16 18972 6231 26  0 74  0  0
 4  0  21504 2562424 1079104 4904340    0    0     0   220 18399 4921 26  0 74  0  0
 5  0  21504 2559148 1079104 4904344    0    0     0     0 18966 5120 26  0 74  0  0
 4  0  21504 2557944 1079104 4904028    0    0     0    76 20098 6999 28  1 71  0  0
 4  0  21504 2557820 1079104 4904356    0    0     0     0 18399 5090 26  0 74  0  0
 6  0  21504 2553348 1079104 4906472    0    0     0    12 19677 6788 27  1 72  0  0
 4  0  21504 2553440 1079104 4906480    0    0     0    48 19229 6048 26  1 73  0  0
