procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  23296 3404148 1081144 4753896    0    0     0     8 19870 7534 29  1 70  0  0
 4  0  23296 3389864 1081144 4753800    0    0     0     4 18748 5762 26  1 73  0  0
 4  0  23296 3397968 1081144 4754108    0    0     0   264 19986 7600 29  1 70  0  0
 4  0  23296 3381540 1081144 4753736    0    0     0    56 19834 7049 29  1 70  0  0
 4  0  23296 3405204 1081144 4753600    0    0     0   192 19353 5749 29  1 70  0  0
 4  0  23296 3423076 1081144 4754256    0    0     0     8 20339 7232 29  1 70  0  0
 4  0  23296 3444104 1081144 4753612    0    0     0     0 19192 5802 29  1 70  0  0
 4  0  23296 3439032 1081144 4754264    0    0     0     0 19680 7169 29  1 70  0  0
 4  0  23296 3424892 1081148 4753624    0    0     0   224 19830 6840 29  1 70  0  0
 4  0  23296 3423696 1081148 4753628    0    0     0   116 19722 6341 30  1 69  0  0
 4  1  23296 3405348 1081148 4754284    0    0     0    88 19945 6913 29  1 70  0  0
 4  0  23296 3420496 1081148 4753644    0    0     0   100 19934 7274 29  1 70  0  0
 4  0  23296 3412968 1081148 4753976    0    0     0     0 19384 5663 29  1 71  0  0
 4  0  23296 3414188 1081148 4753984    0    0     0     0 19545 6869 29  1 70  0  0
 4  0  23296 3411100 1081148 4754636    0    0     0    80 19676 6707 29  1 70  0  0
 6  0  23296 3411480 1081148 4754640    0    0     0     8 19326 5629 29  1 71  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 5  0  23296 3422480 1081148 4753676    0    0     0    80 20051 7282 29  1 70  0  0
 4  0  23296 3399948 1081148 4754332    0    0     0     0 19976 7015 29  1 70  0  0
 4  0  23296 3420304 1081148 4754336    0    0     0     0 19437 5957 29  1 70  0  0
 4  0  23296 3434708 1081148 4754148    0    0     0   200 20077 7120 29  1 70  0  0
 4  0  23296 3445736 1081148 4754488    0    0     0   348 19935 7269 29  1 70  0  0
 4  0  23296 3432052 1081148 4754168    0    0     0   232 19449 6300 29  1 70  0  0
 4  0  23296 3413044 1081148 4754176    0    0     0     0 20010 7182 29  1 70  0  0
 4  0  23296 3405832 1081148 4753856    0    0     0    84 19906 6828 29  1 70  0  0
 4  0  23296 3418044 1081148 4753744    0    0     0   140 19343 6091 29  1 70  0  0
 4  0  23296 3426836 1081148 4754400    0    0     0     8 20172 7025 29  1 70  0  0
 4  0  23296 3418252 1081148 4754080    0    0     0    96 20342 6938 29  1 70  0  0
 6  0  23296 3443536 1081148 4756352    0    0     0     0 18940 6147 27  1 73  0  0
 4  0  23296 3410304 1081148 4755884    0    0     0     0 20118 7396 29  1 70  0  0
 4  0  23296 3397808 1081148 4753948    0    0     0    56 20064 7197 29  1 70  0  0
 4  0  23296 3404952 1081148 4753396    0    0     0     0 19485 5979 29  1 71  0  0
 4  0  23296 3408668 1081148 4754372    0    0     0   164 19909 6975 29  1 70  1  0
 4  0  23296 3416240 1081148 4754052    0    0     0     8 19580 6447 29  1 71  0  0
 4  0  23296 3414884 1081148 4754384    0    0     0     0 19909 6984 29  1 70  0  0
 4  0  23296 3412908 1081148 4753416    0    0     0    44 19939 7234 29  1 70  0  0
 4  0  23296 3440236 1081148 4753744    0    0     0     0 19485 5888 29  1 71  0  0
 5  0  23296 3419264 1081148 4754400    0    0     0    56 20175 7645 29  1 69  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  23296 3415420 1081148 4753764    0    0     0     0 19837 6982 29  1 70  0  0
 6  0  23296 3399268 1081148 4754092    0    0     0     0 19537 6464 29  1 70  0  0
 4  0  23296 3403396 1081148 4754420    0    0     0    52 20272 6824 29  1 70  0  0
 7  4  23296 1438916 1081152 4752572    0    0    48  1312 48289 86152 33 14 39 14  0
 7  4  23296 1943264 1081156 4753224    0    0     0   656 54967 81769 34 11 37 18  0
 8  3  23296 1882740 1081160 4752908    0    0     0   948 25812 21889 42  6 35 17  0
 6  4  23296 1386648 1081160 4752916    0    0     0   664 23380 17717 32  9 40 19  0
 6  4  23296 1236336 1081164 4752928    0    0     0  1064 25557 20526 43  4 37 16  0
 6  4  23296 1245048 1081164 4752284    0    0     0   952 24912 21173 41  4 38 17  0
 6  4  23296 1251652 1081164 4753584    0    0     0   640 23244 18058 38  3 41 18  0
 6  4  23296 2806768 1081164 4753132    0    0     0  1008 24960 19529 39  8 36 17  0
 6  4  23296 2750964 1081164 4752948    0    0     0   964 24205 19616 29 13 40 18  0
 6  4  23296 3086212 1081164 4752628    0    0     0   612 23383 17741 32 12 38 18  0
 7  4  23296 1366840 1081164 4752844    0    0     0  1088 24395 20067 34  7 40 19  0
 7  3  23296 1200512 1081164 4753068    0    0     0  1016 24928 20201 41  3 39 17  0
 6  4  23296 2019464 1081192 4753588    0    0     0   624 23677 17195 35  9 38 19  0
 6  4  23296 1189256 1081196 4753240    0    0     0   996 24646 19834 39  5 38 18  0
 6  4  23296 1547040 1081196 4752856    0    0     0   868 24150 18997 34 11 39 17  0
 6  4  23296 1725116 1081196 4753316    0    0     0   616 24143 18005 32 11 39 17  0
 6  1  23296 1259188 1081196 4753220    0    0     0  1032 24196 19254 40  4 38 18  0
 8  4  23296 2892120 1081220 4753632    0    0     0   932 24753 20246 38  6 38 18  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 7  3  23296 1259396 1081228 4752748    0    0     0   624 23561 17643 36  8 39 17  0
 9  1  23296 1266204 1081228 4753084    0    0     0   980 24520 19094 42  2 39 17  0
 6  4  23296 1787308 1081228 4753092    0    0     0   912 23880 18886 35 10 39 17  0
 6  4  23296 3221584 1081228 4753420    0    0     0   636 24252 18405 39  5 38 18  0
 6  4  23296 2233240 1081228 4753748    0    0     0  1004 24557 19390 33 11 38 18  0
 6  4  23296 1539276 1081232 4753104    0    0    12  1072 24305 19612 34 11 38 18  0
 6  4  23296 1147628 1081232 4753124    0    0     0   684 23778 17753 40  4 38 18  0
 7  4  23296 1769172 1081232 4753456    0    0     0   988 24513 19154 34 10 38 18  0
 6  4  23296 941040 1081232 4753136    0    0     0   624 23210 17393 40  4 39 17  0
 7  4  23296 950300 1081240 4753464    0    0     0   932 24680 19381 42  2 38 18  0
 6  4  23296 947380 1081240 4753476    0    0     0  1048 24068 19185 42  2 38 17  0
 6  4  23296 985020 1081240 4753156    0    0     0   620 23716 18205 43  2 37 18  0
 8  3  23296 976464 1081240 4753488    0    0     0  1272 24372 19838 42  2 38 18  0
 6  4  23296 982484 1081240 4753816    0    0     0   900 24454 19345 43  2 37 18  0
 7  4  23296 988296 1081240 4753500    0    0     0   644 23892 18207 42  2 38 18  0
 6  4 535808 2037408 1081240 4753184    0 512712     0 513624 27311 15211 35  8 38 18  0
 6  4 392192 2003668 1081240 4753196    0 535864     0 536740 27083 15597 34 10 37 19  0
 6  4  23040 1810012 1081240 4753636    0    0     0   632 23681 18032 39  5 38 18  0
 6  4  23040 1279732 1081240 4754288    0    0     0  1044 24513 19009 40  4 38 18  0
 7  3  23040 1257880 1081240 4753000    0    0     0   952 24063 18841 42  2 38 18  0
 7  4  23040 1299632 1081244 4753328    0    0    48  1352 24269 18830 43  2 38 17  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 7  3  23040 1276812 1081244 4754164    0    0     0   772 24174 19056 43  2 38 18  0
 6  4  23040 1823200 1081244 4753476    0    0     0  1428 24563 19480 39  5 37 18  0
 8  3  23040 1273200 1081244 4753480    0    0     0   596 23661 17707 40  3 38 18  0
 6  4  23040 1376584 1081244 4753764    0    0     0  1004 24404 19146 39  7 37 17  0
 8  4  23040 1272132 1081248 4753764    0    0     0  1000 24304 19624 44  2 38 16  0
 6  4  23040 1286524 1081248 4753008    0    0     0   728 23692 17612 43  2 38 17  0
 6  1  23040 1279920 1081248 4753664    0    0     0   968 24084 19216 43  2 38 17  0
 7  4  23040 1273652 1081248 4753564    0    0     0  1044 24217 18996 45  2 36 17  0
 6  4  23040 1281580 1081248 4756592    0    0     0   780 23868 18285 44  2 37 18  0
 6  4  23040 1289048 1081248 4757516    0    0     0   984 24424 19660 43  2 38 17  0
 6  4  23040 1262236 1081252 4753316    0    0     0  1024 24271 19267 44  2 37 17  0
 6  4  23040 1283036 1081252 4753312    0    0     0   672 23587 17486 43  2 38 17  0
 6  4  23040 2275096 1081260 4753312    0    0     0  1000 24438 19644 41  4 38 17  0
 6  4  23040 2097060 1081260 4753320    0    0     0   672 23097 17660 39  2 40 19  0
 6  4  23040 2855752 1081260 4753004    0    0     0  1068 24301 19598 40  4 39 17  0
 6  4  23040 2495360 1081260 4753232    0    0     0  1000 24393 19091 41  3 38 18  0
 6  4  23040 2133640 1081264 4753336    0    0     0   636 23836 17948 41  3 38 18  0
 8  3  23040 1804864 1081264 4753668    0    0     0  1028 24781 19222 41  3 39 17  0
 6  4  23040 1521904 1081264 4752376    0    0     0   968 24283 19444 41  3 38 17  0
 7  4  23040 1337892 1081280 4753680    0    0     0   656 24216 20573 43  2 37 18  0
 6  4  23040 1246636 1081328 4754016    0    0     0   948 24701 19300 42  2 39 17  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 3  0  23040 1275428 1081328 4753372    0    0     0   176 11680 9554 20  1 76  3  0
 1  0  23040 2332960 1081328 4753372    0    0     0     0 6466 6105 12  1 87  0  0
 1  0  23040 2331684 1081328 4753376    0    0     0     0 5959 6566  9  1 90  0  0
 4  0  23040 3356836 1081328 4753056    0    0     0     0 16215 25631 12  2 86  0  0
 4  0  23040 3357900 1081328 4752780    0    0     0     0 68769 105571 30  4 66  0  0
 4  0  23040 3353768 1081332 4753004    0    0     0    92 21984 10611 29  2 69  0  0
 4  0  23040 3349244 1081332 4753136    0    0     0     0 18996 6075 29  1 70  0  0
 5  0  23040 3353664 1081332 4752352    0    0     0   104 20529 7986 29  1 70  0  0
 4  0  23040 3367424 1081332 4753332    0    0     0   184 20353 8334 29  1 69  0  0
 5  0  23040 3371820 1081332 4752760    0    0     0     0 19296 6103 29  1 70  0  0
 4  0  23040 3348408 1081332 4752776    0    0     0   140 20257 8166 29  1 70  0  0
 4  0  23040 3361980 1081332 4753024    0    0     0     4 20811 7889 29  1 70  0  0
 4  0  23040 3379960 1081332 4753192    0    0     0    60 19720 5917 29  1 70  0  0
 4  0  23040 3378376 1081332 4753392    0    0     0     0 20372 7138 29  1 70  0  0
 4  0  23040 3381928 1081332 4752872    0    0     0     0 20013 7270 30  1 69  0  0
 4  0  23040 3400672 1081332 4753064    0    0     0    56 19776 6286 31  1 68  0  0
 4  0  23040 3408920 1081332 4753376    0    0     0     0 20546 7470 29  1 70  0  0
 4  0  23040 3425308 1081332 4753064    0    0     0     0 19754 7116 29  1 70  0  0
 4  0  23040 3406980 1081336 4753584    0    0     0   104 19802 6596 29  1 70  0  0
 4  0  23040 3412592 1081336 4753460    0    0     0     0 20558 7706 29  1 70  0  0
 4  0  23040 3402884 1081336 4752756    0    0     0     8 19892 7532 29  1 70  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  23040 3400652 1081336 4752772    0    0     0    64 19782 6534 29  1 70  0  0
 5  0  23040 3406712 1081336 4752512    0    0     0     0 21057 7892 29  1 70  0  0
 4  0  23040 3398992 1081336 4753176    0    0     0    76 19583 7053 29  1 70  0  0
 4  0  23040 3401508 1081336 4753520    0    0     0     0 19676 6648 29  1 70  0  0
 4  0  23040 3390304 1081336 4753164    0    0     0    12 20504 7124 29  1 70  0  0
 4  0  23040 3378356 1081336 4752844    0    0     0    64 19737 7248 29  1 70  0  0
 4  0  23040 3383376 1081336 4753388    0    0     0     0 19799 6598 29  1 70  0  0
 4  0  23040 3383832 1081340 4752900    0    0     0   128 20318 7191 29  1 70  0  0
 4  0  23040 3383116 1081340 4753460    0    0     0     0 19236 5935 30  1 69  0  0
 5  0  23040 3395856 1081340 4753136    0    0     0   172 19942 7764 29  1 70  0  0
 4  0  23040 3394464 1081340 4752488    0    0     0     4 20729 7259 30  1 69  0  0
 4  0  23040 3388592 1081340 4752800    0    0     0    52 19656 6186 29  1 70  0  0
 4  0  23040 3374436 1081340 4752648    0    0     0     0 19563 6845 29  1 70  0  0
 6  0  23040 3357084 1081340 4752972    0    0     0     0 20680 7553 31  1 68  0  0
 5  1  23040 3372104 1081340 4753016    0    0     0    80 19195 5946 29  1 70  0  0
 4  0  23040 3369688 1081340 4753224    0    0     0     0 20767 8340 29  1 70  0  0
 4  0  23040 3376708 1081340 4753132    0    0     0    52 19625 7254 29  1 70  0  0
 4  0  23040 3414352 1081340 4753180    0    0     0     0 19964 6371 29  1 70  0  0
 4  0  23040 3420372 1081340 4753456    0    0     0     0 19657 7173 29  1 70  0  0
 4  0  23040 3397776 1081340 4753116    0    0     0   336 20076 7563 30  1 69  0  0
 4  0  23040 3410456 1081340 4753392    0    0     0   316 19286 6258 27  1 72  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  23040 3394892 1081340 4752912    0    0     0    12 20186 7470 29  1 70  0  0
 4  0  23040 3401168 1081340 4753200    0    0     0   432 20187 7334 30  1 69  0  0
 4  0  23040 3392888 1081340 4753856    0    0     0     0 19890 6125 29  1 70  0  0
 5  0  23040 3397412 1081340 4753632    0    0     0     0 19802 7696 29  1 70  0  0
 4  0  23040 3380244 1081340 4753916    0    0     0    84 20491 7216 30  1 69  0  0
 4  0  23040 3396896 1081340 4757176    0    0     0     0 19693 6616 29  1 70  0  0
 4  0  23040 3383056 1081340 4756804    0    0     0   152 19849 7075 29  1 70  0  0
 4  0  23040 3368436 1081340 4753568    0    0     0     0 19858 7102 29  1 70  0  0
 5  0  23040 3368392 1081340 4753176    0    0     0     0 19918 6530 29  1 70  0  0
13  0  23040 3380020 1081340 4753224    0    0     0   112 19386 6609 28  1 70  1  0
 4  0  23040 3384760 1081340 4753252    0    0     0     8 20658 7738 30  1 68  0  0
 4  0  23040 3386924 1081340 4753260    0    0     0    52 19689 6545 29  1 70  0  0
 4  0  23040 3366828 1081340 4753264    0    0     0     0 20535 7372 29  1 70  0  0
 4  0  23040 3390524 1081340 4753272    0    0     0     0 19394 6249 29  1 70  0  0
21  0  23040 3369328 1081340 4753596    0    0     0   112 19415 6927 27  1 71  1  0
 4  0  23040 3363096 1081340 4752956    0    0     0     0 20808 8004 31  1 67  0  0
 4  0  23040 3362844 1081340 4753508    0    0     0     0 19673 6366 29  1 70  0  0
 6  0  23040 3349792 1081340 4753288    0    0     0   576 19316 6739 27  1 72  0  0
 4  0  23040 3374600 1081340 4752980    0    0     0   100 21013 7957 32  1 67  0  0
 4  0  23040 3373248 1081340 4753632    0    0     0  3532 19323 6255 27  1 72  0  0
 5  0  23040 3369640 1081340 4753928    0    0     0     0 20188 7386 29  1 70  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  0  23040 2888700 1081340 4754364    0    0    20   208 27301 23765 21  6 72  0  0
 0  0  23040 322748 1081340 4753640    0    0     0    56 70627 109158  7 12 81  0  0
 1  0  23040 340024 1081340 4753392    0    0     0   368 22993 14496  4  2 94  0  0
 0  0  23040 321644 1081340 4753332    0    0     0     8 19220 6108  3  1 96  0  0
 0  0  23040 330916 1081340 4753336    0    0     0     0 21099 8713  3  1 96  0  0
 0  0  23040 313580 1081340 4753420    0    0     0   344 20142 8530  4  1 94  0  0
 0  0  23040 315392 1081340 4753420    0    0     0    56 19688 6488  3  1 96  0  0
 0  0  23040 326112 1081340 4753276    0    0     0     0 21764 9587  3  1 95  0  0
 1  0  23040 304560 1081340 4753364    0    0     0    16 20067 8121  3  1 96  0  0
 0  0  23040 315588 1081340 4752720    0    0     0   120 19923 6961  3  1 96  0  0
 1  0  23040 325208 1081340 4753464    0    0     0   268 20701 7954  3  1 96  0  0
 0  0  23040 321416 1081340 4753724    0    0     0   280 20171 7862  3  1 95  0  0
 0  0  23040 330816 1081340 4753444    0    0     0     0 19816 6974  3  1 96  0  0
 0  0  23040 357032 1081340 4753792    0    0     0    16 20745 7786  3  1 96  0  0
 0  0  23040 326520 1081340 4753508    0    0     0   108 19907 7735  3  1 95  0  0
 0  0  23040 323156 1081340 4753768    0    0     0    16 19474 6409  3  1 96  0  0
 0  0  23040 320452 1081340 4754032    0    0     0   156 20843 7920  3  1 95  0  0
 1  0  23040 324404 1081340 4753656    0    0     0     0 20078 8107  4  1 95  0  0
 0  0  23040 334648 1081340 4753460    0    0     0     4 20026 6959  4  1 96  0  0
 0  0  23040 337640 1081344 4753832    0    0   144   264 20786 7741  3  1 95  0  0
 0  0  23040 317292 1081344 4753412    0    0     0     0 19930 7500  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23040 320192 1081344 4754424    0    0     0   424 20388 8254  4  1 95  0  0
 0  0  23040 318488 1081344 4754316    0    0     0   324 20673 8144  3  1 96  0  0
 0  0  23040 314160 1081344 4753800    0    0     0     0 19855 7543  4  1 95  0  0
 0  0  23040 300528 1081344 4753840    0    0     0   420 19668 6795  3  1 96  0  0
 0  0  23040 321136 1081344 4754408    0    0     0     0 20785 8001  3  1 96  0  0
 0  0  23040 315724 1081344 4753804    0    0     0   392 19068 6170  4  1 94  0  0
 0  0  23040 302352 1081344 4754128    0    0     0   280 21128 8219  3  1 95  0  0
 0  0  23040 297192 1081344 4753652    0    0     0     4 20033 7844  4  1 95  0  0
 1  0  23040 292236 1081344 4754340    0    0   172   760 19852 7403  3  1 96  0  0
 0  0  23040 323992 1081344 4754160    0    0     0    16 21204 8067  3  1 96  0  0
 0  0  23040 311124 1081344 4754168    0    0     0  1416 20451 9239  4  2 94  0  0
 0  0  23040 297364 1081352 4754484    0    0     0   440 19092 6387  1  1 98  0  0
 0  0  23040 305060 1081352 4753736    0    0     0     0 20780 7967  5  1 94  0  0
 0  0  23040 296200 1081352 4754324    0    0     0     8 20146 7927  3  1 95  0  0
 0  0  23040 305076 1081352 4753888    0    0     0     0 19712 6485  3  1 96  0  0
 0  0  23040 309240 1081352 4753984    0    0     0   288 20785 7634  3  1 96  0  0
 0  0  23040 322044 1081352 4754128    0    0     0   636 19822 7057  4  1 95  0  0
 2  0  23040 321640 1081352 4754032    0    0     0     4 19549 6722  3  1 96  0  0
 0  0  23040 331248 1081352 4754204    0    0     0   156 20566 7442  3  1 96  0  0
 0  0  23040 320356 1081352 4754144    0    0     0    88 20103 7253  3  1 96  0  0
 0  0  23040 333040 1081352 4754208    0    0     0     0 19995 7305  4  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23040 340080 1081352 4753964    0    0     0   196 20976 7684  3  1 96  0  0
 0  0  23040 312316 1081352 4754584    0    0     0   128 19695 7310  3  1 96  0  0
 0  0  23040 325024 1081352 4756536    0    0     0    12 19991 7178  3  1 96  0  0
 0  0  23040 326068 1081352 4756384    0    0     0     0 20632 7800  3  1 96  0  0
 0  0  23040 331776 1081352 4754528    0    0     0   504 20305 9486  4  1 95  0  0
 1  0  23040 324312 1081356 4754464    0    0     0    72 19534 6240  3  1 96  0  0
 0  0  23040 327012 1081356 4754464    0    0     0    52 21412 8290  3  1 96  0  0
 0  0  23040 307864 1081356 4754180    0    0     0    16 19671 7370  3  1 96  0  0
 1  0  23040 320364 1081356 4754200    0    0     0     0 19897 7055  3  1 96  0  0
 1  0  23040 341756 1081356 4753980    0    0     0     0 20675 7779  3  1 96  0  0
 0  0  23040 345132 1081360 4754836    0    0     0    76 19309 6542  4  1 95  1  0
 0  0  23040 338476 1081360 4754588    0    0     0    64 20240 7633  3  1 96  0  0
 1  0  23040 317596 1081360 4754280    0    0     0     8 19790 7326  3  1 96  0  0
 0  0  23040 310964 1081364 4753960    0    0    12    92 19188 6004  1  1 98  0  0
 0  0  23040 323592 1081364 4754200    0    0     0     0 20446 7905  4  1 95  0  0
 0  0  23040 328564 1081364 4754620    0    0     0    56 20222 7668  3  1 96  0  0
 0  0  23040 341336 1081364 4754040    0    0     0    52 19590 6495  3  1 96  0  0
 0  0  23040 323692 1081364 4754732    0    0     0     8 19985 7906  3  1 96  0  0
 1  0 328192 1843488 1081364 4754312    0 305476     0 305556 18666 7738  4  4 92  0  0
 1  0 1233408 1848104 1081364 4754504    0 905344     0 905344 13589 6634  3  7 90  0  0
 0  0  23040 3375624 1081364 4754396    0 318644     0 318644 8703 6193  3  6 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  0  23040 3367472 1081364 4752704    0    0     0     0 42127 59369  3  3 95  0  0
 1  0  23040 3364604 1081364 4752184    0    0     0    44 51208 70061  3  3 94  0  0
 0  0  23040 3358572 1081364 4752248    0    0     0   132 20405 8248  3  1 94  1  0
 0  0  23040 3376548 1081364 4752240    0    0     0     0 19428 6026  3  1 96  0  0
 1  0  23040 3374640 1081364 4753544    0    0     0     0 21098 9192  3  1 95  0  0
 0  0  23040 3385404 1081364 4752260    0    0     0     4 19996 7235  4  1 95  0  0
 0  0  23040 3391964 1081364 4752264    0    0     0    60 19461 6080  3  1 96  0  0
 0  0  23040 3374888 1081364 4751948    0    0     0    68 20122 7593  3  1 96  0  0
 0  0  23040 3391604 1081364 4752600    0    0     0     0 20683 8080  4  1 95  0  0
 0  0  23040 3397668 1081364 4752280    0    0     0     0 19589 6251  3  1 96  0  0
 0  0  23040 3378696 1081364 4752288    0    0     0     0 20189 7254  3  1 95  0  0
 0  0  23040 3372056 1081364 4752296    0    0     0   320 20885 8723  3  1 95  0  0
 0  0  23040 3391804 1081364 4752008    0    0     0   180 19078 5969  1  1 98  0  0
 0  0  23040 3401300 1081364 4752012    0    0     0     0 20929 8788  4  1 95  0  0
 0  0  23040 3386100 1081364 4752020    0    0     0     0 20097 7844  3  1 96  0  0
 0  0  23040 3385020 1081364 4752008    0    0     0     4 19687 6778  3  1 96  0  0
 0  0  23040 3387860 1081364 4752336    0    0     0    44 19902 6789  3  1 96  0  0
 0  0  23040 3373692 1081364 4753640    0    0     0    52 19949 7020  3  1 96  0  0
 0  0  23040 3387520 1081364 4752332    0    0     0     0 19723 6199  3  1 96  0  0
 0  0  23040 3398112 1081364 4752340    0    0     0     0 20550 8114  4  1 95  0  0
 0  0  23040 3381600 1081364 4752348    0    0     0     0 20170 7770  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  0  23040 3404200 1081364 4748792    0    0     0     0 19794 6458  3  1 96  0  0
 0  0  23040 3410732 1081364 4747940    0    0     0   160 20158 7419  3  1 95  0  0
 0  0  23040 3395140 1081364 4748268    0    0     0     0 20053 7697  4  2 94  0  0
 0  0  23040 3382412 1081364 4748272    0    0     0   164 19536 6191  3  1 96  0  0
 0  0  23040 3386564 1081364 4748604    0    0     0     4 20476 7639  3  1 96  0  0
 0  0  23040 3384844 1081364 4748284    0    0     0     0 19049 5935  1  1 98  0  0
 0  0  23040 3374536 1081364 4748616    0    0     0    56 19894 7247  3  1 96  0  0
 0  0  23040 3378672 1081364 4747972    0    0     0     0 20261 7743  3  1 96  0  0
 0  0  23040 3373764 1081364 4748300    0    0     0     0 19318 5948  3  1 96  0  0
 0  0  23040 3380360 1081364 4748308    0    0     0   140 20304 7308  4  1 95  0  0
 0  0  23040 3390524 1081364 4748312    0    0     0     0 20129 6937  3  1 96  0  0
 0  0  23040 3388804 1081364 4748332    0    0     0    68 19093 6107  1  1 98  0  0
 0  0  23040 3381804 1081364 4748132    0    0     0     0 20180 7662  3  1 96  0  0
 0  0  23040 3389996 1081364 4748136    0    0     0   332 20050 7543  4  1 95  0  0
 0  0  23040 3394892 1081364 4748792    0    0     0   108 19546 6185  3  1 96  0  0
 1  0  23040 3386044 1081364 4748800    0    0     0     0 20009 7234  3  1 96  0  0
 0  0  23040 3373448 1081364 4749132    0    0     0   308 19814 6998  3  1 95  0  0
 0  0  23040 3381396 1081364 4748704    0    0     0     0 19417 6006  3  1 96  0  0
 0  0  23040 3372480 1081364 4748708    0    0     0     0 20124 7258  3  1 96  0  0
 0  0  23040 3374184 1081364 4748064    0    0     0   188 19910 7114  3  1 95  0  0
 0  0  23040 3398436 1081364 4750016    0    0     0     0 20161 6561  4  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  0  23040 3399072 1081364 4750188    0    0     0   132 19910 7331  3  1 96  0  0
 0  0  23040 3378928 1081364 4748576    0    0     0     8 20218 7770  4  1 95  0  0
 0  0  23040 3386204 1081364 4748024    0    0     0     0 19173 6056  2  1 97  0  0
 0  0  23040 3354308 1081364 4747704    0    0     0   116 20457 7933  3  1 94  1  0
 0  0  23040 3350228 1081364 4748036    0    0     0    20 20073 7176  3  1 96  0  0
 0  0  23040 3370224 1081364 4748040    0    0     0     0 19850 6652  3  1 96  0  0
 0  0  23040 3370512 1081364 4748368    0    0     0    56 20136 7049  3  1 96  0  0
 0  0  23040 3371500 1081364 4747408    0    0     0     0 19709 7167  4  1 95  0  0
 0  0  23040 3360900 1081364 4747740    0    0     0    36 19764 6646  3  1 96  0  0
 0  0  23040 3348840 1081364 4748068    0    0     0    48 20851 7560  3  1 96  0  0
 0  0  23040 3356984 1081364 4747752    0    0     0     0 19305 6112  3  1 96  0  0
 0  0  23040 3357136 1081364 4748404    0    0     0    68 20306 7463  3  1 96  0  0
 0  0  23040 3356924 1081364 4748736    0    0     0     0 19712 7359  3  1 96  0  0
 0  0  23040 3374464 1081364 4748744    0    0     0     4 19897 6457  3  1 96  0  0
 0  0  23040 3368524 1081364 4748748    0    0     0    84 20782 7838  3  1 96  0  0
 0  0  23040 3358200 1081364 4748756    0    0     0     0 19853 7569  4  1 95  0  0
 0  0  23040 3354728 1081364 4748440    0    0     0    64 19697 6563  3  1 96  0  0
 1  0  23040 3356256 1081364 4748444    0    0     0     0 20889 7880  3  1 96  0  0
 1  0  23040 3377088 1081364 4747804    0    0     0     0 42189 54203  5  3 92  0  0
 1  0  23040 3385724 1081364 4748780    0    0     0    56 52002 72379  2  3 95  1  0
 0  0  23040 3370284 1081364 4748460    0    0     0     0 21055 9388  3  2 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23040 3364044 1081364 4748788    0    0     0    52 19831 6278  3  1 96  0  0
 0  0  23040 3367964 1081364 4749120    0    0     0     0 20834 9175  4  1 95  0  0
 0  0  23040 3361544 1081364 4748156    0    0     0     4 20571 8087  4  1 95  0  0
 0  0  23040 3360536 1081364 4748484    0    0     0   152 18844 5685  1  1 98  1  0
