time,cpu,cpu_cycles,instructions,cache_misses,branch_instrs,branch_misses,L1_icache_miss,L1_dcache_miss,ITLB_misses,L2_cache_miss,DTLB_misses,ts,thread,pid
7472075875845,3,222074182,274679576,752056,33843937,1125262,300426,7572157,334912,108348,164665,7472075875845,Chrome_ChildIOT,4435
7473079220540,3,215217104,248853721,660010,25977833,1332296,282282,6159367,398896,70921,104485,7473079220540,Thread<01>,4471
7474090672584,3,230991510,301309509,677689,26825343,1216327,307264,7700134,418555,103463,147278,7474090672584,Thread<06>,4476
7475093893805,3,216731015,251232383,727937,29053539,1718461,469333,8256635,346113,87551,142363,7475093893805,swapper/3,0
7476097104483,3,220071114,240494565,1412761,28780655,1173087,377438,9189746,418702,83576,247677,7476097104483,Thread<05>,4475
7477111313880,3,208446445,243109734,659552,23359308,1410369,427362,7275313,379165,70562,72392,7477111313880,Thread<09>,4479
7478123972728,3,223848382,290529015,729107,35076651,1653266,103192,1983380,405340,66785,36835,7478123972728,BaseDataReader:,4281
7479146774458,3,211052867,285846343,695450,31506086,1029781,66265,1695767,401094,135083,164447,7479146774458,Thread<11>,4481
7480151496100,3,220120487,261125069,791412,22849138,1206566,69824,1535808,563906,105948,103354,7480151496100,code,4425
7481154847453,3,221521182,258274575,764528,33204685,1628764,117921,1930240,500455,78721,126797,7481154847453,kworker/u32:6,30743
7482168976478,3,205018394,233600955,753980,26270504,1400041,90253,1844994,351154,50365,77629,7482168976478,swapper/3,0
7483172502441,3,208437117,242592164,610978,27300545,1261199,74697,1585690,366197,73581,35807,7483172502441,Thread<02>,4472
7484213344956,3,231783425,280651334,804898,30470140,1398317,90321,2162773,333850,43697,38882,7484213344956,swapper/3,0
7485216403756,3,223290970,234269073,780096,35903292,2056312,145621,2178878,243963,42802,35873,7485216403756,Thread<09>,4479
7486219415484,3,194949792,196748169,654125,23066168,1599132,109844,1972163,270936,32075,30570,7486219415484,Thread<00>,4470
7487263539025,3,220227757,272307285,730767,30751713,1232705,95982,2266764,411126,88190,49393,7487263539025,Thread<12>,4482
7488266682481,3,213182626,311456259,619906,45222532,978378,75077,1747134,245539,109228,46621,7488266682481,Thread<12>,4482
7489269434129,3,230413668,239276539,1045128,29315251,1705554,215002,4448765,384245,54925,44263,7489269434129,rcu_preempt,17
7490294835185,3,238920108,267706477,748708,34806675,1643800,94730,1782018,339781,112459,90403,7490294835185,rcu_preempt,17
7491306164847,3,218523250,295133256,665358,32603675,1254659,83219,1795759,434077,67691,59272,7491306164847,rcu_preempt,17
7492338053630,3,206561614,246903845,567718,23818294,1306762,79567,1667484,313788,43097,43079,7492338053630,rcu_preempt,17
7493341233907,3,211285430,271812518,557785,29044153,1060458,65480,1494641,288439,50954,42609,7493341233907,rcu_preempt,17
7494358590975,3,208904541,264238976,701747,28889750,1135791,62934,1771105,348127,75643,46890,7494358590975,rcu_preempt,17
7495361941042,3,218348969,282134236,586174,32699626,1149432,59229,1579739,333721,80174,72168,7495361941042,rcu_preempt,17
7496371834847,3,208451274,275333444,607976,32946348,1042094,64070,1779462,346299,82142,82716,7496371834847,rcu_preempt,17
7497375075200,3,209470984,238458537,633467,21335224,1244885,69565,1350689,379420,44653,68823,7497375075200,rcu_preempt,17
7498388497824,3,120058906,168916900,316285,16109277,545575,83818,1696592,209985,47651,28583,7498388497824,rcu_preempt,17
7220052582312,4,301932658,260984278,2279576,35004677,1914401,150624,3303859,234210,107436,253804,7220052582312,pool-firefox_fi,29997
7221062772246,4,297873461,255645979,1868960,40027728,1837342,144788,3514486,203616,176966,219228,7221062772246,gmain,3399
7222075356421,4,274340614,234899584,1706363,26665188,1795648,131272,2760903,367639,109506,217763,7222075356421,kworker/u32:3,28738
7223078559912,4,299316458,238106909,2360170,36657565,1889011,151359,3466472,311068,188514,372448,7223078559912,pool-firefox_fi,30000
7224085366809,4,280816820,254423065,1826006,36319631,1740717,399989,9839934,331215,197064,282646,7224085366809,migration/4,29
7225088596012,4,291228402,236943231,1833594,32929081,1871831,466407,9878823,332857,140743,366377,7225088596012,Thread<05>,4475
7226101950488,4,280589513,210963547,2186147,31933034,1978305,618786,12706401,428088,120278,358745,7226101950488,Thread<01>,4471
7227131474738,4,300360207,286109341,1801446,42912959,1862328,299992,6455275,358934,169983,59403,7227131474738,Thread<06>,4476
7228144163356,4,308973391,300271943,1935075,46062566,2020369,281459,6255724,113812,92004,61500,7228144163356,Thread<03>,4473
7229147735430,4,267014287,243544112,1664872,27519753,1835105,423987,8901042,106528,59758,129800,7229147735430,Thread<06>,4476
7230154332413,4,299126513,270318657,1827096,32630798,2019649,420937,8736566,127565,54714,96728,7230154332413,pool-firefox_fi,30000
7231189892524,4,303967598,262948656,1909832,31761397,2070702,581902,12242442,562196,99680,302607,7231189892524,swapper/4,0
7232192988154,4,304479096,287784769,1794311,36791319,1952564,556788,10309332,491239,119549,164437,7232192988154,pool-firefox_fi,29997
7233196877118,4,296973102,261579399,2277811,36155420,1902692,612629,12572886,482894,120153,274375,7233196877118,Thread<05>,4475
7234200614462,4,306783605,278311951,3937115,51959172,1668867,406245,10981943,605494,185683,164869,7234200614462,Thread<02>,4472
7235210312780,4,286357375,295358618,2427832,41888860,1797106,289841,7092043,105239,71508,65727,7235210312780,swapper/4,0
7236224206481,4,295685412,265171785,1628417,39032195,1924273,403179,9264308,288675,225402,90849,7236224206481,code,4486
7237227794867,4,276614345,232597487,2096821,28190402,1738222,426396,9474623,343661,124913,110636,7237227794867,Thread<11>,4481
7238230735128,4,284404401,250189184,1752143,32246888,1913720,427105,9576029,345281,169393,116841,7238230735128,kworker/u32:0,8097
7239248873181,4,299931499,262993380,1600147,35088116,2232945,311300,5427341,376862,105506,56663,7239248873181,kworker/u32:4,18802
7240274580868,4,300277970,272117117,1973706,33568213,2097921,317647,5907092,365000,84951,51124,7240274580868,migration/4,29
7241278046422,4,294816847,268896855,1864382,39711437,1853558,459073,8989050,441716,121184,49948,7241278046422,Thread<15>,4485
7242286387963,4,298567956,273090155,1749631,35825788,2073897,293125,5796772,350911,108550,71912,7242286387963,pool-firefox_fi,30001
7243289930422,4,284603414,249216835,1660750,35345034,2393612,379621,5818287,107276,53536,69671,7243289930422,kworker/u32:3,28738
7244292904236,4,286504377,287113974,1814589,41150950,1855441,320728,6068668,110592,64626,70935,7244292904236,pool-firefox_fi,27645
7245328379349,4,299730046,253706780,2198554,35371393,1971429,336808,6667933,376013,107537,71665,7245328379349,swapper/4,0
7246331175565,4,292643208,248830903,2015340,35744864,2136564,669039,12886079,474517,113281,60713,7246331175565,kworker/4:1,6436
7247384450839,4,276504021,234395144,1950802,38262261,1971253,305084,6240161,103491,78860,67291,7247384450839,gmain,3399
7248399820208,4,301210589,299257954,2173071,42790368,1896525,301241,7183957,376217,114911,85331,7248399820208,Thread<03>,4473
7249519569083,4,298994766,284389310,3261415,43965811,1567409,497221,13198869,685814,44010,274152,7249519569083,Thread<12>,4482
7250534943003,4,284035135,251792028,1819798,38744607,2076951,264452,6284211,299422,38607,123633,7250534943003,Thread<03>,4473
7251538028457,4,285987035,249182303,1813469,36460170,2163448,278689,5331105,329904,24007,90546,7251538028457,gmain,3399
7252540770575,4,296250467,258329364,1590264,33184763,2175179,316102,5385497,366322,19281,101748,7252540770575,code,4768
7253544551450,4,284511706,320608276,1468596,44925079,1561227,250373,5179116,302073,29949,102622,7253544551450,code,4768
7254548584946,4,296780699,274786969,1853194,36390591,1877767,271925,6400620,364812,27674,185653,7254548584946,Thread<13>,4483
7255554394237,4,291973199,268597220,1816790,36940772,2039193,273895,5725350,316967,28944,249419,7255554394237,Thread<15>,4485
7256587601929,4,304012562,254040160,2072023,37706341,2287253,644375,12175886,535612,27491,153942,7256587601929,swapper/4,0
7257592149752,4,292315587,282980761,1847328,35284840,1886287,561899,11726476,464690,26664,139361,7257592149752,sudo,29958
7258595152057,4,292460885,281260939,1789392,35650739,2009165,549673,11113796,464850,24413,106352,7258595152057,pool-firefox_fi,30002
7259605993027,4,288380119,242977900,1817606,34673096,2193610,468298,8619865,337483,21521,142053,7259605993027,swapper/4,0
7260611182776,4,284843733,293064120,1706777,39611077,1815616,382301,8430583,347764,55364,176050,7260611182776,pool-firefox_fi,29999
7261614078447,4,297400038,257537477,1961119,34684907,2073379,429194,8833883,389475,44634,235346,7261614078447,Thread<01>,4471
7262618376470,4,297737260,292401700,1732049,42789236,1889991,417472,9315107,469122,29568,142484,7262618376470,swapper/4,0
7263621584481,4,297040008,238393506,1924584,34473004,2355547,479918,9089523,474296,26924,131661,7263621584481,swapper/4,0
7264639278041,4,297697844,283635240,1845897,36161087,1915957,129238,3016027,249600,27504,137332,7264639278041,kworker/u32:1,27026
7265642500658,4,286285836,225627867,1983869,32473422,1913980,143226,2755862,225046,49141,208062,7265642500658,swapper/4,0
7266645585412,4,284516981,263147718,1687437,33292745,1972372,134980,2815926,225101,46432,228431,7266645585412,swapper/4,0
7267648816279,4,293109250,251721826,1869270,32514940,1904404,115387,2743433,244721,48375,310470,7267648816279,Thread<00>,4470
7268691596363,4,297522463,259934389,1910059,33131331,2022603,444707,8560955,488044,21743,113771,7268691596363,kworker/u32:1,27026
7269694716611,4,300148345,292203044,1767576,31539623,1901278,399499,8967170,467251,22187,121290,7269694716611,kworker/u32:2,117
7270698681525,4,280151025,268888392,1768955,37240688,1791047,354611,8662854,441450,27887,144459,7270698681525,Thread<00>,4470
7271723672157,4,289579527,286472155,1620224,39342568,2119022,591420,10670343,429137,83654,174119,7271723672157,Thread<00>,4470
7272726830691,4,295006440,281323050,1721575,34932845,1865599,568474,11823779,473584,85781,261700,7272726830691,code,4768
7273732141604,4,291417206,268584405,2069491,36067034,1988606,622897,12174503,473648,74899,255076,7273732141604,pool-firefox_fi,29997
7274735202229,4,307896564,284317967,1755630,39159048,1925791,594735,11784976,458946,85770,275132,7274735202229,swapper/4,0
7275754154732,4,290229021,268495679,1939923,36609947,2150223,615108,13050727,413182,88999,314755,7275754154732,kworker/u32:1,27026
7276757108997,4,278733039,230183343,1929981,32170265,1969567,582289,10503783,469618,99062,248646,7276757108997,data,29996
7277760279357,4,285072023,247215444,1901662,35656991,2102126,591048,12287624,421851,109425,233245,7277760279357,pool-firefox_fi,30005
7278772306111,4,293605189,229460657,2551994,32036873,1995885,474769,9392619,592921,46243,279893,7278772306111,Thread<15>,4485
7279775105341,4,292653212,257181581,1762632,36606598,1904138,383938,9306220,130084,73895,268924,7279775105341,Thread<04>,4474
7280792094273,4,288373970,267589224,1651555,36206369,1871333,410205,8894854,107022,66619,237442,7280792094273,Thread<09>,4479
7281797965490,4,290862586,250892173,1982937,30024061,1874740,440168,9495031,124835,50204,198014,7281797965490,swapper/4,0
7282802818912,4,291145453,255707716,1822159,30487920,2210783,473722,8361121,123593,59444,134465,7282802818912,pool-firefox_fi,27645
7283805675290,4,293339098,262017345,1710238,33093776,2019134,397688,8830831,125324,41919,174078,7283805675290,Thread<04>,4474
7284821629118,4,282384887,245620897,1705956,33011331,1948552,526642,11215627,342321,131379,205626,7284821629118,pool-firefox_fi,30002
7285825027196,4,280241700,217417530,1999818,33923209,2066879,603906,11989263,330052,120024,241615,7285825027196,data_thread,29995
7286837800521,4,292713838,273911253,1827346,40996026,1968627,567129,12354975,112071,84339,183556,7286837800521,Compositor,4448
7287840727806,4,274614206,231579357,1931838,31459215,1839471,551971,11777431,119193,75565,187322,7287840727806,firefox,3314
7288843921610,4,290232042,252279574,1905620,35695585,2046504,532297,11740958,122745,83923,253338,7288843921610,Thread<03>,4473
7289847211520,4,289853410,228149186,1942089,30411069,2073211,515664,11642207,108340,62153,221572,7289847211520,Thread<12>,4482
7290850203351,4,274408105,231740275,2093651,36043414,1770183,503713,11929533,100022,91996,193719,7290850203351,kworker/u32:4,18802
7291853139802,4,284709354,229377532,1807233,34650134,1987280,585583,11854989,111354,68134,216380,7291853139802,pool-firefox_fi,30001
7292870436298,4,287598992,209274807,2184568,31477452,2077079,639750,12649015,128030,108071,394893,7292870436298,pool-firefox_fi,30004
7293874060906,4,278225292,211602750,2927594,32405284,1794724,645192,13492166,134684,124115,566986,7293874060906,Thread<03>,4473
7294877387155,4,288469618,267154522,2077344,38842455,1850352,574738,12891034,107972,142864,532162,7294877387155,code,4768
7295903958756,4,292480619,282151326,1623761,39679681,1971715,563434,11992645,110044,99169,254795,7295903958756,pool-firefox_fi,30003
7296907133527,4,293706583,296725404,1930131,41777388,1860130,540238,10864422,89633,150080,294630,7296907133527,code,4768
7297909758580,4,289183534,243330195,2158052,33743465,2110674,580105,12125738,125719,96848,240811,7297909758580,kworker/u32:5,30210
7298915393597,4,284549165,266006221,1797797,34967425,1997249,477938,8443109,480070,25877,115055,7298915393597,Thread<15>,4485
7299937245047,4,293584355,246762276,1947400,34938626,2117504,282027,5749777,369502,25726,123409,7299937245047,kworker/u32:1,27026
7300941120764,4,289956786,275670262,1642423,37787615,2094077,300541,5611402,372384,26007,244010,7300941120764,sudo,29958
7301946498568,4,285235179,265428001,1738858,35093558,1933759,422064,8758892,365723,33071,193777,7301946498568,Thread<08>,4478
7302949711149,4,295605841,266449855,1752046,35647048,2001377,444595,8868018,389360,47324,202739,7302949711149,Thread<06>,4476
7303977213980,4,285659113,299469981,1650096,36838387,1797070,421437,8702305,464221,27268,118586,7303977213980,Thread<07>,4477
7304980795054,4,288447448,289229204,1770136,36082613,1731057,418024,8188736,456805,50939,175962,7304980795054,Thread<12>,4482
7305985061486,4,291257879,275346473,1730788,33831011,2146383,404701,8379269,519036,44501,178101,7305985061486,Thread<02>,4472
7306988532008,4,300200143,301679885,1667929,35456578,1873685,376350,8651502,491834,50167,237344,7306988532008,Thread<12>,4482
7307991861315,4,292378695,258744726,1647073,34309224,2232400,408005,8445412,438310,24544,127597,7307991861315,Thread<04>,4474
7308996557075,4,284857861,261366624,2332086,34815332,1820816,467169,10255235,480759,34046,195825,7308996557075,pool-firefox_fi,29998
7310039251997,4,276916559,258584943,1604459,32466126,1901046,424351,8532410,528031,53987,268451,7310039251997,swapper/4,0
7311042389881,4,296308565,242221266,1991005,35294899,2252045,467460,8725513,484172,56591,256149,7311042389881,gmain,3399
7312077485357,4,294143115,260945975,1745601,34845091,2047074,425671,8468143,468462,65876,241054,7312077485357,Thread<06>,4476
7313104681902,4,292350556,268840811,1459152,35294920,1845189,244593,5913142,411340,25499,179736,7313104681902,ToDesk_Service,1199
7314131305891,4,283360649,269537709,1811947,37899052,1768066,512379,11272408,462561,83885,321225,7314131305891,Thread<03>,4473
7315134780847,4,284552761,264144329,1716942,35929667,1902581,549624,12213372,108520,95933,352677,7315134780847,Thread<12>,4482
7316156757451,4,296400956,296645575,1648482,41251808,1971550,380039,8137692,471170,30230,162185,7316156757451,Thread<04>,4474
7317218624385,4,288467097,262959978,1718101,35352776,1821789,396126,7944150,457714,24668,154611,7317218624385,Thread<02>,4472
7318221893671,4,284074691,282615938,1560760,34256757,1838990,370935,8166270,461905,23929,114088,7318221893671,pool-firefox_fi,30003
7319228217757,4,289879450,247969990,1986021,32920113,2137263,439238,8786854,482466,22972,119269,7319228217757,Thread<14>,4484
7320231479787,4,292935900,230170577,1691072,29927746,2198846,433053,7929820,505213,21561,122793,7320231479787,DefaultDispatch,29852
7321254343050,4,287498160,293828084,1615862,38359243,1723585,379846,8501360,323520,30562,154974,7321254343050,Thread<13>,4483
7322275596889,4,288521402,279429907,1294918,34937778,2173172,395192,7849911,437581,26856,100427,7322275596889,kworker/u32:1,27026
7323292631258,4,295227445,249375248,2062700,33719199,2462438,563337,9621880,346583,22773,95925,7323292631258,Thread<06>,4476
7324295786516,4,299376774,283154251,2311835,39220852,1966434,444908,9820662,351405,31290,284911,7324295786516,pool-firefox_fi,30001
7325305645586,4,290564518,315257184,1655151,37850574,1771209,441118,8574098,338155,26775,127804,7325305645586,pool-firefox_fi,30003
7326334477036,4,289170595,242635384,1827602,30112393,2186895,650738,11340069,514155,71649,282834,7326334477036,kworker/u32:0,8097
7327337704802,4,298200265,289676715,1438358,33388938,2113007,498849,10001685,537908,65219,262630,7327337704802,Thread<11>,4481
7328340704958,4,293384832,270110121,1755791,32467913,2007535,551589,12481759,453695,75977,260709,7328340704958,Thread<13>,4483
7329351400745,4,281168164,248070292,1616421,34685344,2106983,413359,7617886,463170,26179,134773,7329351400745,Thread<06>,4476
7330354835114,4,282984995,238740519,1838997,30223634,2121172,143116,2917719,247861,23816,120664,7330354835114,gmain,3399
7331357734082,4,285742921,237955362,1777158,33687666,2090319,119503,2752118,211537,24411,163634,7331357734082,Thread<07>,4477
7332384383917,4,284455019,253506402,1840277,39989119,2024001,431993,8669517,407891,56534,266719,7332384383917,Thread<05>,4475
7333388037601,4,284792352,246806196,1822078,29039541,1918819,394877,9013949,512622,42811,174535,7333388037601,firefox,3314
7334390770358,4,293536211,286302632,1829061,34281169,1835444,440435,8890519,476238,59354,163296,7334390770358,kworker/u32:3,28738
7335415394592,4,290765384,238052605,1904305,34421997,2182210,430383,8258743,458652,47176,199054,7335415394592,pool-firefox_fi,29997
7336425476290,4,285904176,288254271,1812744,39542062,1852997,386534,8213563,423598,32070,180149,7336425476290,data,29996
7337429397971,4,261035192,201276991,2004604,31510334,2138526,384592,7403237,366677,21570,125880,7337429397971,pool-firefox_fi,27645
7338457799875,4,234990785,136622160,2417147,25858773,2552506,373804,6874922,182319,17903,98415,7338457799875,swapper/4,0
7339513801124,4,232257226,150385263,2204402,28621868,2658148,364748,6673091,249818,16198,87474,7339513801124,firefox,3314
7401377784663,4,212415959,208895084,1417751,24865431,1517309,235322,5375137,136731,30478,119012,7401377784663,Thread<14>,4484
7402418796205,4,225617172,238899026,1371723,25182718,1452742,311407,7542103,376732,18731,108471,7402418796205,sudo,29958
7403422028023,4,245883393,320194933,1081203,49147396,1460312,319250,7642246,364890,25171,94368,7403422028023,swapper/4,0
7404431689386,4,227897960,250765020,945235,30237116,1523952,456546,9010106,394292,104668,162474,7404431689386,gnome-shell,1387
7405460068072,4,237392165,251308864,1195022,32439251,1685024,351959,6495358,401422,30789,61006,7405460068072,kworker/u32:0,8097
7406464924345,4,240697187,250396883,1155081,29332022,1511926,427239,7812312,411222,39150,119391,7406464924345,Thread<10>,4480
7407468065592,4,228442178,238684677,1213181,24771336,1477247,455013,8518944,400664,34423,96557,7407468065592,kworker/u32:7,30757
7408489438974,4,251794254,290348103,1259708,30547213,1472664,384270,7215833,435026,19186,128004,7408489438974,Thread<03>,4473
7409492021775,4,254032823,304122693,1372737,42074282,1648707,373903,7616599,312263,32078,104817,7409492021775,kworker/u32:3,28738
7410495158842,4,251402539,339621152,1085865,46689947,1322731,269244,7036196,359572,53007,102125,7410495158842,code,4768
7411511489117,4,226243202,253966816,1517904,36897064,1787264,331250,6785932,320224,25013,71316,7411511489117,Thread<07>,4477
7412532847358,4,237920641,262671979,1336838,32977844,1669496,356802,7096144,314230,19707,73320,7412532847358,Thread<14>,4484
7413536870444,4,215914070,239799153,1030938,26832648,1458512,291659,5862992,278470,20261,81898,7413536870444,data,29996
7414540204338,4,237729750,259423081,1399276,33052385,1651853,366854,8717074,286992,25628,115333,7414540204338,Thread<03>,4473
7415550676599,4,237665980,282233426,1233452,29909534,1376375,103069,2429496,224018,23548,83402,7415550676599,Compositor,4448
7416554377237,4,238115005,266654370,1432815,25070761,1447237,106196,2403977,194028,12613,96445,7416554377237,data_thread,29995
7417557501058,4,216028103,209677506,933163,23890103,1507103,85030,1784632,193177,17766,89192,7417557501058,kworker/u32:3,28738
7418563145113,4,263865381,306214316,1324765,46237539,1873772,131220,3270362,215448,45897,85277,7418563145113,Thread<07>,4477
7419590882284,4,255720160,266250991,1101159,41458383,2208680,437239,7758936,284026,27710,93274,7419590882284,Thread<09>,4479
7420601945840,4,221806830,264217711,789637,27235297,1336758,255444,5647423,367590,23727,69767,7420601945840,kworker/u32:7,30757
7421607736643,4,235210165,258410535,1077710,28668582,1597247,213804,4699399,309804,21138,116138,7421607736643,Thread<11>,4481
7422611135586,4,222221666,220239347,782816,24884729,1775178,195948,4454483,308497,16773,85790,7422611135586,Thread<01>,4471
7423627961358,4,231689955,301478259,1011788,35142872,1457106,443120,8370819,339666,22958,168353,7423627961358,kworker/u32:6,30743
7424633256785,4,241692141,308659616,1213838,43863222,1581918,470815,8905463,351494,31056,100875,7424633256785,Thread<02>,4472
7425637497957,4,240798790,279361179,1147463,35647893,1787276,596358,10128713,440272,15844,180247,7425637497957,swapper/4,0
7426640679357,4,214825026,264392156,910373,29401712,1216055,100515,2086456,159938,13626,136291,7426640679357,kworker/u32:0,8097
7427662643524,4,250431129,340130101,1028193,45383922,1557448,390750,8515608,419503,149548,171128,7427662643524,code,4595
7428675052603,4,249784465,304967358,1114520,40653898,1694693,458467,10755387,439091,35373,95373,7428675052603,Thread<02>,4472
7429678938714,4,223009598,286140394,855527,31422393,1171309,387184,7872443,316030,26650,64503,7429678938714,kworker/u32:3,28738
7430682404382,4,243144216,279647252,1062459,37454936,1732068,475013,9789452,340451,30491,95701,7430682404382,kworker/u32:0,8097
7431694622106,4,232503311,291859128,959112,35162615,1540451,400120,7655423,360109,28001,102721,7431694622106,Thread<02>,4472
7432714404300,4,235183658,348538338,726602,40516023,1137679,232473,6730194,384696,36681,83076,7432714404300,swapper/4,0
7433721783060,4,226909311,273175884,689355,35153848,1438523,263538,6039419,293038,25168,120420,7433721783060,rcu_preempt,17
7434724938924,4,213476700,244370290,969863,20669718,1147202,253278,5982232,338373,18807,72525,7434724938924,swapper/4,0
7435728577117,4,237193788,291924051,857553,46622207,1656001,312949,7287237,243493,59753,103743,7435728577117,kworker/u32:2,117
7436737840560,4,234458474,246024831,1016229,27695083,1336376,375590,8597095,323715,34847,125302,7436737840560,sudo,29958
7437741862329,4,248205619,302269531,950986,38246766,1628206,416738,9082489,388742,22832,201461,7437741862329,code,4552
7438744965406,4,240894524,283048686,1301300,37736771,1447175,369641,8679195,345577,51845,159712,7438744965406,kworker/u32:3,28738
7439748486697,4,226455525,285140628,1061892,39940526,1589705,486546,9727111,313568,35450,189373,7439748486697,swapper/4,0
7440757529803,4,246470055,286081976,1042118,27839675,1685192,298217,5730106,425857,18904,47477,7440757529803,kworker/u32:0,8097
7441760708528,4,265373837,349730962,1312517,40926206,1505774,310678,7209189,408439,30576,131622,7441760708528,Thread<09>,4479
7442763309597,4,249284650,371866964,1107924,54783786,1292797,282994,6929230,376695,37443,80805,7442763309597,sudo,29958
7443767049923,4,234068817,327075735,841524,30536543,1200768,288415,5805263,366407,19824,117776,7443767049923,Thread<13>,4483
7444769874352,4,233572600,273334458,1155806,33055816,1384707,290208,6950430,403029,33294,80455,7444769874352,Thread<09>,4479
7445794668347,4,227329750,259147238,953278,23350523,1389427,283784,6105933,389585,13848,84480,7445794668347,Thread<11>,4481
7446798041666,4,248040580,379767288,704785,51366995,1406552,403574,8375248,393044,93762,89979,7446798041666,Thread<01>,4471
7447812471743,4,255024847,374590051,881870,54636903,1695388,331839,6450973,79193,47710,57712,7447812471743,code,4595
7448829693319,4,223127084,264101164,818026,26008410,1437011,184809,4225576,292320,17075,36582,7448829693319,swapper/4,0
7449832736925,4,245325057,306907223,1187846,36510795,1485159,197190,4961989,313828,58365,31238,7449832736925,Thread<04>,4474
7450850356325,4,227418291,287147816,905018,25569099,1302453,259322,6369073,318197,24420,115942,7450850356325,Thread<07>,4477
7451853596403,4,208358126,209436268,731836,23114661,1395874,223613,5538117,410184,19725,65380,7451853596403,Thread<14>,4484
7452878259049,4,249217372,291103626,1317287,35238143,1581480,464560,11181919,432294,123732,165198,7452878259049,swapper/4,0
7453880953391,4,251611614,368853731,804223,52900850,1392099,306687,8642077,370632,147762,148981,7453880953391,kworker/u32:0,8097
7454883720999,4,218983372,308972282,759667,38834374,1222654,330377,8304291,312578,162722,135917,7454883720999,Thread<09>,4479
7455887151477,4,225735674,236371437,914254,33589835,1804575,476593,9576046,399587,102353,119329,7455887151477,Thread<03>,4473
7456910336987,4,219871284,261859200,853476,27366581,1265496,282999,6235760,368452,25368,107332,7456910336987,swapper/4,0
7457913503610,4,262941000,297389396,1223137,42340387,2124805,447797,8477270,418353,26595,89685,7457913503610,Thread<12>,4482
7458916452330,4,235477096,296457684,902437,37129391,1704813,370421,6940000,397272,25846,54399,7458916452330,kworker/u32:2,117
7459936955935,4,230696270,293506163,747684,39507956,1417225,266899,6207275,98521,28557,95036,7459936955935,code,4768
7460940468632,4,256718862,304484405,2604799,40475104,1279967,456900,9173398,175189,28798,134370,7460940468632,kworker/u32:7,30757
7461943760213,4,238036077,251452196,1312622,22440817,1397463,350818,7040542,112666,19132,81418,7461943760213,Thread<13>,4483
7462965675465,4,225078998,277176241,881762,33183383,1375689,296803,6590775,399972,19279,69710,7462965675465,Thread<04>,4474
7463985444489,4,236440068,260351908,848369,31650052,1655748,277836,5761181,346408,28170,64992,7463985444489,Thread<06>,4476
7465000964635,4,252660700,313623050,1121131,38995773,1393397,293011,6970973,448087,46119,87391,7465000964635,Thread<05>,4475
7466022300351,4,222816320,252258890,1078980,32192049,1238923,316860,8146318,327945,54427,171090,7466022300351,kworker/u32:6,30743
7467028227977,4,238266938,274779275,1083555,38723736,1428263,271985,7064304,333251,23480,161392,7467028227977,code,4768
7468044620664,4,223516595,279209059,1063552,35457676,1169195,190436,4704442,265509,24562,35529,7468044620664,VizCompositorTh,4502
7469047952775,4,251282062,317026546,808799,38844004,1652126,188554,4803078,279052,45667,68768,7469047952775,rcu_preempt,17
7470066588080,4,236302302,278299849,1100127,30857103,1450734,332869,6885700,204408,20303,61808,7470066588080,Thread<13>,4483
7471070324440,4,227313119,254551040,909467,28948815,1501930,386772,9000268,220446,40476,150242,7471070324440,kworker/u32:0,8097
7472075875845,4,238563096,255065426,922650,26711517,1499965,220867,4001348,274620,35589,155088,7472075875845,kworker/u32:0,8097
7473079220540,4,223611298,244443982,780536,31210387,1834583,249595,4182652,269728,37892,82353,7473079220540,swapper/4,0
7474090672584,4,240999481,271438061,1093799,26060216,1346619,299697,6595204,408352,20956,149117,7474090672584,kworker/u32:6,30743
7475093893805,4,251033052,308976413,1103646,48364167,1748380,364012,7586040,376479,34856,139881,7475093893805,kworker/u32:2,117
7476097104483,4,220015692,235408123,977191,29346446,1397876,277689,5125164,370871,26395,130124,7476097104483,DefaultDispatch,29853
7477111313880,4,224853765,235462237,1004831,25603696,1573270,282552,6177491,405539,21882,74706,7477111313880,Thread<03>,4473
7478123972728,4,237408215,302802803,851975,39795610,1581243,277491,5818565,338202,30701,60461,7478123972728,Thread<11>,4481
7479146774458,4,269400513,368556520,1089667,49165730,1616356,507860,11003297,459104,50003,211646,7479146774458,Thread<02>,4472
7480151496100,4,253110006,301050609,1332072,36398459,1540385,419259,10501807,432632,30945,122010,7480151496100,Compositor,4448
7481154847453,4,231877800,240752591,1021372,26596942,1446066,355856,7928909,431024,18236,148537,7481154847453,Thread<10>,4480
7482168976478,4,224229980,261118252,894034,24267153,1387045,190553,3720281,349841,20192,41480,7482168976478,Thread<08>,4478
7483172502441,4,236966168,265437435,1187207,29599738,1614531,254468,4879974,319387,30026,38938,7483172502441,Thread<06>,4476
7484213344956,4,257794360,304034475,1040060,30847649,1850638,398441,7633998,471057,42031,103546,7484213344956,swapper/4,0
7485216403756,4,271022997,371021334,1312265,54811790,1589326,387172,8407563,299978,66131,155225,7485216403756,code,4486
7486219415484,4,225359257,239089273,885518,33096215,1796122,344101,6491878,336847,22709,115134,7486219415484,code,4768
7487263539025,4,241153938,358438822,825063,51630202,1365829,280561,6633436,317784,53280,64541,7487263539025,kworker/u32:3,28738
7488266682481,4,244696239,275479625,833468,26445141,1695917,420218,9561765,441161,18778,128074,7488266682481,code,4486
