sec  cycles      instructions  cache-misses  branch-instructions  branch-misses  L1I_miss  L1D_miss  iTLB_miss  dTLB_miss  elapsed_ms
47   608531681   583645112     9964773       94916242             4173514        360576    7358483   166176     384641     100
47   332076054   412191055     6471818       90289846             2269093        348414    3841520   142228     143480     100
47   184319181   144871522     2685962       80566609             1915197        288195    3638222   213405     225698     100
47   1739817166  1804151881    12489145      392502913            6693575        261318    20283718  223015     1602718    100
48   132742139   29854167      1125712       9630869              868959         95777     882242    27447      25443      100
48   215340675   80928619      2447064       12901634             1139601        94919     937805    46203      52990      100
48   211438288   56730192      2311846       11569332             1251596        129010    929551    34965      42498      100
48   300808494   99952214      1944820       9724357              957305         79466     837804    37653      39197      100
48   359394834   223163125     5699629       38672229             3248122        299763    2369373   144347     95020      100
48   370001910   250967452     5288669       52233771             1579956        170021    2784810   109784     140016     100
48   297122896   380859882     5046644       91150879             2060156        326610    3860251   146634     183147     100
48   311315131   391867601     5621627       79922410             2329050        317203    3686274   163986     156503     100
48   1638295797  1619437670    14196122      327241944            8345716        341797    23221510  195727     2582421    100
48   155340533   73436032      3369698       14569277             1501451        221737    1983882   154889     177835     100
49   131781293   28886815      1034674       7452840              850305         98729     786773    27859      22512      100
49   194143239   55782746      1760155       9503285              961717         99425     862670    41692      36157      100
49   205456380   56688873      2094160       12851535             1069481        107673    953541    39410      35461      100
49   248039318   97558467      2751216       15975056             1387356        131302    998315    43372      39497      100
49   313536419   236972327     3939566       23925447             1584326        151012    1643236   78547      96986      100
49   339883717   243537540     5255634       22521447             1305158        128104    1518444   62240      84041      100
49   182875350   96512839      4483967       19641259             1550952        224453    2589295   85786      143783     100
49   1235994590  1352549159    10525180      265538532            6982593        367884    19447026  226773     2006288    100
49   159101661   58549537      2851375       23230805             1547455        194678    1771096   97213      100781     100
50   172060096   44454571      1456992       10610669             1260480        150080    1806712   105827     111074     100
50   145243040   44773564      1417401       8906003              883854         95138     682825    21757      36887      100
50   166972633   48751962      1744944       10358649             1059385        96223     939792    52670      38613      100
50   262185121   77053791      2659125       13409768             1076581        92785     808599    38004      39106      100
50   240918581   93426603      1999976       17315178             1525785        147709    1077643   52225      63864      100
50   543462044   380580176     6034905       37279038             1783329        126048    1303220   59138      78615      100
50   331283631   304703291     7139408       58986542             1945968        274120    3056714   89728      93611      100
50   258724528   283692752     3176296       89976033             1777461        282422    3747770   172248     195342     100
50   208857217   102645236     3689063       18702766             1684203        227242    3277361   101588     158578     100
50   1307324027  1242332819    10088361      230254044            7093324        255829    29060541  155730     3961606    100
51   229690745   120367143     3257228       24426265             2318463        217346    1262776   52952      68189      100
51   149744098   47501448      1454111       11768313             1126985        122989    1184373   61796      50250      100
51   265058291   65396312      1945589       7584886              797710         69359     727525    27477      39686      100
51   216643099   61301672      1964897       17844719             1708633        153410    1135684   55874      39422      100
51   205290703   68173668      2371950       11265871             1088660        134221    918736    58412      62201      100
51   358891846   258516073     5335892       31668467             1645745        158412    1787696   50256      53613      100
51   344238865   387366050     7949839       69588188             2388385        278351    3536618   113949     109097     100
51   237589943   187522674     3269382       86725687             1929640        264801    4674100   218168     274293     100
51   146105542   51093393      2903663       12551656             1480781        252240    2991847   126336     139379     100
51   187150540   69118638      2357648       14752004             940502         94086     1038826   72809      84291      100
52   160112580   39504644      1517571       9936620              1334130        153879    1714950   55719      73638      100
52   174050609   48879893      1516261       9040408              905141         70252     560936    29072      33852      100
52   173821409   44687968      1223007       11322524             1230398        117860    865583    35429      28942      100
52   227097473   67122747      1713832       13609503             1116845        109286    1143948   50678      51590      100
52   210292948   51872145      1774446       11100319             1214875        106058    986634    23934      37093      100
52   355035754   248341760     5212115       37386440             1880359        193758    1530102   63714      60232      100
52   379907457   445576642     7814785       69918757             2354349        298413    4429279   132320     156809     100
52   420430197   381770793     4937565       105753359            4721417        270218    8145507   166265     455420     100
52   150267920   49163514      2869323       14769472             1476088        172393    2725934   91119      151102     100
52   1769535871  1774016425    14570694      299980252            7601981        294350    17431182  216392     2674877    100
53   198212089   43703552      1561456       11173219             1220442        149600    1948497   112095     148888     100
53   151519705   38763694      929816        10213138             1347844        136164    911308    61828      78783      100
53   145645327   36374503      1052956       7936875              867792         97394     881399    37132      41327      100
53   232109426   85741751      2695756       13228197             1523431        126517    823377    45879      50479      100
53   372402933   300888786     6388518       51821332             1529070        136033    1351374   40196      26812      100
53   266214160   345939171     4624833       60653721             1966688        311576    4240323   124703     135283     100
53   221976315   88642961      4181435       31820929             1898455        182276    3615189   113803     181631     100
53   279986244   357928918     5513123       56498091             1938811        312946    3935672   155030     163137     100
53   242244646   185673105     3794275       66574182             1685486        218157    3457363   190163     213915     100
53   1815871675  1800314530    14835853      323328682            7502722        237815    20529679  98274      2204165    100
54   148586307   38316070      1506771       7784424              932186         112091    1931212   83248      86349      100
54   177813770   60899748      1565920       11735053             1007338        121321    974600    77224      70969      100
54   343104729   346547526     2995269       43627729             1748715        134821    1099428   49618      42546      100
54   194372852   76673965      1805064       10037194             1220552        113773    999655    58943      64997      100
54   447563658   219092524     4370361       32794479             2194010        164461    1330886   57166      38341      100
54   328244444   277606104     4935868       58267511             2429510        222986    2531826   86142      97610      100
54   285288729   405293057     5023617       91999042             2255616        329902    4209536   147334     145492     100
54   184840371   91961888      3564752       66157817             1765055        182833    3350319   174775     222351     100
54   214236063   126436379     3563930       46629473             3625548        264345    5969125   196867     451313     100
54   1718340390  1809529307    13904876      312729728            7154974        318368    15503584  195890     1884886    100
55   116201339   28455893      617390        7141620              962246         122602    1036503   80378      88031      100
55   144232230   44614505      1576543       11510528             938987         96756     774827    26009      43213      100
55   352194914   263350642     2735153       15398785             1475990        91762     890265    33842      38692      100
55   174050567   64240131      1759592       11354047             1293639        123526    853042    37857      28750      100
55   311617736   226116423     5226508       28175651             1858039        176132    1587794   66326      81339      100
55   386263186   241364979     6577563       69414329             2961086        273410    3114982   121610     89082      100
55   335404686   437196717     5000804       79112575             1867267        337950    3991432   148056     151422     100
55   241245614   106509461     3670731       47866531             4641586        178550    3150430   73625      113076     100
55   199740866   104654835     3206523       24592680             1639610        195150    2188119   129959     149218     100
55   156868244   56893818      2213913       12097914             1224383        133216    1760722   77732      64293      100
56   259389498   128963625     1618856       14149455             823085         85899     744174    45795      60570      100
56   206891958   104888200     3196137       32874978             1572669        143146    2700462   34880      96059      100
56   144258457   42123798      1431658       11067374             1059719        141081    1242884   63222      57713      100
56   282580684   64950299      1168891       10205799             956004         87196     734389    53380      31553      100
56   332507341   239408639     3949229       20052815             1661875        151084    1371354   49634      74567      100
56   363852820   318942252     8290279       69348176             3193464        387000    4995722   175288     145342     100
56   663392493   686726407     7517397       172681237            5022022        419927    8033823   265843     364647     100
56   193267863   88357041      3881281       26675723             1796747        185733    3143451   115105     158618     100
56   1553687233  1592749518    10040545      238908936            4213196        240716    13047037  217759     1359171    100
56   142661994   35205795      1328173       9189289              1247448        154154    1207131   62277      45809      100
57   165458480   45087406      1274526       7250680              850980         88913     853386    65223      85277      100
57   181986564   69000052      1398863       14683389             1998731        148727    1481753   66804      41766      100
57   207060274   66210825      2816718       14788494             1067230        104702    776916    25136      19359      100
57   238040754   75319232      2223200       11466138             1191958        109690    1110420   46776      47817      100
57   315958275   250255316     5141218       35743154             1905752        170545    2121576   48224      61684      100
57   405752396   406784071     5330140       69414440             3084133        307835    2871568   99603      122279     100
57   265671433   272330701     4272570       105656159            2318726        298399    4376377   172860     203312     100
57   167118843   79550887      3857570       20192873             1695101        177876    3230356   88620      151939     100
57   1600943394  1600965340    11164629      280096027            5613123        224580    19909277  145953     2181030    100
57   152666598   53090158      1783193       10916070             1102253        116769    1134617   73231      88496      100
58   152701657   64156797      2147132       12853475             993779         88771     684928    24143      25032      100
58   275958836   88901123      2816397       15907527             1066524        126151    1297006   63286      36855      100
58   249431325   86880163      2463099       17193715             1640876        156394    1249249   64998      53777      100
58   189231199   63848483      1823758       16089995             1659093        155512    1433727   47361      64218      100
58   336227656   262685769     4452629       40075739             1535197        141705    1674605   60947      40578      100
58   513465250   514078019     7616018       165321961            3770411        323274    3844781   95931      119278     100
58   304607534   332476280     6703943       61496497             2073551        246013    2771441   89870      92223      100
58   468101039   358392351     4495812       85064231             4230471        236023    6193854   109809     306702     100
58   1718621830  1721869024    11892514      347578376            6164266        272562    23911733  222009     3361749    100
58   171472751   53336047      2444388       13818263             1223556        118164    1304981   56226      114871     100
59   147545326   44478314      1069090       10530748             1094760        152062    1538041   117654     139359     100
59   168176297   91401642      2004167       21176987             2118810        166396    972020    36431      52988      100
59   174690786   52060087      1641527       13067583             1097111        139674    1211347   57882      67851      100
59   299193087   109622266     3540578       16300903             1182408        121648    1040609   27220      31681      100
59   431226358   283065695     4786554       48220418             2424295        249618    4455698   90592      106166     100
59   497823652   528070179     5624043       77674737             2774716        329679    3781150   157688     190291     100
59   181506319   117535392     3630678       70363598             2084044        227707    4040675   151337     207227     100
59   192647820   72695693      2022477       11303119             1087373        152959    2167926   113853     105299     100
59   1829301617  1843830711    13181807      321918628            6081198        242440    20480706  119875     2685717    100
59   139304586   44886767      2183608       28821223             1765287        221611    3023084   121741     104165     100
60   160808315   43865114      1298761       7792327              986450         128660    1477381   85044      97153      100
60   252629027   110667910     2609031       13453390             1157956        110804    963857    36493      34430      100
60   175143509   70426144      2486293       16812090             1310419        155507    1293812   68430      55133      100
60   224320487   142762002     1853605       12573626             1410484        131201    1431390   72029      66945      100
60   357119851   243309278     5125772       48120763             1455228        205011    3269368   99244      152298     100
60   529384854   625521888     6835769       98920410             2699042        339570    3763378   116600     106848     100
60   205769372   125616719     4709369       74376751             2414369        228034    4854057   132170     193775     100
60   1634640917  1483802222    11953186      252420511            8228829        378693    20458563  347157     2064086    100
60   403136870   197362599     5858851       45292772             2375738        263641    3414721   218016     125357     100
60   154385760   53962230      2294652       23961590             1606117        167177    1837040   77867      42888      100
61   549365391   595035419     8227110       110595955            3535225        432989    5628125   225628     202204     100
61   1323131429  1466593915    21051703      338685228            4925690        960875    16835722  767657     597773     100
61   777147951   531617334     11231315      108130411            2762163        414702    6285249   276751     230504     100
61   457316959   558864447     6332428       113765355            2414313        334034    3297188   147302     189982     100
61   192331430   71206344      3472800       35123496             2467758        280892    5589474   177890     239590     100
61   175419170   64671295      1480882       8942998              988913         157604    1310525   91094      150635     100
61   1524933638  1495347855    11215274      288368216            5604917        212217    14835941  168982     986698     100
61   155527614   56019174      2183989       11217229             1093724        99294     721341    37400      31893      100
61   160891607   43317541      1581217       17063814             1906302        120701    1898416   59125      53908      100
62   171915165   58797389      1307242       10245200             1012299        95192     912197    41786      37803      100
62   224181280   82459742      2805848       18847468             1226632        138567    1138797   43026      43523      100
62   329801515   257104238     4870453       34931206             1500243        129084    1453263   36705      54506      100
62   343067999   346358596     6064190       54148129             1999317        256380    2954691   105085     150071     100
62   231758099   236948103     2983209       100419113            2218841        269847    4244586   173721     185131     100
62   200976448   101385090     4066934       21822643             1606498        166932    2237843   65658      112008     100
62   1482969514  1491455126    10507997      231610973            5444609        292591    19998120  252306     2300629    100
62   151406208   41309554      975140        7351471              731856         91942     1041248   71167      95180      100
62   416901959   164994139     8615417       29481834             2664661        356223    2977924   313503     226813     100
62   286749589   105166263     2827242       15524872             1224752        118356    1242094   84557      77890      100
63   195141134   93077108      2793157       17511054             1323228        144244    1140730   38649      54382      100
63   350281403   281427211     4004292       43802057             2159998        175450    1894546   90850      90718      100
63   254883423   359213998     3310941       85143573             2350972        256377    4323379   117437     164473     100
63   372680288   265596930     5455903       67028417             1971043        167593    3059636   90829      136621     100
63   200744725   149764175     3753062       73108783             2310426        234880    3929456   130230     149750     100
63   1341253326  1253816783    11759556      273439876            8579271        412075    21775255  263860     2477750    100
63   182909939   68078859      2026577       11135140             1099264        71154     1005269   62362      95934      100
63   207092752   92355439      2755747       14193037             1170830        200726    2181214   89512      122556     100
63   192984323   98252808      5588359       36499446             2538799        239586    2157525   112136     121236     100
63   376075530   135782075     5958347       26966057             2641791        322080    3461494   143865     119541     100
64   469969318   204110809     9088530       32490586             2948447        431268    3771201   336765     283033     100
64   4349190603  4444749846    23055857      489759417            24166536       2079350   40076812  2347217    799762     100
64   916282298   726540288     12945789      69487839             4440666        514972    8478521   266773     358480     100
64   326059534   158599072     7920952       49026166             2616108        354670    2936661   211223     178497     100
64   173862145   58152305      2066458       9690486              1143200        125545    1051807   78392      77577      100
64   195563229   88478379      3180105       17981197             1175101        138127    1526932   93995      99071      100
64   318796895   220010868     5405827       63619334             2416728        182206    4964994   69098      405113     100
64   294693291   303352307     4412461       47144906             1625811        247707    3608016   129137     121187     100
64   201115678   136299477     2286578       79555942             1563935        156125    2103367   110275     139083     100
64   217503613   93583385      3838905       17815070             1389788        170719    2360527   73482      81094      100
65   211340427   67492266      2032645       18289324             1861722        174172    1217890   47484      53616      100
65   187195353   70081685      2073970       14020547             926243         107953    981243    51257      81127      100
65   2322298663  1728591084    18140134      301194694            7897001        368792    17721115  323969     2035498    100
65   364615409   170912466     8587904       41851761             2400120        247696    1781488   109002     101795     100
65   426837270   168876192     9820130       44009268             3381409        411098    4123761   280996     255973     100
65   437245733   536104678     8177223       94327404             3144812        474332    4694506   317954     305138     100
65   251095020   136629718     5657134       63857198             2378403        256202    4320692   180989     233287     100
65   349872679   184286223     6289243       38890414             2477565        331665    3306024   220952     158478     100
65   1711413771  1363319852    11907405      118788887            7275227        672045    10471707  553008     399348     100
65   1101649741  1851573470    11381829      212674955            10212896       925237    12416768  1219475    365207     100
66   393290869   358293952     9419589       65589845             2483176        281430    2105012   173097     158005     100
66   383368769   389459817     7263604       61898687             2341188        247725    3411818   79857      100949     100
66   229339653   185438928     3088038       87713105             2002710        172923    2820533   121983     153750     100
66   276620190   152522917     4936820       63649656             2017401        276137    3350306   210116     227912     100
66   2443463548  2526268334    14662163      234017053            12320472       1001704   14256547  1174408    482040     100
66   1243642319  869490987     13578625      92060250             3463671        437849    14495899  189362     409380     100
66   924764873   992608240     13253127      97214214             3872515        458430    11526196  207079     250769     100
66   2158981958  1803563217    17959548      367730101            9266775        526097    25830087  259792     3169264    100
66   1219884452  980786075     15014867      95176087             5312642        465749    18241655  252073     489208     100
66   1238333065  1184813552    15816446      166717067            5269283        549650    13613558  258397     394234     100
67   1254938344  1362471977    14406563      110704072            6068506        458492    22528520  154768     486163     100
67   1630114826  1808659587    15470005      210372649            5652242        523409    10619150  220499     362149     100
67   1769077458  1781712570    18545997      224164245            7226873        693759    13461547  321569     437804     100
67   2824150557  3287498521    15038125      340996564            15480646       1215144   27177920  1444999    613976     100
67   983764611   519496405     9726529       93350623             5987563        296262    14084847  99297      338663     100
67   1232234512  1061597966    12987001      123369792            7254713        465869    14303453  176301     359700     100
67   546673558   292049686     6118480       63142838             3450319        335005    3455456   124338     136954     100
67   1375153161  1150134375    16410972      123534926            6564566        642319    8730455   359386     210708     100
67   1932695947  2310109248    10005636      227860397            11216563       1072405   20255530  1257267    292008     100
67   367926398   221719991     7185127       83725114             4133141        342016    4929019   304935     319744     100
68   428689178   203903687     6954721       28952081             1744420        257466    3378347   154130     193210     100
68   435030575   335912607     7916254       77886451             4585435        379105    5934075   197093     202081     100
68   364621486   309508063     6058845       50251052             2084525        229586    1896278   159333     155532     100
68   348367916   235518918     9066527       111117650            3757211        401616    3701427   166965     162861     100
68   739223550   466168446     8749664       107504709            3523364        428527    5254210   302576     346377     100
68   3238345946  2883921262    21337889      480521230            15278655       1002141   30424180  715118     2358641    100
68   198798408   134035741     3827206       28314920             1582136        194134    1577133   60686      66167      100
68   339364212   116445214     2920837       16799266             1262077        89136     960913    60902      60799      100
68   349874085   285823699     5157684       46491561             2305692        228903    2368826   61499      58608      100
68   348518990   445934606     4822333       54502377             1816820        153812    1186664   96937      175568     100
69   193960795   112374397     3515848       73210477             2009057        197075    3781050   206593     224381     100
69   2284112440  2243579270    15704761      183903070            10212632       1026865   16937333  1011590    386246     100
69   233649416   265578240     1555388       33568025             1126128        156443    1669991   85042      100609     100
69   169217361   52748324      2782180       26150541             977183         80555     1722073   25531      45399      100
69   821301617   865435474     5957123       70646286             4805464        488829    6900631   746969     299993     100
69   2318413975  1974231109    11861689      227105070            13448717       1103570   19824054  1067757    484363     100
69   1232950620  463304357     8957310       66840280             5974750        577094    4158914   387791     358409     100
69   708406525   413904337     15054213      121078052            5612878        668250    6824852   229875     267333     100
69   1153939029  618165011     14927905      111388445            6048443        713217    6068224   331206     259991     100
70   795171511   674329057     13120343      118324333            5120080        606416    5755239   268877     268323     100
70   1626870276  1491881978    18216131      205275713            7648176        680481    8897715   277976     303516     100
70   970203274   588752848     11804812      118163692            5443377        596053    4821753   279112     264868     100
70   658515915   245782578     5606234       53377800             3255398        305497    3601679   125343     121442     100
70   2052130578  1795727532    16910456      310464755            7586159        405390    25182308  252552     2450525    100
70   961699115   676319583     8228002       104426606            4448344        296645    3974551   128996     193188     100
70   447217998   280230567     1979327       41229506             1152728        144760    1914395   87603      70609      100
70   332088416   152582128     5622340       34792142             3317617        356919    2886837   155120     112062     100
70   401834841   269011661     8660872       53738227             2751115        324151    2908695   137095     129077     100
70   337453960   157870403     7344426       29861382             2408370        359420    3223366   276984     237988     100
71   520426245   424424913     12496862      145592661            4460109        628326    7127049   392058     354102     100
71   321604577   133511202     7865288       46661114             3580285        358189    4716514   210688     238024     100
71   1450796894  1654588747    19809764      329388509            9542309        552219    18808383  268152     1926486    100
71   440681796   627942045     7979502       190841270            3262281        421646    5229411   264474     313567     100
71   672650801   300210495     10104811      69843506             3834199        420121    3606703   216556     169456     100
71   267068131   114381480     6138939       25896259             2368721        354963    2553410   214888     138505     100
71   384316945   291272727     5249273       38493303             1736489        210456    1577363   142765     128430     100
71   394793881   175091263     4966918       23569231             1956567        306232    3693608   149597     196002     100
71   504485018   424360783     6275977       51918632             2415096        370971    3620575   206002     245303     100
71   189484363   70977798      3971286       16698193             1960837        208327    1202778   111177     87681      100
72   2337199245  2024011977    17584918      358995350            10108223       330703    22614314  205239     2517881    100
72   448409244   496470368     4968016       58987391             3999786        316920    6917475   100856     173346     100
72   181511086   138878704     5202220       75064347             2619133        234086    3931024   130002     162603     100
72   233138171   66107970      2877148       32542667             2618471        234312    5377137   226327     319174     100
72   209393094   85143019      2636472       16741130             1402838        172522    1145391   60004      83807      100
72   233604528   73907908      2584364       42490315             1459765        137219    3207995   159253     204337     100
72   205387467   54821885      2333844       14712935             1224165        146040    1148966   44065      50704      100
72   399546295   322564579     6359081       62854818             2200242        503634    4662355   123907     133426     100
72   1445963981  991971232     17541004      212051421            9330525        1351930   22522875  521636     629404     100
72   1431563985  1128298820    15993529      213385592            8649383        1376020   20244375  527898     583165     100
73   1632416640  1326664809    22211411      187519773            6275945        1679548   15190248  389794     480960     100
73   1066074896  1141108717    17665727      167639447            4825904        1009776   11833172  441849     442388     100
73   1299931598  1127341784    13211189      139955343            5099326        640683    8535600   249874     338160     100
73   1776320644  1154515441    18748072      183648732            9421225        1039148   17110172  319226     490127     100
73   1598478960  1152527141    15178660      200868342            7831338        1114494   23617543  367484     644331     100
73   1958008114  1558406294    18579617      339172169            9267714        987406    32566554  437219     2644075    100
73   1738306834  1208217465    13654271      214353840            7306738        951611    15086730  362432     602002     100
73   1520500775  1216239432    19816597      192670463            7981739        944515    20439948  300938     456337     100
73   852992527   424402931     7441812       64523412             6036603        606423    6615522   284339     307414     100
73   1175304519  484012266     13153705      76839022             6222262        556696    4376909   275252     308969     100
74   677889851   252652102     10103213      55382769             4641818        601150    7311445   200854     196873     100
74   170234138   67391831      2351480       9851247              1073922        126628    2597694   73689      126932     100
74   472792404   297038150     10915920      76437784             4623430        325294    5260234   184979     155430     100
74   738199902   318501076     13063954      73040783             5177832        755967    7465400   483168     365458     100
74   305712794   140659747     6387654       30687872             3046482        358526    5056381   225682     316198     100
74   455692732   291777908     6502588       51471270             2315388        227556    1736171   94711      140931     100
74   416944987   400443949     7358529       92214148             3231495        360355    5692774   88168      118700     100
74   1738371789  1697797760    14200764      380643328            6932958        418799    24381071  298799     2444542    100
74   285137297   180281818     6714154       53655534             2753840        275926    7148057   138439     173606     100
74   269161511   145921041     3938469       28601538             2147205        181871    3444153   131841     134967     100
75   379374631   490850012     4849792       73598906             1722508        167265    1591782   80872      101086     100
75   259358744   96063729      3697335       14717889             1261500        145384    1410694   109642     92239      100
75   294836199   129814336     3676292       19251857             1666178        230802    1900113   149829     124664     100
75   220291551   64237231      3582103       17417061             2268266        248378    2833562   166553     167710     100
75   206259864   74907055      3358872       12799672             1228350        120832    924957    52581      47554      100
75   2210737143  2340251429    18020284      454256985            10258715       285590    28256107  150117     2700875    100
75   416598090   287694805     7504096       33491282             2327796        373190    7084290   170055     311647     100
75   283694024   175444978     4620007       80550789             2836703        236994    4142610   159047     193382     100
75   341709178   177880903     5565552       44493980             2201894        285721    3038818   169203     157887     100
75   185235024   78267152      1732053       19663766             1318434        160068    1672263   95704      87878      100
76   308034861   438943303     2548281       95235482             2060306        97819     2159661   42580      57199      100
76   611730137   471977134     7096325       126461122            3251203        650114    7703719   347375     270109     100
76   577621634   577793501     13306102      173192650            3274335        844823    11763416  600483     424110     100
76   2219982840  1885060414    15329913      382589576            10082505       556346    27953149  321853     3058032    100
76   406365557   234387587     3446468       21213634             1463958        156891    1351644   51131      80012      100
76   343569817   328782361     6699291       58943125             1813726        233009    2935455   74752      78527      100
76   466064881   593439856     10207726      174033513            3486844        476074    5971995   271098     302441     100
76   811640074   629011248     9319036       135835357            5685125        367986    6362812   204429     263604     100
76   187578877   63143964      3886696       36047312             1914214        175348    3906128   93367      145845     100
76   265381889   120359330     4032849       19581371             1535923        222813    2720369   139239     147573     100
77   398243322   486287721     5898393       125453370            2559315        254552    3738803   131178     151810     100
77   169292591   61836661      2114946       19098185             1527438        113913    1609340   94876      107858     100
77   217128956   71412122      2962329       15648936             1446513        196631    1805421   151336     155336     100
77   458196111   160529497     5979325       37756206             3125360        382047    4732600   148035     214936     100
77   429763274   199091913     3822945       18444608             2127229        213901    3312703   126790     177065     100
77   426298468   538474369     8395891       101795248            3173098        327518    4496768   114337     128988     100
77   241803768   113257328     4151062       35623907             1876950        194616    2873515   72523      126075     100
77   1616216251  1376037105    13679546      235212009            6671434        326098    14720593  265591     1695436    100
77   629121872   411677071     11227809      76912746             4696892        688714    13846733  324862     441394     100
77   432295858   131913637     5128730       20265590             1835378        256065    2339075   168971     147375     100
78   245220072   85468707      5102078       35908447             2275267        266112    3646842   147317     163122     100
78   560386200   568548010     7486718       91571360             2240719        378153    4285036   166481     165877     100
78   872307705   816372367     15710389      130140763            5219762        669804    9492003   298005     419719     100
78   294399877   115261664     4717952       23278276             2341785        259781    2767486   165689     184443     100
78   309370876   196097475     3893192       14393152             1525816        152207    1341465   67199      54509      100
78   379811202   394557784     6238980       130216935            2714881        339306    5239387   209934     266838     100
78   1000737587  572121237     9328948       100725779            5055881        395625    7193587   224203     243783     100
78   274781995   154072915     6226740       32454048             2161911        250910    2577651   140238     145264     100
78   190264006   78802162      2225335       18581922             1703127        152791    1066506   51648      49637      100
78   1286406570  1213173595    10109376      244665218            5960219        221579    18416092  102794     2133227    100
79   259995466   120694538     4130271       25898180             1339137        123808    1668503   69243      76608      100
79   302257281   460999354     4737366       102323981            2540365        361063    4515395   203689     161618     100
79   389990156   148057994     5325143       26106277             2189141        322483    2408685   179719     201068     100
79   474759630   337044983     9330033       55367896             2983675        390661    2816632   194101     102611     100
79   615517300   375721871     9814535       48708962             3099163        417318    2950936   218782     135028     100
79   561386827   458445587     8460065       61357263             2750825        386589    5048824   216786     197687     100
79   308406241   147023946     7361679       38235774             3408739        413895    3333372   238759     186874     100
79   1543559696  1345746041    14948564      242804448            7040577        484689    19963529  426893     2781961    100
79   500568399   190347716     8524490       40606669             2682419        277222    2380651   114759     119316     100
80   421363028   231646397     8860223       48089137             3884244        414438    3806027   290689     282092     100
80   318712972   163625939     6830523       37661645             2743883        298479    3580017   223412     248148     100
80   334685552   164874305     7296958       32544946             2135939        227817    1875946   122202     139015     100
80   384934064   159152938     5607985       32784256             2655026        334093    3379404   260474     288901     100
80   358704078   196067044     8545157       60520353             3589051        306626    5196659   193991     194758     100
80   331448228   116392429     4942131       24701438             2107383        308605    3390768   193119     173076     100
80   163910351   50650888      3057690       13340047             1476493        167394    1900377   72395      72708      100
80   1491347249  1473609160    13249693      295241625            8101521        350398    20341771  277171     3139404    100
80   277645440   117206451     4954458       25102039             2209830        311379    2522068   138734     115085     100
80   283012807   102597821     1919430       16134533             1529139        95463     878096    44179      65194      100
81   288593888   150007764     4310536       29700585             1582044        156553    1332991   80619      46829      100
81   325622126   215611973     3657688       22633559             1410581        168267    1982229   103693     101079     100
81   326727806   352177184     4885570       45919101             1638619        241468    3610626   78812      90139      100
81   304832832   355634992     3772888       134316309            4040567        261106    3238444   135083     198966     100
81   214109291   120173664     4369372       26500473             1877680        183730    2627048   80996      121356     100
81   1550216508  1292143759    10921646      309311243            9131643        370097    23406257  297490     2643420    100
81   230584421   95799036      3836255       31602184             2002407        214068    3549192   123275     127862     100
81   232176510   119790721     3203405       22189726             1166848        136248    1630683   61685      68696      100
81   166313061   47208616      2509441       21226772             1838835        192876    2357609   87152      71866      100
81   151375557   54871253      2280775       18505680             1662960        136879    3072451   78099      335688     100
82   235807531   85440387      1992467       12351469             1182047        99488     991962    64253      51206      100
82   356557173   292020149     3913907       41602942             1409641        147318    1260239   50268      53916      100
82   409717209   389368686     3905349       51782896             1447113        188840    2866137   68311      86076      100
82   2035693252  1711289972    15165998      305984033            6411218        304136    21005305  128066     2242652    100
82   173342191   59687973      2838002       15550624             1840119        185827    2462486   82539      123228     100
82   217537341   114905299     2988073       24779298             1663049        162158    1781065   68725      76330      100
82   232663321   151490808     5508707       44197682             2084514        165349    1986276   56548      49599      100
82   185143356   68253874      2440053       19907737             1797374        189230    2580825   121311     107883     100
82   210806390   85358003      3655119       30606393             1908778        150574    1891935   102372     81828      100
82   203691505   49776346      1602119       10160501             1456415        162663    2018711   104659     132711     100
83   357912550   240319643     3570455       33239125             1385088        152306    1197474   32702      35453      100
83   1532673542  1619285852    15400703      356607057            9622230        350376    28243205  315751     3010724    100
83   261409610   319402571     3807462       127483166            2120739        260762    2697796   125704     170774     100
83   302960416   261140078     3738168       30928008             1755146        166316    2895289   89076      113833     100
83   281979889   134231001     2813707       11694736             977717         143861    1303947   94136      102558     100
