sec  cycles      instructions  cache-misses  branch-instructions  branch-misses  L1I_miss  L1D_miss  iTLB_miss  dTLB_miss  elapsed_ms
46   1702862260  1627079187    22071112      193930885            6347483        878345    26433436  320826     836668     100
46   1950138095  1934984940    21435878      273269244            8783507        1025231   27485033  320861     614331     100
46   1946252023  2964603870    21857707      307744494            14528091       755605    36798246  856831     1020942    100
46   1276375024  1258894983    23899060      246396349            7435815        1347866   23919517  513876     934001     100
46   1459339837  1422670623    23198647      255712172            8465777        952830    28109582  285712     813315     100
46   1495023401  993950783     23658147      177579123            8914885        1089895   24565650  429125     959492     100
46   1291865509  930247748     23192674      202496892            6274434        1019753   23317642  639723     999678     100
46   1102106314  577176745     16889796      108544404            4741941        508688    7462195   188756     364210     100
46   1035155722  1231495102    18364589      260918334            5564319        476589    23445066  242042     434378     100
46   1189835206  1027352439    22885345      223680465            6386373        773766    22276147  343421     588707     100
47   3068841346  2265786278    30107921      431891880            10206731       1027297   33490513  590261     3079824    100
47   2219080310  1562815584    21078461      300299166            9855999        812543    22589976  349849     741985     100
47   2967803110  3116734481    22354721      350029687            17858380       1456443   30174251  1634359    635942     100
47   674808409   596426460     16772614      127189148            3717398        520187    13033198  253350     592464     100
47   623439559   728143750     17675614      144023282            3435494        667574    14143486  175930     457968     100
47   893338723   1072801888    11013247      210646571            3961167        739484    20156887  160283     492168     100
47   586926159   1117852718    12203266      238059333            2512561        181429    21520492  56520      251202     100
47   769846772   530705456     11489893      107805233            4696927        675112    10671728  204474     436970     100
47   1047063606  736122946     18920206      210172496            8041641        982735    24351150  320631     1003531    100
47   1464398898  1421995980    15381727      153422542            5123815        409820    16176663  206030     782646     100
48   1123576025  684899863     11697461      175199336            6300957        635641    13532615  242501     858855     100
48   1025059705  669554841     15865673      186945205            6269420        903550    21955776  346735     1141438    100
48   3379968129  3412825181    18541118      380179570            20332178       1489304   28502182  1549250    865795     100
48   811837605   834212350     19627645      188693988            6300191        828543    17903144  263993     1135066    100
48   629594435   620086996     7506310       163155282            2586092        700282    12897012  133245     410045     100
48   822010130   1273991920    16186447      235888749            2727695        249644    21826282  103349     301853     100
48   737963269   834245300     13622819      189884740            3122457        426393    17898164  196336     512821     100
48   1195330245  947464215     33591324      262059635            6655015        872249    23404030  260302     1007156    100
48   957013441   750931208     12357073      143308571            3961819        313700    17841618  136977     517753     100
48   1473096667  1411700969    21990226      238826471            6773592        731920    17304091  178811     1548583    100
49   1440459269  1233608191    18560306      254570495            9436311        932792    22119373  225204     635126     100
49   3464512177  3316393628    20340393      510049632            13373189       607878    31128574  356187     2453529    100
49   2659365429  2844343152    19131976      356956286            17101467       1161838   25210505  1722095    650339     100
49   1023815654  798545489     21445938      123147636            5288042        1260623   17075288  276744     655947     100
49   769618044   1202977553    14811153      240841111            2319427        181817    23021829  157091     444001     100
49   922203931   1161536723    20977315      226120762            5564488        769036    22857140  272220     555404     100
49   664249411   715389162     13285404      124910388            2711220        571807    19211649  289691     756195     100
49   1420575857  1023115838    22353556      201386751            6085023        900460    19745418  331799     762204     100
49   1521140454  945391786     19532554      191921635            8852602        814440    15293252  196264     644832     100
49   1419604745  909932109     22019273      215197832            9749548        1268292   20459033  430689     820917     100
50   1107062524  965441286     19395977      193076702            8555128        721360    15399391  245857     545160     100
50   3371361721  3260213334    11972446      380040201            16450841       940406    30087323  1027980    429963     100
50   949517158   1773982205    17052887      349311965            6170528        308809    27190424  374535     317098     100
50   575737386   649542738     15070441      138798219            2564403        568466    16300151  184063     562569     100
50   516371018   584589310     11204790      122104883            2366774        528448    14785537  166598     576588     100
50   572456141   668673497     15995564      130924674            2725591        597709    15910536  193684     601807     100
50   669045041   690378259     15645121      144419352            2797318        463246    13361142  146657     488210     100
50   690230986   614076489     14508032      143914313            4980805        748187    16414310  254039     605835     100
50   1064302743  871651664     12067883      172429179            4851593        801061    13121625  111024     495630     100
50   1490237753  1475131442    14993208      269296930            4873123        477822    25061975  185398     407321     100
51   1537851258  1479689906    25427253      313304411            10759807       1045451   27638127  324850     656151     100
51   3649366870  3460790518    22398889      422192423            21743338       1514233   31276585  1343670    823403     100
51   2289414102  2559573673    25429008      473945356            9268573        800779    33239954  338695     2258762    100
51   773220423   709136688     16367880      153041773            3589350        598452    18678577  178099     913222     100
51   551511271   576628029     11934778      110330862            2089225        329795    13618148  157668     554249     100
51   763008899   619283939     14725549      130696566            3327518        494805    15108487  170711     552616     100
51   1539656772  1604400344    18190434      214290635            4666403        1138789   22917480  298485     661450     100
51   1253446417  1257208557    15979335      240905054            5494018        336616    24412627  87788      377422     100
51   949248530   745038993     19036136      177274844            4479619        595912    19803512  219552     459540     100
52   1045802202  701050694     17120173      171155140            5678762        736479    17049231  238366     619314     100
52   1022870364  824206773     16979258      160652926            5472355        638474    14330330  192590     499183     100
52   2828185136  2960320275    24576749      375850795            14856934       1364677   26218683  818324     917812     100
52   1287172829  1132336173    18652763      163523251            5651826        853661    22298669  366900     888460     100
52   831197749   522432398     14076687      115552420            5328479        922979    13253236  294217     681303     100
52   865532899   844861258     9133153       174965999            3628981        690781    19535397  152436     375815     100
52   704346443   1136815272    12723200      237039519            1933009        145470    21353143  61065      232634     100
52   732480936   718337326     19005892      148680968            3144605        613947    16135684  264407     586496     100
52   987228905   1051737303    19435456      171807285            3585804        709246    16274246  272511     601617     100
52   613682260   606004704     13903154      109645501            2578412        255397    10212033  155286     508865     100
53   650939728   766969266     16162361      129439717            3138945        572151    14638921  262080     645770     100
53   535424576   685864030     16207804      146037734            3786971        531246    14226620  155875     464999     100
53   1380218699  1599270245    16918793      296644846            8433434        1321344   16567921  604938     592160     100
53   557418777   1055939426    12472743      236407118            2557668        242476    22728277  115956     287995     100
53   601561166   1121749549    16369786      248639977            2668117        270953    22420455  48118      277008     100
53   630946223   642632829     10813938      115853571            2706774        420665    13813577  268728     1143963    100
53   947457844   803213901     12278148      164716545            3733538        610835    18987674  251412     633760     100
53   930319660   863189912     8645245       147702881            2856127        342692    12927043  176916     591705     100
53   1169957190  1201923539    28196595      204217596            6450531        842426    21948823  315511     1074791    100
53   1462731321  1462184073    13037109      289840991            6256295        544198    18663241  194073     762528     100
54   643757340   618211228     11550642      152679365            3836401        430565    13382175  196367     756263     100
54   843674755   621043806     11239645      153970174            3971148        226642    13958496  145751     1020631    100
54   3099290946  3712070434    28570501      559520912            15283195       585626    49663190  840914     3507852    100
54   926644078   1597899969    14105590      363747994            5082766        210591    26191802  177861     571361     100
54   1215784423  770270104     12161276      119967380            6082742        351444    12941602  179091     542197     100
54   928796395   1073268259    17595246      242738079            3185267        372469    22599388  140065     935592     100
54   699342135   658494534     15502324      140458753            2706656        540848    16635131  202480     646192     100
54   986326332   977133100     22278296      194321411            5222466        926951    19734040  485921     922889     100
54   666606450   654453017     14673390      138644954            3791878        757585    18779640  319601     786758     100
54   649511071   599712361     13768712      209627382            3913249        619387    17395946  238212     629098     100
55   1783618473  1874089883    26538206      366537949            13128990       1542899   33781048  389317     866379     100
55   1169413171  1919113821    13265574      355176036            9493630        489529    27545088  818927     406027     100
55   843332781   1153734836    16701070      189548810            2936498        478828    19718729  317267     468868     100
55   726419597   765890675     17407873      124717774            2831524        383200    12216123  137501     557490     100
55   587714553   601197274     14287289      135402584            2622444        525268    16197585  175279     584243     100
55   534324752   586704178     11769094      109174986            2274831        416388    14031989  155540     625494     100
55   564090576   695440901     16103521      144900374            2811743        550639    15687967  186505     557491     100
55   581066420   451714961     7028480       116655856            1566448        1768110   10575515  78299      513785     100
55   802923871   1168153720    13278017      229099788            1975161        678154    17161730  33972      349023     100
56   702613536   1308686509    15135845      251417116            1872224        103355    21286736  35885      217589     100
56   1097193493  1002564420    21849238      173726186            7064505        847881    18318004  337517     737050     100
56   1845569285  2347118005    27512205      355131805            16961103       1301008   32745395  1241470    792645     100
56   700119843   586095563     11060743      129837755            3418942        520050    16423878  213684     570465     100
56   548687632   647717451     16376753      150731128            4224839        695304    17656685  292895     623922     100
56   584759888   586879188     12169795      126628335            2889389        574736    16674149  215265     594201     100
56   553561465   758225049     8465095       139690026            1984393        287217    14949922  162310     565930     100
56   525682065   1082600101    11821269      281818326            2591062        182799    22735441  119234     308599     100
56   648435892   777223068     19598894      158110287            3492512        627071    16978688  189775     534219     100
56   738188230   1214335675    16867582      231038604            3424930        613214    16741813  211547     577066     100
57   618204835   559338411     12263957      122714240            2768368        600147    15320396  224433     583837     100
57   1416971603  1135157331    21005250      179893372            4418871        723331    17116705  284700     700579     100
57   3141108400  3967175872    19566381      376228241            17094069       1190152   28472947  1805548    558803     100
57   569393072   371380474     5121157       95501968             1770806        908687    13062124  90490      419356     100
57   534439686   935169121     10650248      202851836            1611965        112525    21761991  31105      261557     100
57   506861853   1071393140    11283453      224982436            1952243        174065    25606582  83660      285302     100
57   642576528   615214759     14028186      99052528             2284468        381880    7250852   166492     378378     100
57   421270856   548657517     13617565      146262785            3095711        691479    18974893  257553     671868     100
57   516180751   572336670     13036345      111823223            2582631        502545    14284763  257021     641282     100
57   584061174   695553243     15870463      160240641            4220334        785387    17330693  277753     578989     100
58   621027142   506149942     12242553      103527189            2051907        396480    12393981  123774     561096     100
58   689941717   1138087840    11430926      230885996            1706230        125342    21958039  78461      288422     100
58   2914694416  3831037275    16324616      462554795            17622109       876278    33719109  1574513    366013     100
58   611798577   691819483     16926459      160913988            3443896        624127    18091196  245259     585574     100
58   709709695   843714072     13280336      154496911            2756446        466723    14906966  151779     545660     100
58   586473025   710123584     15099935      135823649            2656027        430418    13016260  122869     429444     100
58   914989209   574204184     14664439      128104756            2837501        583940    16769699  137207     1428409    100
58   531818040   538019542     12761498      132105943            2860998        608805    15310365  265131     624388     100
58   595366446   392971575     8596601       125837283            2709953        973517    18500520  158493     862931     100
58   769269740   1433395445    17231242      353177929            4752623        502745    26814899  222185     391118     100
59   1250902393  2108491778    18722107      398425008            4755807        894109    31853289  776968     956311     100
59   2878320223  2713820161    39721069      536783704            10874399       1315642   47738793  718929     3716401    100
59   2677057388  2383546962    21183052      364598384            13581090       920241    24610099  1181652    1131822    100
59   1031162515  899106251     17133467      184851452            5373161        620676    15300325  384867     1200075    100
59   950923190   794839435     21760480      156220520            5070620        663755    15564623  308942     1578910    100
59   1502949061  1069596344    25917794      226261621            10389661       1077110   25737803  482255     863613     100
59   1263091051  713301109     15714193      122397510            6985809        632307    12769813  327775     577213     100
59   1852760295  1218553952    18864285      207556330            9786547        862152    31641900  435190     1078337    100
59   2064498253  1377103372    13567690      152239588            8799001        773369    22563085  251395     757161     100
59   1311794120  1644895795    14731165      335892377            7615778        496387    32081699  190225     725389     100
60   1437486810  1579816716    20052305      339541462            11197554       733568    28427190  252738     391185     100
60   812380697   783269487     18734218      170451110            5264821        775278    16781952  258823     663353     100
60   2893205696  3426939771    19313958      372032002            17238981       1428986   28862027  1529055    942301     100
60   738920977   708674386     15573296      154050215            4021864        630092    16549958  206326     563647     100
60   696198691   787693739     17525532      146882304            2811151        549926    15440937  169563     558244     100
60   1171049222  974606290     15359547      198560954            5346927        619636    16517611  248884     607783     100
60   803707020   744234712     13344616      180127118            4638382        580273    19228004  130535     416905     100
60   589439293   1085715041    11601410      220179046            1583405        122549    20866244  64400      279861     100
60   540783357   699442088     11846186      124638616            2600299        475998    14405397  116545     375581     100
60   1007537698  821029470     17446664      151307053            5260056        740536    16281664  229361     657918     100
61   942797449   1352184653    13174216      312144323            5530709        639734    16256534  263585     702794     100
61   1731258910  1554500477    29377833      300415990            10451376       1018906   26736635  347950     783729     100
61   3361389865  3959225161    17917324      464310774            20143484       1467219   33023839  1745295    826924     100
61   625298728   569843763     12256162      109894441            3440041        462249    14134804  245225     638261     100
61   550210876   470923391     6625806       97964145             2026657        606653    15805199  186938     440413     100
61   534258971   1053710542    11683610      218954385            1649729        103198    21742370  26459      215886     100
61   829284058   904841053     11628474      190408661            4851492        429857    19645189  218860     446143     100
61   1048407356  1018038911    14729329      165475489            7993145        820592    11604567  410609     630500     100
61   556119311   722658862     6467307       159017058            6750224        510413    3864797   147945     234862     100
62   250887619   106435321     4907517       30425145             2432395        309282    2290587   166836     181938     100
62   187802752   70596096      3213384       13864992             1145216        110836    968341    62468      55117      100
62   449195678   472928341     4835085       57544786             3757232        276898    2344219   238533     42261      100
62   2735612720  2827656704    6267845       282397843            13362665       729062    19186377  1161069    267088     100
62   1907918755  1449541240    19281923      329074698            10322214       695194    27032243  372020     2753966    100
62   599850796   451169033     4166134       69598819             3856535        328719    8422756   208565     490070     100
62   267717569   87157248      3792620       25119478             1780731        282658    2467869   212452     161334     100
62   345374413   129268059     6355160       20700347             1576690        147061    1639594   155839     141124     100
62   202782529   116520033     4727696       43255335             2202828        277914    7693366   141518     187344     100
62   859291628   1153191749    13866478      194456995            3413831        295817    18331326  114095     350107     100
63   545693239   790642900     11354581      150305611            2323648        238314    15265971  101808     396911     100
63   540067495   619938678     15830311      128585192            2740190        481044    12139653  121547     403787     100
63   2284824758  2191713526    17435051      244273453            11731251       1004893   18929172  664132     546326     100
63   2159205058  1977864821    27224958      283262599            9688439        1211095   24474398  844183     772566     100
63   656717085   653625788     17273176      129647753            3341166        642095    14751063  229410     585234     100
63   708468793   705547603     18240472      133902298            3350623        659512    13394391  262365     652554     100
63   1054697284  962396115     20978779      128557783            5269938        723275    10187231  407954     682676     100
63   716172935   608186833     12540521      130066652            4360002        655378    15632513  255108     661770     100
63   1093615661  955614630     18451498      164559520            4725590        741359    19404366  337434     733583     100
63   824013445   782160914     23317440      162802424            4611846        744758    16979011  327590     609019     100
64   1000644015  934887374     22066989      219177213            7887967        1127714   17812367  368908     606641     100
64   1028837496  884575273     24900349      194204682            6323843        892225    18567173  433762     733069     100
64   3445980285  3306526284    22427054      372858985            18049657       1458315   30234384  1526923    832588     100
64   1565490527  1253359634    20412193      230808343            7212469        1248030   27692519  492359     796014     100
64   816036365   438701081     8359311       106590241            5948335        613887    6178629   163108     258200     100
64   505841706   274656849     5361960       73654428             6148515        478336    2905853   82083      117919     100
64   643806616   203321202     4257820       72054771             4603655        299461    1927820   96091      110599     100
64   751573743   215380480     4764975       34660625             4148123        412414    3866141   152828     249389     100
64   663242879   405454902     6744609       49439901             4507966        421179    1884746   100156     101776     100
64   729632974   477742365     13935629      94808843             6069037        821993    8519324   221072     383595     100
65   1011839162  469103574     12702721      111522045            9659171        691645    8414232   260719     340921     100
65   484413435   237812435     9744210       48655321             2839789        360392    3869669   83695      137681     100
65   1922961376  1700262548    11998923      230384998            10974658       861181    14953631  463171     560144     100
65   982680988   735419148     8590529       160831529            6796278        636401    5831433   158051     173799     100
65   913477893   404022897     8070637       66181182             4270818        410894    2499525   110840     249468     100
65   996339797   230117966     3688638       49233697             4960702        706994    9619716   214591     486688     100
65   609361212   169664832     7970838       75399794             5379092        786992    9184120   136302     297941     100
65   828096738   446593056     14293250      117908478            5145024        538925    4323628   90470      108203     100
65   492271726   118166713     4060829       48737376             3051556        501339    5848668   177243     390960     100
65   1281898919  645092178     11080277      80033858             5740736        572009    4969448   181800     371693     100
66   1180538612  622152196     13239887      110605923            7166155        820321    11073342  121211     827834     100
66   1379927088  900808049     16340760      189719947            11730452       656257    14281322  243235     1029200    100
66   2631880183  2540941626    14803801      286986879            13944592       916461    16510767  520198     615664     100
66   1081625587  796050742     9484376       141064286            4820368        517287    14058639  133000     823732     100
66   946065289   639280659     11095326      140284410            12946500       1189965   5773541   274687     127519     100
66   782771718   525048023     7717642       116743551            12791550       1041944   4597542   332084     187394     100
66   981527480   899589741     12476125      199340006            8479931        704326    12784382  343791     441430     100
66   956640735   449216271     10644008      104646931            5610725        735891    9504720   160196     229969     100
66   470073887   140554254     6299347       29049994             2769785        268761    2484469   128138     188155     100
66   444478938   217876970     9590302       47749828             3666446        398843    3554825   250458     153534     100
67   1000467519  626197170     13137263      106327731            5969121        584881    7074429   259853     351204     100
67   443278979   199738098     6340343       39245570             2534363        399790    3932716   113039     150141     100
67   2615633205  2263775781    8888941       228739255            13289008       744501    15243860  736129     342468     100
67   670994385   350102628     6934274       44400548             3116628        295540    2552416   84514      217991     100
67   1549284272  1262541818    25554962      241815361            11550070       1468989   24768036  401237     779753     100
67   1026638636  516861844     20536672      144764723            9674738        1097766   12665952  347521     522430     100
67   1301295460  619573533     18106330      125079167            6186077        1025292   24955973  291409     697977     100
67   837553149   569516572     14010434      131742080            5916237        666314    11376201  290151     623325     100
67   1018125652  539877318     10553585      86934104             6067728        568605    6177752   251051     575218     100
67   752508197   395335101     9205378       61746922             3635400        374984    3970853   245952     358412     100
68   699991998   279165882     8000229       50723353             3003934        402831    8551400   195330     327169     100
68   886548407   672581582     12878597      96222050             3663188        707212    13546993  244524     500851     100
68   857347356   1012014883    9086266       66926738             3915186        295671    4026193   448568     160611     100
68   296371538   107161193     3092832       20038564             1589568        175944    1729999   83845      101516     100
68   196473112   102561058     5233353       22417508             1553474        207669    1991269   97546      64326      100
68   265434661   125533567     7056687       31761062             2597524        388580    3542544   217538     180103     100
68   488968643   312015907     9705137       60256790             3413103        399206    3493759   165946     190718     100
68   871997105   352926215     12610520      89380857             7028892        896682    9489223   256637     446048     100
68   617560960   473645549     9907476       62250054             2417131        269010    2512234   77310      209446     100
69   808019810   155564378     5447252       52690824             4789167        710431    8826591   153787     466636     100
69   804113326   321573630     9119613       97035311             5378479        648974    5093303   112164     161275     100
69   301970857   146972532     3656319       31196082             2176638        187192    1558534   79867      73106      100
69   589193633   579055862     6047598       99272924             4423098        340023    7126497   489434     215440     100
69   165585627   62326316      2336798       13972556             1026814        93492     941087    25356      38114      100
69   169375804   56659163      1371652       8874360              958714         109667    1003227   50752      71994      100
69   137586554   51776954      1700838       16367416             1119708        155803    1390847   76650      74944      100
69   196413504   64300715      2005281       13301850             968794         93159     788789    50181      47648      100
69   145600923   55053182      3006216       16477268             1282899        122969    1457792   42932      41362      100
69   180143197   82468062      3196999       15880857             1185805        120994    1491780   75702      117845     100
70   405981651   283257505     4005174       58854694             5380156        269426    3765824   122636     129343     100
70   390923339   183447666     4926973       42163888             4394572        320788    2844374   132457     161079     100
70   299099066   131165126     3583495       17676249             1399819        167613    1548019   61060      96430      100
70   679203897   862503998     3600047       105419901            6769320        467903    8937067   716770     262495     100
70   210113537   88884403      3450593       16839320             1344523        145256    1181883   57507      83167      100
70   175389921   111312646     4087920       23154629             1551149        230270    1964673   102486     139497     100
70   2252417429  1886477810    18149730      368971924            8176440        405557    26234506  304280     3032146    100
70   221806455   109447264     5271461       23288665             1820893        228477    2882848   82949      181846     100
70   757855639   602117341     6557564       98149659             2761612        179607    6810328   115541     671516     100
70   604509161   442715681     5335554       47662588             1702405        91401     5743345   43250      1190103    100
71   774831664   772925796     6588968       147072845            3411686        146240    11737349  116321     1183989    100
71   511325276   309789481     15104583      130386771            9401477        607767    11356447  195435     455303     100
71   1405584697  1141516598    7221282       160892091            3924221        236391    5867963   119056     385095     100
71   2037760959  2117506868    19743746      384532383            11412815       564968    37593893  542358     3667270    100
71   181357684   77830960      2195009       15118238             1322796        146413    1171198   50715      82357      100
71   187358896   103049392     2492510       13969928             1291344        162791    1594736   71078      98817      100
71   136171671   44536645      5100261       15827577             1247965        144026    1134084   43936      45411      100
71   280298473   93151393      3629462       23254449             1906999        205877    2229703   116584     113274     100
71   185097851   70093732      3630439       20591401             1650584        233537    2783809   166519     151076     100
71   556816526   680294217     9365038       86045068             3417348        551555    4017130   144458     247456     100
72   200060170   62754149      2384452       18879888             1857514        200215    1636736   81838      126361     100
72   281176915   126135009     4114828       18067067             1477915        145903    1578787   94187      102184     100
72   890858449   1159871027    7477869       109106263            5279147        371924    3876367   391452     143958     100
72   970643165   956227468     8308719       140459368            10367697       636460    9330411   1051596    267631     100
72   175990956   64744526      1948229       13586866             1243450        125541    1268657   69954      105280     100
72   220013551   100514470     3405257       17873760             1390523        134185    1168073   74328      69947      100
72   210406085   71798504      2199618       11609857             1040747        149590    1314784   62662      122450     100
72   203155062   85646929      3443484       16538565             1091348        97032     993401    34146      36969      100
72   190354928   62844290      3048559       13256452             1376997        164335    1472673   85112      111637     100
72   158667811   72047341      3146812       40314849             1545578        161490    1492867   99527      146260     100
73   321256934   338992772     4436145       80309879             2750585        290324    2267478   106005     82131      100
73   124145783   31332601      1298748       8807530              885836         99840     1067121   36173      71154      100
73   1085054162  1526115693    3671080       100533134            6739009        411718    8005983   675291     212262     100
73   630847228   693781677     3541890       110220247            7644692        462520    6935108   937333     136201     100
73   159403185   63677123      801699        6833843              875171         108235    879352    63625      78333      100
73   219088716   133265921     3006923       29885853             3044484        221943    1674966   62488      66747      100
73   175853486   65650560      2526092       15781558             1201506        112504    1334269   54774      70186      100
73   346414567   181152937     3909145       34566518             1951540        264098    3459952   228143     133196     100
73   164786914   66205137      2305496       15867948             1125294        114825    1047072   65546      50256      100
73   198908568   74494477      2902737       10659869             1552711        259444    3664973   169734     235868     100
74   848446764   605991316     9835975       161521115            3475909        604959    8990722   440244     448155     100
74   834750597   784182163     20324529      165930848            3740305        970735    14494362  615219     529748     100
74   1875501290  2542621695    5821853       228938640            13651004       856059    15971226  1262849    349254     100
74   492648211   476580769     3639466       52464285             3660554        300783    4461054   583985     197814     100
74   340425981   93880257      1627203       13497791             1139718        105932    1045094   48695      58658      100
74   314865690   168290973     2800708       21764716             1645880        142333    1345866   57539      97342      100
74   171726913   85423522      1941103       16577301             1728787        143184    1296971   90823      125477     100
74   172070818   68329919      4163990       22525715             1812285        208884    1745373   71355      58467      100
74   180999446   68583786      2421729       12725121             1040642        139478    1313422   66301      95763      100
74   196962897   84684930      3058025       16678841             1235700        120276    1069648   38125      48341      100
75   681387773   537168944     13237035      111956198            8086832        658147    7831680   239919     286493     100
75   172333765   65045052      2244919       12799739             1096034        84502     767845    47931      58467      100
75   2402468409  2464664482    6181316       223526261            15150410       815837    13938883  1546077    300083     100
75   432650435   438459306     2061110       47607950             3132369        159222    2077674   240597     178501     100
75   411471657   303674577     6446375       30830643             1784315        149287    1305145   68004      100263     100
75   901501821   362340842     9187152       47632313             3217259        609322    8456039   196979     594992     100
75   451274276   182702533     5282869       50448989             5029410        648991    7608657   166346     316921     100
75   1170937631  571253617     17502746      98749229             5635308        617097    4772977   171208     240617     100
75   718031687   229119860     5204926       39309868             4778122        551892    6489172   168496     438354     100
75   383158255   172527362     4146849       56673189             3163375        411541    4001400   59279      91979      100
76   204749968   98330886      3486362       34936344             3454538        168459    2258298   91485      95879      100
76   383513645   193287884     6795283       42491374             3610335        295240    3459401   94141      114409     100
76   2938912850  3282555525    5844930       300171822            16497924       925862    17538166  1609086    195111     100
76   180235127   169519220     1578181       34313645             1686540        145884    4962558   101397     160218     100
76   144139558   60222716      2439604       14854597             1094791        134148    1098391   50060      63046      100
76   157216618   51473149      1767211       11959937             1579595        171187    1704981   35389      52040      100
76   132672710   35937069      1667791       10135661             1010756        86818     769555    53902      70309      100
76   334788065   124714768     3915110       26855733             2106054        188042    1568630   68925      100533     100
76   419675726   291701511     4827409       35564945             2181618        178821    2565842   96206      235052     100
76   362207469   198184930     6108755       62539959             4401532        720071    7039643   108402     207272     100
77   571078579   396074637     8675755       69579387             4153062        663599    5096234   180352     281573     100
77   433540235   253535179     7482361       62240283             3654843        574071    6659959   127552     285094     100
77   3389524540  3329528556    12121557      324543859            15935708       884596    18084767  1253528    306954     100
77   181822737   66742649      2257953       13528851             1055895        108613    1065389   57525      73588      100
77   196965598   72829257      1790806       9907814              1046170        88062     841071    37239      57622      100
77   172108219   53860265      1895961       11394771             1686046        195212    1861412   108041     118247     100
77   161440624   44110884      3063064       10516304             1274625        123303    1414247   124819     145750     100
77   200153346   77871396      2847139       15474668             1500302        142497    1231837   43809      52633      100
77   189728825   69842971      2170531       11760175             997309         98807     900779    48032      71987      100
77   337862148   155113998     2854659       31169990             1938439        160792    1160712   46860      55899      100
78   252609592   78977679      2357850       15393450             1712291        139021    816935    33886      64912      100
78   275165826   70644775      1167875       17747817             1736764        173217    1386926   55560      72294      100
78   2789855698  3016699539    5624529       293001354            15279173       772138    15949141  1330289    300561     100
78   389323986   97611969      2119745       15100749             1295867        104729    859677    36944      47267      100
78   167695172   89281289      2210125       11088868             929049         93849     1148150   50798      86066      100
78   128436197   40299799      1092170       10667009             1421683        121345    1464886   67599      85260      100
78   274523035   89570705      3169323       31135397             2330784        227005    2634690   103533     112231     100
78   139667679   39662101      2037555       11098597             1576591        205334    1767481   126273     118539     100
78   144238531   83983267      3596924       18861898             1374476        140743    1162997   35167      51378      100
79   175446997   67614630      1964224       10835340             1329149        145065    1006507   61410      76621      100
79   206256884   140868398     3527149       34303316             1783729        201974    2278126   105376     132579     100
79   580958189   321089350     11760207      91944735             5801639        660251    6940739   120762     454335     100
79   2170491150  2219351704    5058375       162626263            10782221       536485    7096355   1028357    130564     100
79   236821282   61663336      2171956       14124753             1429042        141500    1328422   56422      74990      100
79   345011253   180388950     2876504       19370493             1819493        153850    1593498   68236      102585     100
79   301866842   80696971      1309088       8789968              1114028        112099    1330469   76836      124529     100
79   374301692   194869458     4993026       38975033             3027745        297721    2151701   78297      104335     100
79   203385062   89638947      2053864       19963777             2230678        195831    1144159   53780      63298      100
79   509689940   339297529     9371578       68949715             3256970        854958    2457205   125055     111654     100
80   642473406   333720453     10093794      115540826            3427159        1335958   6096258   139448     344362     100
80   623799811   381272197     8397130       56368992             6663511        400544    4048383   179939     216044     100
80   236672238   117267577     4238273       14676329             1476444        137386    1805541   80860      174801     100
80   1873387875  1988095633    9392836       248531079            11212736       806789    16799554  598204     399306     100
80   143240714   43341410      1642514       9417776              1007555        100977    1055866   42601      67292      100
80   555857323   227323034     7698709       44700736             2255878        739250    3876401   63765      260059     100
80   358669192   169651075     5599288       45149726             3149963        355537    7739173   91439      368538     100
80   585759274   1079268352    11428040      219620289            1752415        114333    24013092  42088      295128     100
80   558521868   1055550987    14787317      210149007            3003048        488370    17443753  72828      325175     100
80   609774325   1075400375    13858355      206364459            2098550        273780    15320321  95382      298513     100
81   768231760   674472919     20068651      161812763            6174179        819185    20507832  236884     661508     100
81   861507406   852958961     21759961      165293471            8247328        947881    18648583  260870     732480     100
81   556697549   588826460     14923083      115049882            3093972        552560    14602558  231487     686363     100
81   2447143394  2720442275    14890522      253860797            13038599       473795    18143499  664585     800670     100
81   907314445   809599637     25849070      147513943            4983438        593070    12148891  235518     715560     100
81   556435364   613979049     17901739      124564713            3341890        661392    15591910  176946     599759     100
81   651238165   614973658     20909148      126932789            3996831        720353    14961473  217477     648526     100
81   798950156   594656829     12789298      139588046            5009412        860226    15512115  181106     550001     100
81   629620370   449453419     12458431      93683011             4568657        829689    13088662  370806     652547     100
81   812626823   540582330     14445186      124259060            6855058        849572    8910270   161928     182930     100
