sec  cycles      instructions  cache-misses  branch-instructions  branch-misses  L1I_miss  L1D_miss   iTLB_miss  dTLB_miss  elapsed_ms
39   291863449   336630045     5598973       50456278             1830903        265988    3265661    93901      101663     100
39   272074652   97747900      4184856       58249790             1589389        203587    2886304    143402     176429     100
39   189366419   90145426      2388729       21453814             1372896        140547    1346608    98505      127915     100
39   179354145   46251924      2206510       9542868              970631         103714    922977     31416      44325      100
39   287487588   106933917     3749227       24358553             1806423        177383    1707138    68437      65158      100
39   154194272   41693717      1262469       8028428              1061555        105995    1304097    105270     89360      100
39   151823526   43592504      1413168       11063532             917648         94187     795428     31301      35755      100
39   237009730   62009778      2094400       11083741             1027635        85748     1023240    51962      52590      100
39   183069448   62039313      2612571       14398689             1622374        170443    1205861    44028      57089      100
40   274925368   203377266     3591649       30876739             1146209        101344    1069812    24732      27879      100
40   2066632376  1776123485    16099049      389920955            11822182       346493    28916006   181287     3377743    100
40   176301259   84873134      3171744       34366060             2000238        192510    2912033    139591     219022     100
40   136321232   71649936      2978643       23624693             1637965        211688    1970516    139472     156800     100
40   253298365   109708342     3182473       15944675             1221854        110657    946598     61111      59273      100
40   132590955   57981605      2422201       24078016             2466935        208438    1685764    45865      34430      100
40   153782453   56090090      2411519       14247684             1707207        140433    1419520    71288      71325      100
40   185715989   55605787      1835851       11736547             993137         102299    799008     27981      17461      100
40   178974177   52201523      1428828       10853758             1116873        106515    969326     48603      52189      100
40   172591367   65353866      2361763       13277629             1471308        164630    1242046    45628      74100      100
41   312670289   220738561     4354202       26583285             1404933        147864    1413580    43273      22042      100
41   310786780   506479405     5572461       66084344             2152726        336449    4306913    146803     132462     100
41   202410382   117702825     3673171       34246975             2171088        200899    3159882    158496     260520     100
41   618691459   505361128     6233436       103228019            2716273        189369    8867264    194487     941725     100
41   870437593   746754102     7615348       149300430            3360734        176438    14116155   127801     1523436    100
41   358331206   229060509     4947453       58511067             2819844        247582    3860037    132385     244262     100
41   206683505   34736565      942933        7858317              885537         83191     1003583    85237      98534      100
41   183601799   41916641      1253350       7840525              834563         81878     682620     27552      22301      100
41   1638326516  1544964802    13101812      285953502            6995308        219188    18569922   79545      2148043    100
41   269438011   177004222     3586134       16595909             1223450        176113    1370918    45804      45812      100
42   428187409   305055747     6486156       49828621             2242323        187749    1825565    91087      89131      100
42   295613407   237357086     3230491       78074731             2150690        290962    3562260    138645     159597     100
42   229970782   101213857     4432146       28655594             2437130        283569    4106073    145540     162534     100
42   168931760   53810251      1983149       15805921             1154786        141250    1429826    97805      92300      100
42   189394034   69925711      2069510       12777551             1304422        159127    2075743    141735     154694     100
42   120594907   36759788      1430775       11526977             1069046        114586    968327     38096      60048      100
42   152676144   95679891      3454458       27675766             1651872        163266    2297329    96801      145102     100
42   122321208   34649760      1075673       11986834             1053905        124834    1105566    55826      28364      100
42   2225233691  1538865818    11359397      285288319            6945419        402826    22849537   234212     3115205    100
42   280861732   197345181     4510117       19146932             1087404        123584    934907     32237      39003      100
43   558055496   369736895     5731513       111236566            2341215        312363    2122521    70827      41768      100
43   322365987   143573947     5998700       36960527             2117766        306838    3400348    98985      95835      100
43   339304746   167659390     4288965       22852435             1615678        149313    2192893    89089      116689     100
43   155603656   67039500      2688208       24632718             1424595        196771    2524148    129890     144591     100
43   183818065   74236781      2353537       15412244             1080298        104871    1073908    82546      112462     100
43   118913153   31493352      1694678       11641039             1186020        131219    1221161    40587      38861      100
43   143533966   40373908      1566762       12671523             1311062        118827    996843     49333      69716      100
43   146866509   43374502      2153428       12879678             1074134        129407    948427     38846      29845      100
43   2290171387  1974120108    15073735      353070130            7517596        316090    24221888   211276     2603244    100
43   298406247   175715532     3570918       18744806             1323295        175062    1379877    66678      58407      100
44   364648607   390212047     6597113       49428229             2131599        260274    2440388    80097      80976      100
44   231017373   176840499     3841037       75648094             1829328        234816    3175956    154567     173426     100
44   169306468   52157364      2693112       18371689             1703781        234282    3001849    165716     140806     100
44   139996402   47733215      2122178       16933848             1041639        135039    1384793    56990      92928      100
44   168779097   47964779      1607434       10522631             1071694        114969    1255485    100892     99987      100
44   184532819   45214500      1383210       9657482              1022493        94268     1004210    27621      43716      100
44   183197961   75236489      2083506       13862789             1110912        111833    761172     34903      46739      100
44   139505449   43200833      2310793       12920070             1143532        140858    1222936    31090      32724      100
44   2101166224  1971702436    13402558      345930673            7150886        296188    20707279   179712     2324981    100
44   156992843   42611198      1179627       11983124             1070968        126500    1284615    62027      40875      100
45   401041558   337915219     7108516       54995368             2629211        234796    1960997    98182      104852     100
45   241751502   140580475     4541757       70328833             1990446        248152    3500543    187116     210280     100
45   187615120   68671448      2924225       20651146             1551359        229990    3046417    140779     120478     100
45   140884659   48001286      2068127       13693649             1143153        150452    1269165    70243      117354     100
45   163762474   64401126      2568043       14747052             1145517        106772    979750     49177      62120      100
45   476796758   285643740     2869036       53262656             2142113        193176    5361716    129478     464280     100
45   895827427   739727391     7244539       180056527            3475007        113818    15233118   101886     1383193    100
45   182121769   42850116      1455670       23010588             1249879        106318    2608528    80805      282138     100
45   2163482056  1810113987    16201662      350619863            6967315        333909    22439492   160925     2846237    100
45   197432796   70980728      2984025       13838783             1124257        112693    956154     35378      37828      100
46   348677261   250565808     3069627       31035444             1527669        182198    1317571    51792      66260      100
46   417688061   417437826     5870212       67959374             1762378        208264    2155810    59396      77424      100
46   331825560   155677639     7094486       57907935             2684904        232161    3871252    141826     177846     100
46   141597217   63036596      2052513       14734027             1155627        163347    1320399    104669     132868     100
46   145300200   61605251      1956427       10449075             990851         122704    1057429    80556      96352      100
46   129453294   36409295      886100        9095859              920588         93372     931552     45136      42223      100
46   147448589   33339125      821397        7413564              880515         79693     755373     29654      43932      100
46   2015000946  1656211215    13248794      337431478            6529248        211538    21809859   153975     2068325    100
46   250330535   90106878      3099611       16372686             1362391        141469    1081200    51029      41595      100
46   200761404   65167207      1972340       15157824             1577919        183959    2021430    121890     108445     100
47   546807638   286119572     7224094       52016765             2808105        266082    3975086    82835      113086     100
47   305832290   203109921     4874094       81230559             1955161        215538    3410912    270105     382873     100
47   1413349081  1122711198    22791886      284313392            5951889        1050479   15669777   684860     555531     100
47   633834025   523506681     13307724      140102240            3538500        595918    9741952    371697     433492     100
47   187810931   56677718      1751989       10568162             966068         94698     900182     110600     113746     100
47   138160570   57454707      2370497       14623528             1175146        135938    1033235    43544      32869      100
47   2147843085  1710071759    12742762      293932699            5710678        230240    19339874   138440     2280540    100
47   217962822   61104725      2221025       9901992              1048140        114057    953811     42354      39690      100
47   304382083   183830588     3569432       14428356             1319833        129070    1090767    54152      51939      100
48   432989531   337516179     5612007       49577816             1860887        243662    2702824    96891      91750      100
48   223475152   126202867     6314840       28078589             2809566        309739    3328101    77479      128876     100
48   190725953   85424092      2999959       17401696             1231941        166622    1744904    109012     131174     100
48   205183083   88492537      4161319       18844052             1391448        153266    1189323    49000      38887      100
48   175539821   83626827      3877919       25966442             1544531        160930    1539934    71526      62181      100
48   161106327   74926476      1407792       17705326             1990415        141648    1328316    98549      87762      100
48   718862904   544178669     4040853       65887013             1832095        149371    1641760    98717      108938     100
48   940545569   973720050     8839347       246357381            4910676        139549    18313155   75282      2854411    100
48   356743115   153273712     3326872       19545166             1484591        187783    1309603    59988      31959      100
48   534850636   426002544     7829090       98267413             5655217        297793    4945334    91420      108055     100
49   149023042   31515674      930508        8582206              987417         125642    1409191    83879      76099      100
49   229183504   110478172     3850547       44429564             3131270        248006    2907964    98919      130179     100
49   152148892   70622120      2958863       17531854             1454218        183134    1898387    95857      102194     100
49   157204242   48087892      1809739       10169737             1037559        127772    1429146    85913      96148      100
49   207744008   77274610      1700135       18014528             1275898        169043    1424321    106506     104650     100
49   1597845488  1491011543    11050764      285537278            6603988        223264    20320008   138890     2303795    100
49   158787804   128956891     2508070       20205387             1883471        181205    950499     43782      41251      100
49   159684825   49076763      962948        8444349              927896         93620     811049     38592      31538      100
49   312345616   228001325     4970390       26142147             1352531        135674    1302670    42838      55558      100
49   871738721   573451464     6702684       97294447             4021473        213723    4484969    231757     219855     100
50   172640043   155611797     5925942       95797489             3137028        349847    3745017    187328     186875     100
50   183150483   66396394      2299890       12517884             1254500        189741    2697126    111757     118696     100
50   173770800   64587733      2039581       9257484              1172711        124796    1370123    81527      86593      100
50   159961416   48380582      2527275       17483645             1186673        107227    1154202    30828      30909      100
50   176019532   47160875      1702361       12472325             1105325        114209    998868     62914      60289      100
50   214861156   75519626      2004385       11271629             1083763        112117    838004     35529      29580      100
50   255201463   51845325      1648391       12673440             1106070        143791    1495936    64033      53591      100
50   182443203   89404175      3420400       14380926             1181358        98814     934348     47167      62853      100
50   157516364   179476289     5542135       55197253             1804070        196721    2482339    65495      56973      100
50   255900000   311229591     4670038       119297429            2005496        225856    3308454    178599     207860     100
51   180514930   56766690      1923408       12968054             1352725        147760    2953836    143479     146835     100
51   130069067   43254426      1474450       23106121             2352649        233287    2656214    112643     94905      100
51   380465580   493078808     4614754       94949310             3110491        176550    1563230    45928      88045      100
51   236191621   154415487     1744067       14254239             1259882        136847    1506209    75380      59746      100
51   1532445497  1640962670    12099319      282447135            5446742        147686    15769817   91964      2165008    100
51   269459674   95509720      2046488       19129751             1495711        145785    1374683    47763      48042      100
51   162109316   43307566      1561069       8468046              1080761        126235    1304170    68073      79416      100
51   340989837   214974731     2977552       35256695             2054468        141610    1330532    41002      69763      100
51   194032148   73844190      2447171       19002212             1245176        138989    1914691    69438      60948      100
51   365694636   261534184     5939128       49827501             1878954        175586    1832025    92648      100146     100
52   208520518   60079602      2192105       10944701             1297443        140349    1686077    107347     91662      100
52   562733414   612108912     8212038       109549804            5028661        326434    4699363    95948      242892     100
52   360198216   417969319     4684632       35267286             1401910        146284    2111877    67451      87807      100
52   225420957   191129804     1199477       9687124              977705         115589    1266236    59164      51264      100
52   1675763831  1614379552    12529553      295395494            5492022        231686    16152864   148743     2042892    100
52   133350806   56785943      2223171       15660355             1082433        134246    1224872    61381      68623      100
52   271709043   50773186      1684336       8412991              1029860        112491    1102938    62362      70366      100
52   315616275   114159754     4418264       26508263             1962927        194418    2195360    47357      56260      100
52   461105218   278601157     5652379       81239230             2538531        370028    3589014    184790     78053      100
52   197669163   89553232      4143934       57722484             2448586        225841    3921744    141109     195313     100
53   212300733   112214360     3182566       38009332             2237503        389641    4312188    196822     212164     100
53   166737715   70004140      3182538       25260352             1823829        212859    2368863    72911      85175      100
53   165629756   98913652      3812127       36326830             1685958        226650    2967896    138037     157373     100
53   272234720   381192589     1829567       51615594             1387047        122892    1434337    66214      79243      100
53   1684550592  1745077256    12807163      347887703            6726040        244945    20588252   126300     2644630    100
53   153703693   50043976      1962835       12089709             1111414        109706    898206     57245      50033      100
53   293747587   59657657      1557213       10769103             1115362        115855    1094315    59028      87411      100
53   175947413   44305622      2772245       18531065             1798400        168361    1647238    30748      36419      100
53   333981068   283402421     5039787       41072401             1439033        162828    1625332    75822      74611      100
53   441621749   497918306     5707679       103815019            3807591        252385    5250436    169510     237458     100
54   186358343   73643577      2300451       11501210             1056501        112749    1282962    83146      87006      100
54   123296448   29369790      660618        7067748              843248         86017     1051960    45214      56332      100
54   195721223   118579804     2622019       25322406             1346208        155443    1316550    72669      47777      100
54   162956717   55636999      1745719       11387814             939022         106789    940268     53544      62031      100
54   1794989657  1685486522    12336331      331797599            7423707        239383    20177199   174005     2216656    100
54   238259489   55708870      1107434       11415799             1136095        111228    1114586    73942      59723      100
54   237483333   65090406      2895194       12759385             1052341        92068     734322     9496       27878      100
54   307843925   195930023     3594806       49977254             1664652        224430    2173888    83773      60635      100
54   314941919   490622435     4556797       93117392             1979716        254244    3524855    118264     154989     100
54   242106959   138103519     6687766       39110101             2445494        308198    4719323    128708     180270     100
55   313183752   252122308     6263854       72169129             3473953        316414    5775487    189283     326318     100
55   181972810   45002534      2493276       24107345             2108275        245229    2743925    89322      74342      100
55   149932333   38696236      2173932       12944523             1166781        129765    1432983    65110      103149     100
55   179610847   77238131      3214193       32020211             1911998        155706    2891999    110481     161591     100
55   173187166   103337212     2159976       13099747             1001103        155836    1480947    101280     91865      100
55   158513786   64984422      2392790       14281672             1092477        127719    1203786    41618      34851      100
55   285629160   41595384      1274352       9297559              924703         94453     838286     35416      47960      100
55   284941181   167062534     4890433       50213919             1636735        215263    3073764    70690      87190      100
55   228102539   227772195     4130997       114103462            2418519        245172    3018473    140507     171242     100
55   220969611   77804177      5487991       33750528             1806748        224691    3089979    100842     103417     100
56   514175833   353408867     4707252       55312983             2398628        137281    4120135    61954      357687     100
56   157881651   60928486      1937857       14027607             1045325        105044    1113736    40977      81770      100
56   352623619   530197970     6658870       115625720            2465173        352729    3359316    149061     162264     100
56   1660251758  1806060972    13145321      408702047            6551956        279624    19340631   236411     1715671    100
56   127879574   39085742      1531697       13280319             978612         112673    1323506    44934      73413      100
56   131284598   34791573      1170679       8680642              997426         101138    815074     55971      39859      100
56   291904509   169820247     3080252       19172257             1167156        131167    1192426    61539      61340      100
56   293946363   186168083     5698992       37660774             1672237        247482    3003893    118371     116441     100
56   301487238   163218022     3698290       93587644             2192638        205958    3896234    146309     188350     100
56   357966429   534408181     2834401       105178773            2287222        295011    2367853    140517     101642     100
57   283056875   201193404     3705171       32162579             2362896        304776    4253539    218618     239395     100
57   160618704   86948770      3052623       20598670             1349525        134690    1330800    33375      37705      100
57   141795794   54222295      1983865       10589551             1328585        182982    2468724    118920     160299     100
57   1804028736  1753360699    11983282      348636742            6465862        205271    23933475   215912     2743391    100
57   130314787   50053518      1495109       13396992             1319053        155564    2026330    105063     81265      100
57   247366731   47733030      1549459       10540636             1001306        84872     1117242    45332      62844      100
57   455331217   277191541     3694620       30942591             2131060        184030    1508465    42201      72909      100
57   301526404   423444927     5695748       60915544             2103835        295300    3669989    114304     130323     100
57   521323299   582421096     7831717       137576801            4418703        343338    6008927    205055     410574     100
57   190997560   67627266      1661515       16555359             1409369        135488    1199278    92688      78617      100
58   158834255   65276090      2599367       14786801             1141924        128918    1058267    32336      51085      100
58   168357739   50171613      1510181       10391338             1211799        148021    1974404    81380      87865      100
58   240036149   109926882     3243912       29215346             1601260        206824    1997309    92641      112077     100
58   1785329483  1637897830    13352510      319731741            6703291        278358    17712755   86927      1898985    100
58   146441830   39564410      1659043       9519418              1118136        125055    1172663    42612      60589      100
58   195330839   41649191      1326175       8893909              1091819        116072    875321     51618      71801      100
58   333644853   228494260     4032487       30910621             1261029        144848    1823423    44933      65220      100
58   293295227   387662285     5066973       55498108             1780761        268282    3285967    71836      67730      100
58   330144385   200212669     5017099       84261137             2393515        249605    2938461    179968     200685     100
59   201778599   133214744     2631311       23438713             1313199        168178    2078063    135803     140738     100
59   213378757   86305404      3017052       31695627             1355830        156889    1645282    46269      56180      100
59   206810115   85548865      2195906       19038913             1235491        129104    1054403    45392      29105      100
59   1579879835  1609603678    11924163      298684177            7261316        255276    18876099   210145     2345498    100
59   152130946   55571780      1864634       12452998             1170526        127932    1020745    63490      67987      100
59   181107997   52727494      2333081       11093968             864279         84939     1214206    54736      74844      100
59   156924242   37671218      1600723       10614700             1215544        131603    948556     42314      51427      100
59   333205509   215865402     4378288       32006060             1277242        137155    1016433    42791      48026      100
59   389022413   569184986     6464457       100053006            2461746        256965    2562383    89565      85868      100
59   168737312   117386311     3150558       64843129             3479796        370832    5414936    214441     221484     100
60   424055713   362901111     5746440       59151797             2608170        241717    3294766    100571     282188     100
60   174545143   105205043     2830353       17050678             1304772        121706    1421779    59928      66869      100
60   210129689   89055492      2638379       19902799             1292394        173425    2131128    77244      87843      100
60   1581827956  1539440494    12584657      303500609            6773231        277177    17697641   191184     1888596    100
60   177731723   39642999      841193        7834328              913890         108650    900277     59252      66109      100
60   249831298   72354777      2041902       15249645             1400674        101341    682345     44977      34749      100
60   134320865   33409013      1603568       13091101             916190         101412    1229946    40740      35002      100
60   270654732   167328573     2410946       13767868             1440717        125326    1145776    52921      48562      100
60   450057483   435165209     6312759       57216900             1967940        318777    2923598    89294      110078     100
60   420338308   354328832     4852951       117370403            2358778        285434    4076557    167322     190616     100
61   255665031   179601526     5972263       29124526             1907437        224454    3398168    129385     188659     100
61   140084898   51664275      2566166       12312735             1305669        199058    2284702    105903     132473     100
61   1594380317  1430004964    11482833      258456848            5977340        280292    16920898   231073     2078578    100
61   197383134   104529340     1920508       21167339             1470037        103841    981788     55739      64893      100
61   135978803   51134681      1768634       12652896             1027590        115480    861413     34372      29966      100
61   178155928   46748246      1540054       8155224              881373         84428     847277     40562      42770      100
61   240389953   82920590      2286999       15829630             1209874        102132    792064     26733      24909      100
61   309707464   178925619     3230143       16447360             1217169        121005    1440701    68408      47094      100
61   466465890   627815528     7152425       76304735             2890809        338263    4058130    113228     128723     100
61   287768671   307924537     6583470       124114264            2957420        393523    6119268    304554     312053     100
62   168367137   80579841      2345481       10356254             1253474        144222    2376744    70992      97907      100
62   203370135   81208475      2450434       20158308             1332635        111535    1379884    91396      91405      100
62   2524219551  1845091267    23289703      337339729            9698157        830568    30405424   617889     2661536    100
62   997353929   1209016088    17227791      273514930            3283611        888878    14454048   610257     539215     100
62   217730864   76883580      3069829       17722984             1813826        277696    3856324    232175     264281     100
62   170628445   51224729      2386325       14866345             1207000        150473    1250729    58672      61865      100
62   246003238   120880833     1822763       18723155             1066106        108893    958318     44051      56270      100
62   406575718   229233631     4880400       38819272             1529872        169682    1238792    72560      53643      100
62   370640194   422842905     7211370       75664672             2406354        312817    4230453    148607     117731     100
62   322080958   219775597     5226983       85502909             2338460        219368    3839311    152094     194975     100
63   212094724   123265468     3265044       16321301             1453640        205097    2599580    137938     128176     100
63   1423361098  1387496528    10880959      271239878            7433448        323696    20241168   270612     2718609    100
63   150069867   39748243      1366626       12964223             1241616        130013    1778407    59138      65463      100
63   267321487   116257003     2218181       15571399             1244040        126837    1089294    76386      70091      100
63   153861489   54405390      1859583       9522715              1008287        100051    722286     24223      34620      100
63   197089603   98786426      3672537       15876902             1270447        134134    1303148    59827      56546      100
63   187840411   73256105      2589141       16322840             1109329        124999    1742684    60080      70962      100
63   374798752   212450973     4209866       37563968             1653405        140471    1236398    56589      76408      100
63   480200133   711734345     5481568       121706511            3487978        307014    5928320    177277     310846     100
63   252807624   164470506     4609867       74517541             2099505        187709    3227071    139553     253148     100
64   133572066   75887615      1238556       18600730             1154987        119402    992920     43874      33548      100
64   1668485001  1856413462    13727535      352098982            7630773        176200    20047542   103884     2265052    100
64   321669970   111714780     3334009       23857363             1689827        151357    1952337    55848      64704      100
64   229411131   107020938     3121151       24251217             2079331        143808    1178703    24319      38741      100
64   195948187   50699182      2003115       10527228             1071786        111768    1039195    41370      49459      100
64   215470490   44731220      2597823       11988795             1140147        141155    1101283    49727      46293      100
64   370116476   136104967     4025296       20484238             1517075        153512    1276171    43496      33154      100
64   272863301   372922206     3710449       49057313             1777059        307742    3578142    119209     124099     100
64   358605383   548451707     5722672       82982641             1860080        244794    2045720    102133     105384     100
64   120426694   43169689      2571181       17422696             1966250        241819    2868015    147364     111900     100
65   1045041297  1112131231    7818553       243874858            8532538        234340    16673136   241114     1608394    100
65   336685851   159906142     5759909       30975748             2339355        203103    2358809    96526      95628      100
65   182271772   47035552      1510974       9248490              1114384        126921    1987923    79769      95878      100
65   236060622   86560693      3101877       19471733             1548592        144921    1427113    87929      89107      100
65   173698222   91108614      1926689       13609770             981555         106143    951312     43690      36204      100
65   201432240   52622811      2156476       12861290             1260460        152689    961166     40890      33370      100
65   312336757   72630782      3887207       15011841             1553815        158613    1351322    43932      45352      100
65   504336783   281259621     5363150       46975431             2471772        296012    3533778    148289     151453     100
65   435118818   202075768     3590780       26391667             2056046        146630    747561     40611      39226      100
65   1709832776  1600377427    13321515      352029041            10580892       258566    25861112   115059     2961125    100
66   188324470   114725154     4606853       24579341             1797091        224708    1410390    112881     158494     100
66   160374931   59965608      1966465       12803225             1389990        178341    2440277    111512     119272     100
66   120421609   28212202      1049361       9299317              1332845        174982    2018687    112665     74666      100
66   158063386   50023816      1563005       11999676             996033         106082    1085690    66984      58996      100
66   163522333   64081471      2275876       16630566             1041050        112511    1086202    54378      55142      100
66   233428521   76615806      1238707       10838634             1076835        102654    992086     50287      57178      100
66   352672557   212045433     5687839       46319574             2032930        191269    2303042    79189      58561      100
66   323949869   393504856     3171647       97273958             1951492        271078    3908111    139905     188727     100
66   2203020001  1453492783    15332215      283517094            10296470       528106    20123254   322252     2171367    100
66   243992462   118641469     4918185       43680087             1704713        194948    3204453    117318     157029     100
67   239587389   173178247     2817400       22057736             1080350        140199    1818340    127642     164933     100
67   351736433   365625696     8565280       73992152             2899344        282591    2265637    71049      30787      100
67   236744389   229115193     2563921       91985309             1628062        179583    2823551    169398     208547     100
67   178936609   66108531      2393806       12038552             1177811        133293    896475     41842      38486      100
67   158169582   42719913      1743813       12398430             1015216        113094    1071969    55694      58381      100
67   261838423   103769450     1836194       12310478             1464470        151714    1098906    60329      63588      100
67   489299618   275625688     6793645       43020784             1717306        189809    1961484    57710      68133      100
67   1987657992  1629776413    13881068      321235464            7578656        315889    22913308   203523     2689585    100
67   346868555   331687029     4734423       120597783            3402221        221577    4102581    135745     160773     100
67   200035050   47107198      2097560       15539039             1763648        200256    2092375    135128     141647     100
68   217426617   103017787     3052895       19966271             1183816        99834     1322825    90678      67601      100
68   145482470   38092732      1524636       17467424             1399290        138734    1604047    79928      54784      100
68   136532314   31605397      805842        6576552              763649         74350     897224     50201      73213      100
68   201849873   141030402     2726347       23946709             1321993        138765    1213201    43816      39940      100
68   189345738   65114252      2773617       11995620             1042010        119804    822294     35439      38758      100
68   2303723844  1811514558    17125014      324541300            7648761        443984    26922319   249332     3228048    100
68   588041386   366737726     8074371       53897909             1819564        142874    1319244    21589      24136      100
68   292174243   340463100     3303579       106424695            1732979        246567    3496517    183500     220753     100
68   246676535   100825870     4583820       36170042             2457428        200966    2881299    60772      130219     100
68   219485582   96584884      1461059       25445985             1752296        204357    1883735    121154     115715     100
69   160343927   81627975      2684626       14086589             1100642        134962    1470839    47612      62516      100
69   222939600   162480914     3465456       30944561             1472472        148455    1037984    42067      41332      100
69   173541787   74549304      3555581       25427271             1536831        147866    1573529    64245      53297      100
69   1997621803  1782466146    13462799      355344457            8021226        283124    27602433   206640     3132515    100
69   141875865   33264453      578345        7472362              861890         103645    959732     47009      50379      100
69   266475845   165100897     2410521       14275961             1139653        137663    1202419    51722      68867      100
69   295774035   289739332     4682179       41633259             1685891        214039    2085392    69614      60574      100
69   494525995   346767840     5638491       121565421            2551391        229783    3306093    160486     204737     100
69   226276785   124748252     5851744       44832553             3874984        320600    4274588    137721     168739     100
70   149684410   62824483      2792974       17564880             1623845        230163    1677008    184018     164166     100
70   178778448   47742857      1677932       9235763              1550559        101007    2643714    72948      94725      100
70   1313231183  1180332585    9980885       232718800            6152754        242492    15145763   159665     1687917    100
70   177713594   71329103      1653967       13882575             914619         100192    916925     53425      38589      100
70   161403332   57713537      2127636       15834264             1481516        160130    942593     30247      48805      100
70   180947709   42419288      1397749       7645057              815702         67421     775179     52633      56671      100
70   305600354   296634400     5643562       40168319             1548074        176876    1276164    41556      30812      100
70   372922097   466725768     5245534       74565454             1737761        282928    4008637    113731     97756      100
70   189244520   112550617     3016989       84210828             1828809        173532    2927282    153776     195948     100
70   172883001   92718730      3397623       26031171             2410765        230697    2872209    87552      130778     100
71   218853594   83952382      1609669       15757468             1651483        207720    1769780    125786     95103      100
71   1217564251  1395762727    13199383      256921374            8831139        237400    21854105   103792     2640030    100
71   390547543   309785241     3962574       98854543             1701873        223097    3198971    176064     231378     100
71   170708829   73096850      4972349       24804704             2254256        237200    4576267    126300     299032     100
71   211750574   70652271      2013267       12823592             1269120        148363    1309034    104618     93857      100
71   188745155   43799446      1643897       13241720             1065015        114162    872414     34739      32397      100
71   301149137   75162810      5001215       23062267             2024354        279281    2120553    98018      92876      100
71   264248578   115992887     4790262       37693400             1883109        226756    3464238    104246     108166     100
71   266330425   111256484     2883818       10182130             1054718        111112    1415091    75869      130527     100
71   2438508502  2146594030    19868718      433902497            10387094       428732    21455402   299226     2408404    100
72   328076829   211430177     3163345       33570285             1755136        143628    1067541    65430      121006     100
72   168761253   53127457      2467190       12274888             1305187        148878    1678725    58385      52395      100
72   247816263   195074480     5011842       19990580             1343973        131659    908769     47130      50325      100
72   165543868   50891403      2209980       11988215             1021851        106496    1037615    50428      43738      100
72   255837090   76114193      2504384       15323017             1404428        129723    1060301    41301      47062      100
72   214827458   54427433      1421087       10071343             1008859        94223     836247     44808      62321      100
72   320273751   232620130     5356476       37009717             1453932        144350    1276222    42662      56833      100
72   2123236593  2253151574    16292813      399545716            9423914        387179    23191306   123193     2832609    100
72   161323994   87971303      2993612       24752060             1660904        181471    1898080    76315      107404     100
72   211624005   108733499     2841348       14175045             1421741        123773    1211763    53192      47942      100
73   290686478   111160186     3442432       13075193             1152600        120886    1085094    27734      33852      100
73   420097186   361120336     4064134       42898092             2718471        178425    2111461    91249      166063     100
73   144568762   41434008      1692395       10956093             1093417        119879    1252893    78009      86896      100
73   169661459   50339100      1456023       9032071              1007275        108358    905187     44155      39946      100
73   213485871   136703543     3360038       14248308             1209610        137948    937935     44921      46268      100
73   1873591535  1628822031    14246291      347897902            7023700        349585    24778035   202065     2957796    100
73   338299699   210043890     4915742       42324358             1813862        179763    1751451    64421      41103      100
73   400919354   601921016     6226635       98046635             1868537        278510    3168506    131443     103745     100
73   258176075   143982673     5652824       83189140             2536047        224237    5160907    130524     186139     100
73   183235399   71609533      2484623       17421288             1446667        230609    2270905    171156     148002     100
74   189819491   120785314     3812904       28414074             1572001        148824    1440918    59555      100272     100
74   143815491   39133800      1950372       12575016             1321240        169318    1993327    75194      52286      100
74   462144316   487749765     4193626       92780766             1469436        141615    1970270    128553     167111     100
74   1741717212  1757101493    13198864      334077681            6628416        262783    17845511   110920     2102262    100
74   390473825   249168133     3058228       40447126             2753684        204757    1330056    79372      86169      100
74   138527146   45922590      981963        10400715             1047622        112112    1043787    45755      40764      100
