Linux 6.8.0-59-generic (superlzx) 	2025年05月16日 	_x86_64_	(16 CPU)

15时39分37秒     CPU     %user     %nice   %system   %iowait    %steal     %idle
16时06分26秒     all      6.04      0.00      3.88      0.00      0.00     90.09
16时06分27秒     all      7.04      0.00      3.62      0.00      0.00     89.34
16时06分28秒     all      2.82      0.00      1.80      0.00      0.00     95.38
16时06分29秒     all      4.76      0.00      1.80      0.00      0.00     93.44
16时06分30秒     all      4.41      0.00      1.34      0.00      0.00     94.25
16时06分31秒     all      2.76      0.00      1.54      0.51      0.00     95.19
16时06分32秒     all      6.61      0.00      1.80      0.00      0.00     91.60
16时06分33秒     all      3.78      0.00      1.35      0.00      0.00     94.88
16时06分34秒     all      2.50      0.00      1.54      0.00      0.00     95.96
16时06分35秒     all      7.01      0.00      2.90      0.00      0.00     90.09
16时06分36秒     all      3.77      0.00      1.92      0.26      0.00     94.06
16时06分37秒     all      3.22      0.00      2.19      0.00      0.00     94.58
16时06分38秒     all      4.68      0.00      1.67      0.00      0.00     93.66
16时06分39秒     all      3.21      0.00      0.77      0.00      0.00     96.03
16时06分40秒     all      1.41      0.00      0.96      0.00      0.00     97.63
16时06分41秒     all      4.56      0.00      0.96      0.39      0.00     94.09
16时06分42秒     all      2.89      0.00      1.09      0.00      0.00     96.02
16时06分43秒     all      4.03      0.00      1.60      0.00      0.00     94.37
16时06分44秒     all      4.56      0.00      1.73      0.00      0.00     93.71
16时06分45秒     all      3.15      0.00      0.71      0.00      0.00     96.14
16时06分46秒     all      3.39      0.00      1.41      0.06      0.00     95.14
16时06分47秒     all      3.53      0.00      0.71      0.00      0.00     95.77
16时06分48秒     all      0.84      0.00      0.96      0.00      0.00     98.20
16时06分49秒     all      4.37      0.00      1.93      0.00      0.00     93.71
16时06分50秒     all      5.44      0.00      3.56      0.00      0.00     91.00
16时06分51秒     all      4.87      0.00      2.40      0.39      0.00     92.34
16时06分52秒     all      3.95      0.00      1.40      0.00      0.00     94.64
16时06分53秒     all      3.20      0.00      1.34      0.00      0.00     95.46
16时06分54秒     all      3.86      0.00      1.35      0.00      0.00     94.79
16时06分55秒     all      3.97      0.00      1.22      0.00      0.00     94.81
16时06分56秒     all      3.32      0.00      1.21      0.06      0.00     95.41
16时06分57秒     all      3.79      0.00      1.67      0.06      0.00     94.47
16时06分58秒     all      3.20      0.00      0.77      0.00      0.00     96.03
16时06分59秒     all      1.93      0.00      0.83      0.00      0.00     97.24
16时07分00秒     all      4.04      0.00      1.28      0.00      0.00     94.68
16时07分01秒     all      3.01      0.00      0.77      0.00      0.00     96.23
16时07分02秒     all      1.34      0.00      1.09      0.19      0.00     97.38
16时07分03秒     all      4.56      0.00      1.22      0.00      0.00     94.22
16时07分04秒     all      3.71      0.00      1.28      0.00      0.00     95.01
16时07分05秒     all      3.16      0.00      1.93      0.00      0.00     94.91
16时07分06秒     all      4.83      0.00      1.87      0.00      0.00     93.30
16时07分07秒     all      2.83      0.00      1.67      0.06      0.00     95.43
16时07分08秒     all      3.32      0.00      1.47      0.00      0.00     95.20
16时07分09秒     all      3.98      0.00      1.41      0.00      0.00     94.61
16时07分10秒     all      4.11      0.00      1.28      0.00      0.00     94.61
16时07分11秒     all      1.16      0.00      1.03      0.00      0.00     97.81
16时07分12秒     all      5.32      0.00      1.67      0.19      0.00     92.82
16时07分13秒     all      4.24      0.00      1.29      0.00      0.00     94.47
16时07分14秒     all      1.68      0.00      1.29      0.00      0.00     97.03
16时07分15秒     all      5.19      0.00      1.60      0.00      0.00     93.21
16时07分16秒     all      3.07      0.00      0.96      0.00      0.00     95.97
16时07分17秒     all      3.80      0.00      1.22      0.19      0.00     94.79
16时07分18秒     all      5.64      0.00      2.05      0.00      0.00     92.31
16时07分19秒     all      3.96      0.00      1.47      0.00      0.00     94.57
16时07分20秒     all      3.81      0.00      1.55      0.06      0.00     94.58
16时07分21秒     all      5.58      0.00      1.48      0.00      0.00     92.94
16时07分22秒     all      2.82      0.00      1.03      0.00      0.00     96.15
16时07分23秒     all      3.85      0.00      1.48      0.00      0.00     94.67
16时07分24秒     all      2.95      0.00      0.90      0.00      0.00     96.15
16时07分25秒     all      1.15      0.00      0.71      0.19      0.00     97.95
16时07分26秒     all      5.37      0.00      1.60      0.00      0.00     93.03
16时07分27秒     all      2.57      0.00      1.48      0.13      0.00     95.83
16时07分28秒     all      1.92      0.00      1.54      0.00      0.00     96.54
16时07分29秒     all      4.12      0.00      1.42      0.00      0.00     94.46
16时07分30秒     all      4.18      0.00      1.29      0.06      0.00     94.47
16时07分31秒     all      2.69      0.00      1.67      0.19      0.00     95.45
16时07分32秒     all      3.85      0.00      1.16      0.00      0.00     94.99
16时07分33秒     all      3.91      0.00      1.28      0.00      0.00     94.81
16时07分34秒     all      2.89      0.00      1.09      0.00      0.00     96.02
16时07分35秒     all      4.11      0.00      1.48      0.00      0.00     94.42
16时07分36秒     all      3.72      0.00      1.28      0.00      0.00     95.00
16时07分37秒     all      1.47      0.00      1.09      0.06      0.00     97.38
16时07分38秒     all      4.05      0.00      1.48      0.00      0.00     94.48
16时07分39秒     all      3.80      0.00      1.22      0.00      0.00     94.98
16时07分40秒     all      3.01      0.00      1.22      0.00      0.00     95.77
16时07分41秒     all      3.97      0.00      1.28      0.00      0.00     94.75
16时07分42秒     all      1.28      0.00      0.96      0.06      0.00     97.69
16时07分43秒     all      3.85      0.00      1.54      0.00      0.00     94.62
16时07分44秒     all      4.22      0.00      1.28      0.00      0.00     94.50
16时07分45秒     all      3.21      0.00      0.77      0.00      0.00     96.02
16时07分46秒     all      3.77      0.00      1.85      0.00      0.00     94.38
16时07分47秒     all      3.85      0.00      1.28      0.13      0.00     94.74
16时07分48秒     all      1.22      0.00      1.03      0.00      0.00     97.76
16时07分49秒     all      6.11      0.00      3.15      1.16      0.00     89.59
16时07分50秒     all      7.01      0.00      4.91      5.50      0.00     82.58
16时07分51秒     all      5.68      0.00      4.38      5.49      0.00     84.45
16时07分52秒     all      4.50      0.00      3.00      5.61      0.00     86.89
16时07分53秒     all      6.85      0.00      6.06      5.27      0.00     81.83
16时07分54秒     all      5.17      0.00      4.01      5.56      0.00     85.26
16时07分55秒     all      4.00      0.00      1.94      5.81      0.00     88.25
16时07分56秒     all      7.28      0.00      4.22      5.52      0.00     82.98
16时07分57秒     all      2.73      0.00      4.86      5.59      0.00     86.83
16时07分58秒     all      4.10      0.00      2.73      5.60      0.00     87.57
16时07分59秒     all      8.22      0.00      6.10      5.70      0.00     79.99
16时08分00秒     all      5.14      0.00      3.71      5.34      0.00     85.81
16时08分01秒     all      4.42      0.00      2.82      5.44      0.00     87.32
16时08分02秒     all      1.74      0.00      1.68      5.61      0.00     90.98
16时08分03秒     all     10.57      0.00      3.52      5.42      0.00     80.48
16时08分04秒     all      7.09      0.00      3.48      5.65      0.00     83.78
16时08分05秒     all      1.80      0.00      2.06      5.41      0.00     90.73
16时08分06秒     all      5.73      0.00      2.86      5.40      0.00     86.01
16时08分07秒     all      4.95      0.00      2.18      5.52      0.00     87.35
16时08分08秒     all      1.74      0.00      1.80      5.47      0.00     90.99
16时08分09秒     all      4.30      0.00      2.12      5.39      0.00     88.18
16时08分10秒     all      3.71      0.00      1.98      5.51      0.00     88.80
16时08分11秒     all      1.61      0.00      1.87      5.35      0.00     91.17
16时08分12秒     all      3.42      0.00      2.90      5.29      0.00     88.39
16时08分13秒     all      4.29      0.00      1.92      5.71      0.00     88.08
16时08分14秒     all      2.71      0.00      2.45      5.68      0.00     89.15
16时08分15秒     all      6.11      0.00      2.86      5.14      0.00     85.89
16时08分16秒     all      5.49      0.00      3.14      5.68      0.00     85.70
16时08分17秒     all      9.12      0.00      5.73      5.33      0.00     79.83
16时08分18秒     all      2.37      0.00      2.76      5.79      0.00     89.09
16时08分19秒     all     12.53      0.00      5.31      5.25      0.00     76.90
16时08分20秒     all      6.02      0.00      3.50      5.50      0.00     84.98
16时08分21秒     all      4.02      0.00      2.53      5.65      0.00     87.80
16时08分22秒     all      2.74      0.00      3.20      5.61      0.00     88.45
16时08分23秒     all      3.66      0.00      3.14      5.43      0.00     87.77
16时08分24秒     all      3.53      0.00      2.82      5.26      0.00     88.39
16时08分25秒     all      7.83      0.00      5.53      5.46      0.00     81.18
16时08分26秒     all      3.44      0.00      2.99      5.65      0.00     87.92
16时08分27秒     all      3.16      0.00      1.87      5.61      0.00     89.37
16时08分28秒     all      1.61      0.00      1.93      5.66      0.00     90.80
16时08分29秒     all      3.73      0.00      1.74      5.72      0.00     88.82
16时08分30秒     all      3.84      0.00      1.67      5.51      0.00     88.98
16时08分31秒     all      1.10      0.00      1.87      5.80      0.00     91.23
16时08分32秒     all      3.22      0.00      2.00      5.61      0.00     89.18
